ID,Contract Valid Until,Loaned From,Release Clause,Work Rate
205288,2019,,€772K,Medium/ Medium
230888,"May 31, 2019",Burnley,,Medium/ Medium
237032,2021,,€1.6M,Medium/ Medium
240872,2019,,€1.2M,Medium/ Medium
241128,"Jun 30, 2019",CD Leganés,,Medium/ Medium
244968,2020,,€992K,Medium/ Medium
138729,2019,,€288K,High/ Medium
213993,2021,,€1.1M,Medium/ Medium
222697,2023,,€861K,Medium/ Medium
214762,"Dec 31, 2018",Club Atlético Lanús,,Medium/ Medium
222698,"Jun 30, 2019",Jeonnam Dragons,,Medium/ Medium
243946,2022,,€715K,High/ High
232171,2021,,€998K,Medium/ Medium
241131,,,,Medium/ Medium
193771,2019,,€1.1M,High/ Low
210156,2019,,€264K,Medium/ High
220140,2020,,€1.5M,Medium/ Medium
193260,2020,,€953K,Medium/ Medium
177389,2021,,€700K,Medium/ Medium
204782,2019,,€1.1M,Medium/ Medium
211438,2021,,€945K,Medium/ Medium
214510,2023,,€540K,High/ Medium
220654,2020,,€1.3M,Medium/ Medium
231406,2020,,€2M,Medium/ Medium
232174,2020,,€1.2M,Medium/ Medium
51694,2018,,€88K,Medium/ Medium
215279,2019,,€1M,Medium/ Medium
216303,2023,,€1.1M,Medium/ Medium
238319,2022,,€2.6M,High/ High
245231,"Jun 30, 2019",Brighton & Hove Albion,,Medium/ High
183023,2018,,€280K,High/ Medium
229872,2023,,€608K,Medium/ Medium
226033,2020,,€531K,High/ Medium
228593,"Jun 30, 2019",SC Freiburg,,Medium/ Medium
202482,2020,,€831K,Medium/ Medium
208370,2020,,€1.1M,Medium/ Medium
187634,"May 31, 2019",Cruz Azul,,High/ Medium
204787,2019,,€1M,Medium/ High
229875,2019,,€775K,High/ Medium
187379,2021,,€675K,Medium/ Medium
189171,2019,,€958K,Medium/ Medium
194035,2020,,€798K,Medium/ Medium
215540,2018,,€861K,Medium/ Medium
223732,2019,,€686K,Medium/ Medium
235252,2021,,€1.6M,High/ Low
238580,2021,,€1.4M,Medium/ High
241140,2019,,€1.8M,Medium/ Medium
245748,2020,,€1.1M,Medium/ Medium
193268,2020,,€880K,Medium/ High
208885,2020,,€1M,High/ Medium
234229,2022,,€2.6M,Medium/ High
169461,2019,,€875K,Medium/ Medium
170229,2020,,€700K,Medium/ High
239093,2019,,€921K,High/ Medium
186869,2019,,€814K,High/ Low
198134,2019,,€761K,Medium/ Medium
206070,2019,,€1.1M,High/ Medium
221686,2019,,€798K,Medium/ Medium
225014,"Jun 30, 2019",Fiorentina,,High/ Low
232438,2019,,€1.2M,Medium/ Low
239350,2021,,€1.7M,High/ Medium
180726,2019,,€163K,Medium/ High
190454,"Dec 31, 2018",Strømsgodset IF,,High/ Medium
193014,2019,,€788K,High/ Medium
238839,2022,,€1.6M,Medium/ Medium
201208,2022,,€945K,Medium/ Medium
223224,2019,,€1.3M,Medium/ Medium
225016,"Jun 30, 2019",Chievo Verona,,Medium/ Medium
205049,2020,,€906K,Medium/ Medium
220665,2020,,€1.1M,Low/ Medium
223993,2020,,€1.4M,Medium/ Medium
225529,2020,,€1.1M,Low/ Medium
190457,2020,,€719K,Medium/ Medium
208122,2019,,€663K,Medium/ Medium
226810,2019,,€915K,Medium/ Medium
230906,2021,,€998K,Medium/ Medium
235514,2022,,€1.2M,Low/ Medium
225531,2020,,€1M,Medium/ Medium
237563,2020,,€1.4M,Medium/ Low
239611,2021,,€1.6M,High/ Medium
240891,2020,,€1.2M,Medium/ Low
244987,2021,,€664K,Medium/ Medium
189691,"Jun 30, 2019",Rotherham United,,High/ Medium
201212,2020,,€1M,Medium/ Medium
206332,2019,,€853K,Medium/ Medium
212732,2018,,€788K,High/ High
219900,2019,,€1M,Medium/ Medium
199165,2022,,€531K,Medium/ Medium
200701,2021,,€1.1M,Medium/ Low
212477,2023,,€540K,Medium/ Low
163581,2019,,€385K,Medium/ High
232445,2021,,€853K,Low/ High
238589,2020,,€763K,Medium/ Medium
209662,2021,,€834K,High/ Medium
217086,2020,,€866K,Medium/ Medium
230654,2021,,€1.4M,Medium/ Medium
242686,2019,,€1.3M,Medium/ Medium
224255,2023,,€891K,Medium/ Medium
232447,2021,,€406K,Medium/ Medium
176383,2019,,€580K,Medium/ Medium
212736,2021,,€814K,Medium/ Medium
233216,"Jun 30, 2019",SC Paderborn 07,,Medium/ Medium
176384,2021,,€405K,Medium/ Medium
190720,2018,,€638K,Medium/ Low
212481,2019,,€877K,Medium/ Medium
212737,2019,,€729K,Medium/ Medium
230145,"Jun 30, 2019",Empoli,,High/ Medium
238593,2019,,€866K,Medium/ Medium
176897,2018,,€230K,Medium/ Medium
244993,2021,,€1.1M,Medium/ Medium
196353,2020,,€613K,Medium/ Medium
201986,2022,,€821K,Medium/ Medium
216322,2020,,€1.3M,Medium/ Medium
224770,2019,,€1.6M,High/ Medium
225026,2018,,€870K,Low/ High
243714,2021,,€1.8M,Low/ Medium
201219,2021,,€853K,Low/ High
229379,2020,,€1.7M,Medium/ Low
230403,2021,,€266K,Medium/ Medium
231171,2021,,€776K,Medium/ High
232963,2021,,€938K,High/ Medium
244739,2021,,€930K,Medium/ Medium
199684,2020,,€641K,Medium/ Medium
212484,2020,,€1.1M,Medium/ Medium
220676,2019,,€870K,Medium/ Medium
233732,2022,,€1.4M,High/ Medium
241924,2020,,€990K,Medium/ Medium
177668,2019,,€544K,Medium/ Low
209413,2020,,€606K,Medium/ High
220421,2019,,€1.2M,Medium/ Medium
228357,2022,,€2.7M,Medium/ Medium
228613,2023,,€690K,Medium/ Medium
230917,2020,,€1.1M,Medium/ Medium
239365,2021,,€1.1M,High/ Low
190981,2019,,€762K,Medium/ Low
206598,2020,,€762K,Medium/ Medium
232454,2021,,€325K,Medium/ Medium
234502,2019,,€596K,Medium/ High
177414,2019,,€613K,High/ Medium
244742,2019,,€1.1M,High/ Medium
218887,2021,,€1.1M,Medium/ Medium
229127,2020,,€1M,Medium/ Medium
229895,2019,,€821K,High/ Medium
235527,2020,,€1.1M,High/ Medium
190983,2020,,€656K,Medium/ Medium
217096,2021,,€1.1M,Medium/ Medium
223752,2023,,€1.1M,Low/ Medium
228616,2023,,€1.4M,Medium/ Medium
232456,2021,,€469K,Medium/ High
233736,2021,,€1.7M,Medium/ Medium
238344,2019,,€1.2M,Medium/ Medium
187144,2021,,€338K,Medium/ Medium
192264,2019,,€500K,High/ Low
215817,2019,,€943K,Medium/ Medium
224009,2021,,€663K,Medium/ Medium
226057,2023,,€763K,Medium/ Medium
234249,"Jun 30, 2019",Bournemouth,,High/ Medium
236553,2021,,€1.2M,Medium/ Medium
241929,2021,,€1.9M,Medium/ Medium
138251,2019,,€438K,High/ Medium
209675,"Jun 30, 2019",Accrington Stanley,,Low/ High
169483,2023,,€455K,Low/ High
236043,2020,,€2.3M,Medium/ Medium
225036,2023,,€216K,Medium/ Medium
230412,2021,,€266K,Medium/ Medium
231436,2020,,€2.5M,High/ Medium
240908,2022,,€1.4M,Low/ High
193804,2020,,€656K,High/ Medium
212237,2021,,€763K,Medium/ High
214285,2019,,€677K,High/ Medium
167437,2019,,€508K,Medium/ Medium
237581,2019,,€689K,High/ High
211982,2019,,€866K,Medium/ Medium
221710,2023,,€686K,Low/ High
224270,2019,,€915K,Medium/ Medium
229646,2020,,€821K,High/ Medium
239886,2021,,€1.4M,Low/ High
238863,2019,,€1.1M,Medium/ High
239119,2019,,€821K,Medium/ Medium
177679,2020,,€508K,Medium/ Medium
244751,2020,,€1.2M,Medium/ Medium
226576,"Jun 30, 2019",Tigres U.A.N.L.,,Medium/ Low
228624,2021,,€863K,Medium/ Medium
163856,2019,,€613K,High/ High
230416,2021,,€618K,Medium/ Medium
241680,2019,,€563K,Medium/ Medium
224017,2020,,€1.2M,Medium/ High
239121,2020,,€736K,Medium/ Medium
181521,2019,,€385K,Medium/ Medium
200210,2020,,€958K,Medium/ Medium
221970,2019,,€506K,High/ High
230674,2021,,€1.1M,Medium/ Medium
235026,2021,,€2.2M,Medium/ Medium
242450,2018,,€784K,Medium/ Medium
182802,2018,,€409K,Medium/ Medium
197907,2022,,€932K,Medium/ Medium
214035,2019,,€698K,Medium/ Medium
237331,2019,,€1.1M,Medium/ Medium
241171,2021,,€1.8M,Medium/ High
242451,2023,,€1.3M,Medium/ Low
49939,2019,,€87K,Medium/ Medium
200980,2019,,€656K,High/ Medium
217620,2020,,€748K,High/ High
226580,2023,,€1.2M,Medium/ Medium
236308,"Jun 30, 2019",Sassuolo,,Medium/ Medium
242708,2019,,€1.1M,Medium/ High
192020,2021,,€754K,High/ Medium
222485,2019,,€390K,Medium/ Medium
224789,2019,,€934K,Medium/ Medium
225557,2019,,€1.4M,Medium/ Medium
231701,2021,,€641K,Medium/ Medium
54037,2019,,€187K,Medium/ Medium
193557,2020,,€831K,Medium/ Low
156438,2021,,€87K,Medium/ Medium
240662,2021,,€534K,Medium/ Medium
189718,2019,,€392K,Medium/ Medium
207639,2020,,€1M,High/ High
210711,2018,,€551K,Medium/ Medium
211991,2019,,€686K,High/ Medium
223767,2021,,€866K,Medium/ Medium
229655,2020,,€810K,Medium/ Medium
234007,2021,,€903K,Medium/ Low
237079,2020,,€1.4M,High/ High
222488,"Jun 30, 2019",Atalanta,,High/ Medium
234520,2021,,€969K,Medium/ High
237848,2021,,€1.4M,Medium/ Medium
238104,2020,,€1.2M,Medium/ Low
205593,2019,,€877K,Medium/ High
214041,2018,,€853K,Medium/ Medium
214809,2023,,€471K,Medium/ Medium
229401,2019,,€1.1M,Medium/ Medium
234521,"Jun 30, 2019",FC Midtjylland,,Medium/ Medium
236313,2019,,€893K,Medium/ Medium
238617,2020,,€1.9M,Medium/ High
204058,2020,,€543K,Medium/ High
176922,2021,,€377K,Medium/ Medium
242714,2019,,€1.4M,High/ Medium
243994,2020,,€698K,High/ High
244250,2021,,€1.2M,Medium/ Medium
244762,2021,,€2.3M,High/ Medium
212251,2019,,€763K,Medium/ Medium
232731,2021,,€438K,Medium/ Medium
243995,"Jun 30, 2019",Extremadura UD,,Low/ High
230684,2022,,€1.1M,Medium/ Medium
238108,2019,,€770K,Medium/ Medium
239388,2018,,€677K,Medium/ Medium
199197,2019,,€616K,Medium/ Medium
232733,2021,,€696K,Medium/ High
234525,2019,,€2M,Medium/ Medium
234781,"Jun 30, 2019",SD Eibar,,Medium/ Medium
236573,2020,,€1M,Medium/ Medium
245277,"Jun 30, 2019",Bologna,,High/ Medium
182045,"Dec 31, 2018",Guangzhou Evergrande Taobao FC,,High/ Medium
155422,2019,,€41K,Medium/ Medium
228894,2020,,€1.3M,High/ Medium
185118,2019,,€81K,Medium/ Medium
223263,2019,,€867K,Medium/ Medium
227871,2020,,€831K,High/ Medium
232479,2022,,€1.5M,High/ Medium
240415,2020,,€1.6M,Medium/ Medium
241695,2022,,€1.8M,Medium/ Medium
245535,2020,,€1.4M,Medium/ Medium
188959,2019,,€469K,High/ High
190239,2019,,€1M,Medium/ Medium
224544,2020,,€753K,Low/ Medium
176928,2020,,€213K,Medium/ Medium
243232,2021,,€1.1M,Medium/ Medium
203297,2022,,€1.1M,High/ Low
243745,2019,,€877K,Medium/ Medium
209954,2020,,€915K,High/ Medium
233506,2021,,€795K,High/ Medium
239394,2019,,€1.1M,High/ High
243746,2019,,€877K,Medium/ Medium
245538,2021,,€795K,High/ Medium
238627,2020,,€1.3M,High/ Low
241187,2020,,€1.6M,Medium/ Medium
229412,2021,,€1.4M,Medium/ Medium
245540,2023,,€1.4M,Low/ High
220197,2021,,€2M,Medium/ High
234021,2021,,€808K,Medium/ Medium
235301,2020,,€1.2M,Medium/ Medium
236837,"Jun 30, 2019",Atlético Madrid,,Medium/ Medium
173349,2019,,€744K,Medium/ Low
240677,2020,,€943K,Medium/ Medium
243749,2019,,€915K,Medium/ Medium
222246,2023,,€709K,Low/ High
230694,2019,,€1.1M,Medium/ Medium
241190,2020,,€1.6M,Medium/ Medium
200487,2019,,€877K,High/ Medium
160295,2019,,€38K,Medium/ Medium
238631,2019,,€953K,High/ Medium
245287,2019,,€2.3M,High/ Medium
197928,2020,,€839K,Medium/ Medium
231720,2020,,€1.3M,Medium/ Medium
232488,2021,,€2.1M,Low/ High
234024,2021,,€808K,Medium/ Medium
240680,2019,,€949K,Medium/ High
187176,2021,,€225K,Low/ High
190504,2020,,€958K,Low/ Medium
202025,2020,,€1M,High/ Medium
209193,2020,,€628K,Medium/ Medium
221481,2023,,€641K,High/ Medium
236841,2020,,€1.3M,Medium/ Medium
238633,2020,,€839K,High/ Low
215338,2023,,€855K,High/ Medium
239402,2022,,€688K,Medium/ Medium
188970,2019,,€531K,Medium/ High
234795,2019,,€1.5M,Medium/ Medium
242219,2018,,€594K,Medium/ Medium
192043,2021,,€799K,Medium/ Medium
209452,2021,,€713K,High/ Medium
216620,2023,,€563K,Medium/ Medium
219436,2020,,€988K,High/ Medium
190508,2020,,€689K,High/ Medium
211245,2019,,€969K,Medium/ Medium
212013,2019,,€500K,Medium/ Medium
224301,2019,,€1.2M,High/ Medium
245549,2020,,€504K,High/ Medium
196910,2022,,€992K,Medium/ Low
199470,2020,,€689K,Medium/ Medium
224302,2022,,€920K,Medium/ Medium
239918,2020,,€1.4M,Medium/ Medium
225327,2021,,€919K,Medium/ High
234799,2021,,€1.1M,Low/ Medium
208944,2019,,€525K,Medium/ Medium
228656,2023,,€525K,Medium/ High
239920,2021,,€1M,Medium/ Medium
244272,2022,,€1.1M,Medium/ Medium
214321,2019,,€608K,Medium/ Medium
226609,2023,,€762K,High/ Medium
227377,2021,,€473K,Medium/ Medium
228145,2020,,€1.2M,Medium/ Medium
135218,2020,,€245K,Low/ Medium
210482,2019,,€580K,Medium/ Medium
222514,2020,,€2.1M,Medium/ Medium
232754,2020,,€1.2M,Medium/ Medium
241970,2020,,€596K,High/ Medium
188978,2021,,€469K,Low/ Medium
208691,2019,,€1.1M,High/ Medium
210739,2020,,€762K,Medium/ Medium
236339,2021,,€1.2M,Medium/ Medium
238131,2021,,€1.2M,Medium/ Medium
202292,2022,,€469K,Medium/ Medium
217140,2020,,€1.4M,Medium/ Medium
152116,2019,,€232K,High/ Medium
219956,"Jun 30, 2019",Spezia,,Low/ Medium
224308,2020,,€1.2M,High/ Medium
233012,2020,,€834K,Medium/ High
237108,2021,,€1.3M,Medium/ Medium
239412,2021,,€640K,Medium/ Medium
242484,2021,,€891K,Medium/ Medium
242740,2021,,€531K,Medium/ Medium
188724,2019,,€439K,Medium/ Medium
219957,2020,,€761K,High/ High
234293,2021,,€531K,Medium/ Medium
242485,2021,,€866K,Medium/ Medium
212790,2021,,€1.1M,Medium/ Medium
224822,2021,,€935K,Medium/ Medium
229174,2019,,€814K,High/ Medium
231222,2021,,€1M,Medium/ High
235574,2021,,€1.3M,Medium/ Medium
190518,2021,,€729K,High/ Medium
192566,2020,,€801K,Medium/ High
199479,2019,,€724K,Medium/ Medium
213815,2022,,€975K,High/ Medium
222519,2019,,€438K,High/ Medium
225847,2022,,€1.5M,High/ Medium
237623,2021,,€930K,High/ Medium
136504,2021,,€78K,Low/ High
219448,2019,,€641K,Medium/ Medium
231992,2018,,€748K,Low/ High
242744,2020,,€1.6M,Medium/ Medium
244280,"Jun 30, 2019",FC Bayern München,,Medium/ Medium
197945,2019,,€1M,High/ Medium
231737,2020,,€877K,High/ Medium
243001,,,,Medium/ Medium
244025,2019,,€1.7M,Medium/ Medium
244537,2022,,€1M,Medium/ Medium
210490,2022,,€801K,Medium/ Medium
240442,2022,,€2.6M,Medium/ Medium
207675,2019,,€563K,Low/ High
213307,2023,,€915K,Medium/ Medium
186939,2019,,€680K,Low/ Low
204348,2018,,€729K,Medium/ Medium
211004,2022,,€563K,Medium/ High
227900,2021,,€1.1M,Medium/ Medium
232252,2020,,€1.1M,Medium/ High
233276,2020,,€2.4M,Medium/ Medium
180284,2021,,€469K,High/ Low
191548,2021,,€225K,Medium/ High
192316,2019,,€464K,Medium/ Medium
192572,2020,,€438K,Medium/ Medium
225853,2021,,€1.2M,Medium/ Medium
230717,2022,,€1.3M,Medium/ Medium
206142,2020,,€821K,Medium/ High
237374,2021,,€1.3M,Medium/ Medium
240446,2019,,€867K,Medium/ Medium
241470,2023,,€1.9M,Medium/ Medium
204095,2020,,€656K,High/ Medium
212543,2023,,€1.1M,Medium/ Medium
213823,2018,,€351K,Medium/ High
240959,2020,,€1.4M,Medium/ Medium
187455,2019,,€325K,Medium/ High
206656,2018,,€473K,High/ Medium
229441,2018,,€1M,Medium/ Medium
241985,2022,,€1.2M,Medium/ Medium
243009,,,,Medium/ High
210498,2020,,€638K,High/ Medium
222018,2019,,€788K,Medium/ Medium
235842,"Jun 30, 2019",Inter,,Medium/ Medium
244802,2019,,€439K,Medium/ High
179778,2019,,€270K,Medium/ High
209475,2019,,€1M,Medium/ Medium
214595,2019,,€763K,Medium/ Medium
221763,2023,,€828K,High/ Low
224323,2019,,€1.1M,Medium/ Medium
226116,"Jun 30, 2019",Stoke City,,Low/ Medium
244548,2020,,€1.1M,High/ Medium
245572,2021,,€1.6M,Medium/ Medium
170309,2019,,€434K,High/ High
245573,2020,,€2.7M,Medium/ Medium
184901,2021,,€375K,High/ Medium
210502,2019,,€610K,Medium/ Medium
216134,2020,,€438K,Medium/ Medium
216390,2023,,€1M,Medium/ Low
235334,2020,,€1.2M,High/ High
232519,2023,,€2.6M,High/ Low
239175,2021,,€1.1M,Medium/ Medium
246599,2020,,€2.6M,High/ Medium
215368,2019,,€801K,Medium/ Medium
170056,2019,,€744K,Medium/ Medium
172872,2020,,€600K,Medium/ Medium
212041,2021,,€1M,Medium/ Low
215113,2019,,€574K,Medium/ Medium
219721,2020,,€919K,Low/ High
221001,2020,,€729K,High/ High
237385,2020,,€1.1M,High/ High
243017,2021,,€827K,High/ Low
245577,2020,,€1.2M,Medium/ Medium
199754,2019,,€776K,Medium/ Medium
202570,2022,,€450K,Medium/ Medium
203338,2018,,€563K,High/ Medium
158282,2019,,€435K,High/ Medium
231754,2021,,€1.1M,Medium/ Medium
187722,2020,,€701K,Medium/ Medium
191050,2019,,€544K,Low/ Medium
234059,,,,Low/ Medium
243275,2021,,€2.3M,Medium/ Medium
214860,2018,,€230K,Medium/ High
221772,2020,,€1M,High/ Low
236364,2020,,€1.9M,Medium/ Medium
239948,2018,,€2.3M,High/ Medium
225101,2020,,€1.4M,Medium/ Medium
239181,2019,,€945K,Medium/ Medium
138830,2019,,€228K,Medium/ Medium
246606,2019,,€2.2M,High/ Medium
200527,2019,,€1M,Medium/ Low
234063,,,,Medium/ Medium
243023,2021,,€1.8M,Medium/ High
245071,2021,,€1.7M,Medium/ Medium
190031,2020,,€504K,Medium/ Medium
211536,2021,,€1.3M,High/ Medium
233040,2021,,€834K,Medium/ Medium
189008,2019,,€595K,Medium/ High
202321,2021,,€641K,Medium/ Medium
211537,2022,,€878K,Medium/ Medium
225361,2020,,€1.1M,Medium/ Medium
232017,2018,,€788K,Low/ High
238929,2019,,€580K,High/ Medium
228690,2021,,€765K,High/ Medium
240466,2020,,€663K,Medium/ Medium
243282,2020,,€2.3M,High/ Medium
207443,2022,,€776K,Medium/ Medium
230995,"Jun 30, 2019",La Berrichonne de Châteauroux,,Medium/ Medium
235347,2022,,€2.3M,High/ Medium
237139,2021,,€2.3M,Medium/ Medium
227668,2019,,€553K,Medium/ Medium
209493,2019,,€913K,Medium/ Medium
237141,2021,,€641K,Low/ High
237397,2020,,€709K,Low/ High
239189,2023,,€2.4M,Medium/ Medium
181845,2018,,€387K,Medium/ High
203862,2022,,€788K,Medium/ Medium
213334,2020,,€839K,Medium/ Medium
241238,2021,,€1.8M,Medium/ Medium
186198,2019,,€831K,Low/ Low
239191,2020,,€1.3M,Medium/ Medium
189783,2020,,€659K,High/ Low
237144,2021,,€784K,High/ Medium
238680,2019,,€653K,High/ Medium
181848,2019,,€559K,Medium/ High
229465,2023,,€855K,Medium/ Medium
241497,2023,,€2.2M,Medium/ Medium
224090,2019,,€915K,Medium/ Medium
239962,2019,,€969K,High/ Medium
240730,2021,,€1.8M,High/ High
204635,2020,,€569K,Medium/ Medium
237403,2021,,€819K,Medium/ Medium
186715,2018,,€363K,High/ Medium
227164,2023,,€677K,Medium/ Medium
230236,2021,,€259K,Medium/ Medium
190556,2019,,€831K,Medium/ Medium
203357,2021,,€1M,Medium/ Medium
208477,2020,,€610K,Medium/ Medium
223069,2020,,€913K,Medium/ Medium
199774,2021,,€531K,Medium/ Medium
224094,2020,,€763K,Medium/ Medium
122718,2019,,€176K,Medium/ Medium
204383,2018,,€894K,High/ Medium
228191,2019,,€834K,Medium/ High
238943,2019,,€641K,Medium/ Medium
240223,2026,,€1.4M,High/ Medium
53855,2019,,€263K,High/ Medium
208992,2019,,€619K,Medium/ Medium
162144,2020,,€560K,High/ High
233568,2021,,€979K,High/ Medium
237920,2019,,€1M,Medium/ Medium
239712,"Jun 30, 2019",FC Red Bull Salzburg,,Medium/ Medium
189792,2020,,€788K,Medium/ Medium
205153,2020,,€531K,High/ High
158305,2020,,€387K,Medium/ High
224865,2021,,€1.5M,High/ Medium
237409,2021,,€828K,High/ Medium
237665,2021,,€791K,Medium/ Low
245857,2023,,€2.1M,Medium/ Medium
221282,2020,,€1.2M,High/ Medium
236898,2021,,€1.4M,Medium/ Medium
210275,2019,,€653K,High/ Medium
228707,2019,,€1.5M,Medium/ Medium
233315,2021,,€1.5M,Medium/ Medium
199780,2019,,€801K,High/ Medium
218212,2023,,€712K,Medium/ Medium
222308,2020,,€1.3M,Medium/ Medium
235876,2019,,€1.1M,Medium/ Medium
171620,2020,,€744K,High/ Medium
243556,2019,,€772K,Medium/ Medium
188772,2019,,€648K,Medium/ Medium
213349,2019,,€776K,Medium/ Medium
197990,2020,,€831K,Medium/ Medium
199014,2020,,€788K,Medium/ Low
217190,2019,,€713K,Medium/ Medium
227686,2020,,€1.1M,High/ Medium
239206,2019,,€713K,Medium/ Medium
240742,2019,,€1.2M,High/ Medium
241254,2018,,€753K,Medium/ Medium
246118,2021,,€1.3M,High/ Medium
190822,2019,,€563K,Medium/ Medium
217191,2021,,€763K,Medium/ Medium
209256,2020,,€913K,Low/ Medium
232296,2020,,€1.3M,High/ Medium
237160,2019,,€2.2M,Medium/ Medium
243560,2019,,€419K,Medium/ Medium
243816,2021,,€1M,Medium/ Medium
190568,2018,,€563K,Medium/ Medium
237161,2022,,€2.5M,High/ Medium
171881,"Jun 30, 2019",Heart of Midlothian,,High/ High
238953,2019,,€1.3M,Medium/ Medium
239209,"Jun 30, 2019",Grasshopper Club Zürich,,Medium/ Medium
235627,2019,,€1M,Medium/ High
243307,2019,,€1.6M,Medium/ Medium
186475,2018,,€581K,Medium/ Medium
219756,2019,,€958K,High/ Low
223852,2019,,€1M,Medium/ Medium
242284,2021,,€1.3M,Medium/ Medium
199021,2019,,€736K,High/ Medium
211053,2019,,€563K,Medium/ Medium
225389,2023,,€893K,Low/ Medium
233581,"Jun 30, 2019",Incheon United FC,,Medium/ Low
150894,2019,,€175K,Low/ High
234350,2019,,€1.4M,High/ High
172398,2019,,€438K,Low/ High
229743,"Jun 30, 2019",Cagliari,,Medium/ Medium
236143,2021,,€266K,Low/ Medium
184175,2019,,€544K,Medium/ Medium
196976,2019,,€867K,Medium/ High
240752,2019,,€2M,Medium/ Medium
189808,2020,,€831K,Medium/ Medium
156017,2018,,€538K,Medium/ High
233841,2021,,€1.8M,Low/ Medium
237681,"Dec 31, 2018",FC Tokyo,,High/ Medium
240241,2020,,€2M,Medium/ Medium
187761,2020,,€744K,High/ Medium
210802,2020,,€663K,Medium/ Medium
215410,2019,,€1.3M,Medium/ Medium
152690,2019,,€57K,Medium/ Medium
241266,2023,,€2.9M,Medium/ Low
243314,2019,,€1.4M,Medium/ High
214131,2019,,€252K,Medium/ Medium
226675,2021,,€648K,Medium/ Medium
229491,2023,,€891K,High/ Medium
230515,2021,,€925K,Medium/ Medium
238963,2021,,€866K,Medium/ Medium
210804,2019,,€429K,Medium/ Medium
218740,2019,,€979K,Low/ Medium
165748,2019,,€405K,Low/ High
231540,"Jun 30, 2019",Blackburn Rovers,,Low/ Medium
238196,2023,,€2.8M,High/ Medium
238964,2019,,€544K,Medium/ Medium
246388,,,,Low/ Medium
238965,2020,,€1.1M,Medium/ Medium
188789,2019,,€744K,High/ Medium
208246,2021,,€724K,Medium/ Medium
216182,2019,,€471K,Medium/ High
221302,2023,,€506K,High/ Medium
229750,2020,,€543K,High/ Medium
239478,2021,,€670K,Low/ High
177270,2021,,€619K,Medium/ High
220023,2021,,€998K,Low/ Medium
222583,2019,,€1M,Medium/ High
224375,2021,,€915K,Medium/ Medium
226167,2020,,€1.1M,Medium/ Medium
228983,2021,,€949K,Medium/ Medium
233079,2021,,€960K,Medium/ Medium
169591,2019,,€569K,Medium/ Medium
244343,2021,,€1.3M,Medium/ Low
245623,2021,,€795K,High/ Medium
204152,2020,,€1M,Medium/ High
223352,2019,,€765K,Medium/ Medium
165496,2019,,€247K,Medium/ Medium
199801,2020,,€544K,Medium/ Medium
213369,2020,,€1M,Medium/ Medium
222329,2019,,€1M,Medium/ Medium
223097,"Jun 30, 2019",Boca Juniors,,Medium/ Medium
232057,2020,,€906K,Medium/ Medium
242041,"Jun 30, 2020",SC Freiburg,,High/ Medium
200826,"Dec 31, 2018",Argentinos Juniors,,Medium/ Low
203898,2020,,€866K,Medium/ Medium
213626,2018,,€149K,Medium/ Medium
227706,2020,,€1.4M,Medium/ High
219259,2019,,€1.1M,Medium/ Medium
230523,2021,,€808K,Medium/ Medium
210044,2020,,€867K,Medium/ High
155517,2019,,€338K,High/ Medium
238717,2020,,€1M,Medium/ High
220542,,,,Medium/ Medium
222078,2018,,€1.3M,High/ Low
226174,2019,,€866K,Medium/ Medium
165502,2020,,€473K,Medium/ Medium
238974,2019,,€1.2M,Medium/ Medium
209535,2020,,€315K,Low/ Medium
231807,2019,,€1.3M,Medium/ High
240511,2021,,€1.8M,Medium/ Medium
242303,2020,,€570K,Medium/ High
194431,2020,,€606K,High/ Medium
232576,2019,,€438K,Medium/ High
232832,2021,,€1.3M,High/ High
203649,2022,,€341K,Medium/ High
214913,2018,,€473K,Medium/ Medium
161921,2020,,€311K,Medium/ Medium
186753,2019,,€508K,Medium/ Medium
155266,2019,,€313K,High/ Medium
238978,2020,,€610K,Medium/ Medium
240002,2020,,€772K,Medium/ High
241538,2021,,€1.1M,High/ Medium
191106,2020,,€375K,Medium/ Medium
191874,2021,,€225K,Low/ High
209027,2020,,€495K,Medium/ Medium
214147,2018,,€455K,Low/ Medium
193411,2019,,€534K,Medium/ Medium
199812,2021,,€730K,Medium/ Medium
140420,2019,,€220K,Medium/ Medium
212356,2021,,€877K,Medium/ Medium
215684,2020,,€618K,Medium/ Low
239492,2019,,€990K,Medium/ Medium
204165,2020,,€508K,High/ Medium
159366,2023,,€257K,Medium/ Medium
235398,2019,,€1.2M,Medium/ Medium
215431,2019,,€915K,Medium/ Medium
224391,2018,,€438K,Medium/ Medium
225927,"Jun 30, 2019",FC Lorient,,Medium/ Medium
230279,2021,,€808K,Medium/ Medium
168583,2023,,€580K,Medium/ Medium
177799,2021,,€471K,Medium/ Medium
210824,2020,,€801K,High/ Medium
215688,2019,,€906K,Medium/ Medium
242312,2019,,€1.3M,High/ Low
243592,2020,,€866K,Medium/ Medium
193160,2021,,€700K,Medium/ High
205961,2019,,€1M,Medium/ High
219785,2020,,€1M,High/ Medium
229513,2019,,€1.1M,Medium/ Medium
236681,2020,,€1M,High/ Medium
236937,2020,,€563K,Medium/ High
215434,2019,,€1.3M,Medium/ Medium
226698,"Jun 30, 2019",Club Atlético Talleres,,High/ Medium
231050,"Jun 30, 2019",Fiorentina,,High/ Medium
232330,2020,,€1.6M,Medium/ High
