ID,Overall,Potential,International Reputation
195126,66,69,1.0
202295,66,66,1.0
222263,66,75,1.0
238647,66,72,1.0
177719,66,66,1.0
215864,66,75,1.0
228408,66,78,1.0
230200,66,66,1.0
165176,66,66,1.0
232760,66,71,1.0
238392,66,80,1.0
184376,66,66,1.0
200505,66,66,1.0
225849,66,69,1.0
233017,66,78,1.0
238137,66,66,1.0
238649,66,66,1.0
241465,66,75,1.0
186937,66,66,1.0
209210,66,70,1.0
211002,66,66,1.0
224826,66,75,1.0
235834,66,79,1.0
214843,66,66,1.0
231227,66,79,1.0
235579,66,70,1.0
193851,66,66,1.0
228156,66,76,1.0
235324,66,71,1.0
240956,66,80,1.0
202301,66,66,1.0
213822,66,70,1.0
224062,66,74,1.0
235582,66,74,1.0
221503,66,66,1.0
190015,66,66,1.0
192063,66,66,1.0
193087,66,66,1.0
200256,66,67,1.0
232768,66,66,1.0
235328,66,72,1.0
191552,66,66,1.0
198721,66,67,1.0
214081,66,71,1.0
224065,66,75,1.0
235073,66,79,1.0
199746,66,66,1.0
205378,66,67,1.0
170818,66,66,1.0
244546,66,74,1.0
245058,66,77,1.0
202819,66,72,1.0
214339,66,72,1.0
215363,66,78,1.0
224067,66,71,1.0
228675,66,76,1.0
169539,66,66,1.0
204100,66,66,1.0
237892,66,66,1.0
207429,66,71,1.0
219461,66,77,1.0
219717,66,71,1.0
223813,66,73,1.0
229445,66,66,1.0
229701,66,81,1.0
231749,66,75,1.0
175941,66,66,1.0
205382,66,67,1.0
207942,66,67,1.0
220230,66,73,1.0
227398,66,75,1.0
235590,66,73,1.0
240454,66,72,1.0
209223,66,66,1.0
212039,66,67,1.0
181831,66,66,1.0
117063,66,66,2.0
212040,66,76,1.0
214088,66,74,1.0
230984,66,71,1.0
243016,66,80,1.0
227145,66,70,1.0
245065,66,75,1.0
193865,66,66,1.0
140618,66,66,1.0
215370,66,69,1.0
223306,66,73,1.0
224842,66,77,1.0
228426,66,76,1.0
228682,66,70,1.0
234826,66,80,1.0
240458,66,76,1.0
203851,66,66,1.0
213835,66,75,1.0
222027,66,69,1.0
171083,66,66,1.0
237131,66,75,1.0
155980,66,66,1.0
222540,66,75,1.0
223052,66,67,1.0
228684,66,78,1.0
231244,66,77,1.0
231500,66,70,1.0
178508,66,66,1.0
198733,66,66,1.0
210253,66,69,1.0
236877,66,75,1.0
204622,66,69,1.0
222286,66,72,1.0
211791,66,69,1.0
213327,66,66,1.0
226127,66,70,1.0
231247,66,77,1.0
235855,66,81,1.0
176207,66,66,1.0
184143,66,66,1.0
213328,66,75,1.0
214608,66,66,1.0
215376,66,75,1.0
224592,66,70,1.0
229968,66,73,1.0
242768,66,74,1.0
243792,66,79,1.0
205393,66,71,1.0
221521,66,71,1.0
225105,66,78,1.0
234577,66,82,1.0
240209,66,79,1.0
243793,66,76,1.0
244305,66,71,1.0
184657,66,66,1.0
186449,66,66,1.0
190545,66,66,1.0
202322,66,69,1.0
214354,66,67,1.0
232786,66,74,1.0
183122,66,66,1.0
198740,66,66,1.0
203348,66,69,1.0
207956,66,71,1.0
215380,66,66,1.0
162388,66,66,1.0
239956,66,85,1.0
162901,66,66,1.0
235093,66,72,1.0
239957,66,70,1.0
189013,66,67,1.0
199510,66,66,1.0
226646,66,66,1.0
228182,66,68,1.0
232790,66,66,1.0
238678,66,66,1.0
173654,66,66,1.0
178006,66,66,1.0
181846,66,66,1.0
183894,66,66,1.0
203095,66,67,1.0
240215,66,82,1.0
177495,66,66,1.0
193111,66,66,1.0
215384,66,68,1.0
225368,66,72,1.0
239704,66,71,1.0
110680,66,66,1.0
200793,66,69,1.0
139609,66,66,1.0
229721,66,70,1.0
173401,66,66,1.0
187225,66,66,1.0
198490,66,66,1.0
216154,66,69,1.0
236378,66,84,1.0
116314,66,66,1.0
186970,66,66,1.0
235867,66,69,1.0
236635,66,72,1.0
215132,66,69,1.0
233564,66,73,1.0
236636,66,76,1.0
209757,66,66,1.0
225117,66,77,1.0
225629,66,71,1.0
238685,66,66,1.0
183645,66,66,1.0
205406,66,66,1.0
145758,66,66,1.0
155998,66,66,1.0
242270,66,75,1.0
178014,66,66,1.0
183646,66,66,1.0
185438,66,67,1.0
205663,66,68,1.0
170591,66,66,1.0
207712,66,72,1.0
217696,66,66,1.0
218464,66,66,1.0
221024,66,75,1.0
241248,66,67,1.0
188257,66,66,1.0
199010,66,68,1.0
237410,66,76,1.0
173666,66,66,1.0
243554,66,66,1.0
183138,66,66,1.0
235619,66,84,1.0
105827,66,66,1.0
245091,66,75,1.0
193123,66,67,1.0
214884,66,71,1.0
222052,66,70,1.0
241252,66,66,1.0
226405,66,69,1.0
228197,66,67,1.0
186725,66,66,1.0
204134,66,67,1.0
221286,66,71,1.0
238694,66,72,1.0
245350,66,66,1.0
238951,66,66,1.0
205672,66,66,1.0
230504,66,66,1.0
240744,66,80,1.0
242792,66,76,1.0
193896,66,66,1.0
209001,66,66,1.0
218729,66,74,1.0
221801,66,73,1.0
227945,66,75,1.0
229993,66,66,1.0
223082,66,72,1.0
223594,66,71,1.0
223850,66,76,1.0
188522,66,66,1.0
223339,66,66,1.0
224875,66,77,1.0
225387,66,75,1.0
228715,66,74,1.0
228971,66,66,1.0
197996,66,67,1.0
200812,66,66,1.0
224108,66,77,1.0
237420,66,76,1.0
242028,66,66,1.0
190060,66,66,1.0
210029,66,71,1.0
211565,66,71,1.0
230509,66,66,1.0
234093,66,76,1.0
173165,66,67,1.0
229742,66,77,1.0
210543,66,68,1.0
230511,66,66,1.0
236399,66,75,1.0
179055,66,66,1.0
183407,66,66,1.0
202864,66,67,1.0
224624,66,71,1.0
226928,66,66,1.0
230512,66,66,1.0
101488,66,66,1.0
188272,66,66,1.0
192624,66,66,1.0
198257,66,66,1.0
229745,66,80,1.0
164465,66,66,1.0
212338,66,69,1.0
214386,66,66,1.0
202611,66,66,1.0
205939,66,69,1.0
211059,66,71,1.0
163955,66,66,1.0
231027,66,67,1.0
235379,66,75,1.0
209268,66,66,1.0
211828,66,66,1.0
215668,66,66,1.0
157300,66,66,1.0
242036,66,71,1.0
244340,66,79,1.0
52340,66,66,1.0
163445,66,66,1.0
241781,66,69,1.0
191861,66,66,1.0
225654,66,71,1.0
236918,66,78,1.0
237942,66,76,1.0
211831,66,67,1.0
234359,66,77,1.0
171895,66,66,1.0
239479,66,66,1.0
216184,66,68,1.0
218744,66,74,1.0
230264,66,66,1.0
183160,66,66,1.0
197241,66,67,1.0
201081,66,69,1.0
156025,66,66,1.0
224121,66,72,1.0
224633,66,70,1.0
182905,66,66,1.0
190585,66,66,1.0
214906,66,68,1.0
234874,66,70,1.0
235642,66,79,1.0
235899,66,74,1.0
178043,66,66,1.0
208764,66,69,1.0
216444,66,68,1.0
220028,66,73,1.0
233084,66,76,1.0
187004,66,66,1.0
207741,66,66,1.0
223357,66,77,1.0
235133,66,71,1.0
219518,66,69,1.0
177278,66,66,1.0
186494,66,66,1.0
200319,66,66,1.0
221567,66,70,1.0
210304,66,66,1.0
222080,66,75,1.0
172928,66,66,1.0
190592,66,68,1.0
203137,66,69,1.0
208513,66,73,1.0
212353,66,67,1.0
213377,66,67,1.0
215169,66,66,1.0
228225,66,75,1.0
177793,66,66,1.0
186241,66,66,1.0
214914,66,66,1.0
224386,66,77,1.0
242050,66,74,1.0
213635,66,74,1.0
226179,66,71,1.0
234371,66,74,1.0
239491,66,74,1.0
204164,66,73,1.0
205956,66,68,1.0
214660,66,71,1.0
224388,66,77,1.0
231044,66,77,1.0
232580,66,77,1.0
234372,66,67,1.0
121988,66,66,1.0
191108,66,66,1.0
193412,66,66,1.0
216709,66,66,1.0
229509,66,66,1.0
165509,66,66,1.0
232581,66,67,1.0
199046,66,66,1.0
220038,66,74,1.0
222342,66,68,1.0
232070,66,66,1.0
236166,66,66,1.0
246406,66,71,1.0
187014,66,66,1.0
197511,66,66,1.0
198279,66,66,1.0
199815,66,68,1.0
203399,66,72,1.0
209287,66,73,1.0
216199,66,71,1.0
172423,66,66,1.0
245383,66,74,1.0
224648,66,68,1.0
236168,66,66,1.0
177544,66,66,1.0
199049,66,67,1.0
208521,66,66,1.0
157321,66,66,1.0
223369,66,69,1.0
226697,66,72,1.0
207754,66,70,1.0
208778,66,66,1.0
232586,66,72,1.0
202123,66,71,1.0
206219,66,67,1.0
219531,66,69,1.0
223115,66,67,1.0
232331,66,80,1.0
243851,66,67,1.0
244363,66,76,1.0
211340,66,66,1.0
27532,66,66,1.0
170636,66,66,1.0
198285,66,71,1.0
201869,66,70,1.0
214669,66,66,1.0
223885,66,78,1.0
231821,66,70,1.0
235149,66,73,1.0
238989,66,66,1.0
183437,66,66,1.0
184461,66,66,1.0
189325,66,66,1.0
208014,66,70,1.0
233870,66,69,1.0
235918,66,71,1.0
236174,66,66,1.0
193166,66,70,1.0
203151,66,68,1.0
152463,66,66,1.0
232847,66,66,1.0
179855,66,66,1.0
189839,66,66,1.0
232848,66,66,1.0
234640,66,77,1.0
192912,66,66,1.0
657,66,66,1.0
225169,66,72,1.0
233105,66,68,1.0
186513,66,66,1.0
202131,66,68,1.0
214419,66,68,1.0
172179,66,66,1.0
243859,66,74,1.0
205460,66,68,1.0
211604,66,72,1.0
244884,66,83,1.0
144021,66,66,1.0
155541,66,66,1.0
223125,66,69,1.0
232853,66,66,1.0
233109,66,71,1.0
235925,66,75,1.0
193173,66,66,1.0
200086,66,66,1.0
230038,66,79,1.0
232342,66,66,1.0
232598,66,66,1.0
234646,66,69,1.0
235670,66,75,1.0
241814,66,71,1.0
182422,66,66,1.0
203415,66,71,1.0
161943,66,66,1.0
202904,66,69,1.0
212120,66,70,1.0
214680,66,70,1.0
222104,66,76,1.0
169112,66,66,1.0
245144,66,71,1.0
194200,66,66,1.0
136601,66,66,2.0
220569,66,72,1.0
243609,66,66,1.0
244377,66,75,1.0
183449,66,66,1.0
199578,66,66,1.0
220058,66,75,1.0
232090,66,73,1.0
233114,66,75,1.0
240282,66,73,1.0
191130,66,66,1.0
199323,66,69,1.0
215195,66,75,1.0
225435,66,77,1.0
239259,66,82,1.0
245403,66,69,1.0
190619,66,66,1.0
205724,66,67,1.0
206492,66,69,1.0
214172,66,66,1.0
215196,66,66,1.0
215708,66,66,1.0
176540,66,66,1.0
244892,66,87,1.0
224669,66,66,1.0
181149,66,66,1.0
202654,66,66,1.0
217758,66,69,1.0
177310,66,66,1.0
213407,66,74,1.0
152735,66,66,1.0
236703,66,77,1.0
238495,66,74,1.0
241823,66,77,1.0
189343,66,66,1.0
213152,66,74,1.0
212385,66,72,1.0
214177,66,66,1.0
215969,66,69,1.0
156321,66,66,1.0
221857,66,67,1.0
223137,66,74,1.0
229793,66,76,1.0
230561,66,75,1.0
232609,66,70,1.0
235425,66,77,1.0
237217,66,71,1.0
186529,66,66,1.0
189345,66,66,1.0
211618,66,69,1.0
213922,66,66,1.0
214178,66,69,1.0
227746,66,73,1.0
228770,66,79,1.0
171682,66,66,1.0
241570,66,76,1.0
184482,66,66,1.0
226723,66,66,1.0
177315,66,66,1.0
193187,66,66,1.0
216484,66,69,1.0
223652,66,73,1.0
225956,66,74,1.0
162980,66,66,1.0
232612,66,66,1.0
235172,66,82,1.0
182180,66,66,1.0
188580,66,66,1.0
228261,66,68,1.0
241829,66,76,1.0
193701,66,66,1.0
209062,66,67,1.0
213670,66,73,1.0
229286,66,73,1.0
236198,66,66,1.0
246182,66,74,1.0
193958,66,66,1.0
207783,66,66,1.0
228007,66,73,1.0
244391,66,75,1.0
191911,66,66,1.0
209320,66,70,1.0
173480,66,66,1.0
189352,66,66,1.0
205481,66,77,1.0
206249,66,66,1.0
211881,66,67,1.0
152745,66,66,1.0
189865,66,66,1.0
191657,66,66,1.0
208298,66,66,1.0
232874,66,66,1.0
223147,66,68,1.0
240811,66,76,1.0
201132,66,66,1.0
221356,66,66,1.0
173484,66,66,1.0
243628,66,72,1.0
189868,66,66,1.0
211373,66,72,1.0
163757,66,71,1.0
239021,66,75,1.0
199598,66,66,1.0
216750,66,70,1.0
221358,66,78,1.0
225710,66,74,1.0
228271,66,69,1.0
232879,66,66,1.0
168879,66,66,1.0
51887,66,66,2.0
183471,66,66,1.0
214704,66,71,1.0
231344,66,74,1.0
180400,66,66,1.0
200369,66,66,1.0
223665,66,66,1.0
224690,66,71,1.0
234418,66,70,1.0
139443,66,66,1.0
230835,66,79,1.0
233139,66,79,1.0
235955,66,84,1.0
206004,66,67,1.0
214709,66,66,1.0
224437,66,73,1.0
227509,66,70,1.0
233141,66,71,1.0
233397,66,77,1.0
168629,66,66,1.0
238005,66,71,1.0
183477,66,66,1.0
215990,66,68,1.0
224438,66,72,1.0
237750,66,66,1.0
245686,66,69,1.0
200375,66,68,1.0
201911,66,69,1.0
208311,66,69,1.0
229815,66,69,1.0
232375,66,66,1.0
232887,66,66,1.0
192695,66,66,1.0
212664,66,68,1.0
225720,66,72,1.0
173752,66,66,1.0
176568,66,67,1.0
202169,66,66,1.0
215993,66,67,1.0
223673,66,70,1.0
233145,66,66,1.0
233401,66,69,1.0
221626,66,72,1.0
199867,66,70,1.0
204987,66,68,1.0
210619,66,70,1.0
242619,66,80,1.0
211132,66,72,1.0
220348,66,70,1.0
233148,66,67,1.0
184764,66,66,1.0
210365,66,71,1.0
211901,66,71,1.0
213693,66,74,1.0
220605,66,76,1.0
236477,66,79,1.0
177597,66,66,1.0
187837,66,66,1.0
199614,66,66,1.0
207806,66,68,1.0
232382,66,66,1.0
234174,66,66,1.0
179646,66,66,1.0
245694,66,72,1.0
214719,66,66,1.0
225983,66,66,1.0
166847,66,66,1.0
179903,66,66,1.0
219584,66,74,1.0
222912,66,74,1.0
231873,66,76,1.0
184001,66,66,1.0
119233,66,66,1.0
198082,66,66,1.0
200130,66,70,1.0
206530,66,75,1.0
212418,66,69,1.0
235714,66,75,1.0
238786,66,76,1.0
211395,66,68,1.0
214211,66,69,1.0
235971,66,73,1.0
171971,66,66,1.0
240067,66,67,1.0
184515,66,66,1.0
216260,66,67,1.0
222916,66,74,1.0
230084,66,83,1.0
241092,66,73,1.0
213957,66,74,1.0
166853,66,66,1.0
236997,66,72,1.0
200134,66,69,1.0
202182,66,66,1.0
224198,66,73,1.0
201927,66,72,1.0
241607,66,80,1.0
244935,66,75,1.0
194759,66,67,1.0
202952,66,66,1.0
206536,66,68,1.0
220872,66,76,1.0
237768,66,68,1.0
173256,66,66,1.0
191432,66,66,1.0
206281,66,66,1.0
213449,66,75,1.0
226249,66,76,1.0
229065,66,71,1.0
230601,66,75,1.0
237513,66,66,1.0
190665,66,66,1.0
225482,66,77,1.0
226506,66,69,1.0
238282,66,81,1.0
192970,66,66,1.0
199627,66,67,1.0
215756,66,72,1.0
139213,66,66,1.0
210381,66,71,1.0
216269,66,67,1.0
224973,66,74,1.0
198094,66,66,1.0
199118,66,66,1.0
223438,66,66,1.0
231886,66,74,1.0
240846,66,76,1.0
235983,66,75,1.0
233168,66,66,1.0
190160,66,66,1.0
191184,66,66,1.0
199121,66,66,1.0
141265,66,66,1.0
232657,66,66,1.0
236241,66,71,1.0
240081,66,78,1.0
175313,66,66,1.0
188625,66,66,1.0
235474,66,75,1.0
204499,66,73,1.0
237779,66,66,1.0
245459,66,78,1.0
221908,66,77,1.0
158676,66,66,1.0
239572,66,66,1.0
182228,66,66,1.0
203733,66,69,1.0
232405,66,76,1.0
187093,66,68,1.0
189141,66,66,1.0
202966,66,66,1.0
137686,66,66,1.0
224470,66,71,1.0
245718,66,66,1.0
189910,66,68,1.0
205015,66,72,1.0
213719,66,69,1.0
216023,66,66,1.0
216535,66,70,1.0
51159,66,66,1.0
192471,66,66,1.0
198104,66,66,1.0
202968,66,67,1.0
210392,66,72,1.0
228568,66,72,1.0
242392,66,76,1.0
208857,66,66,1.0
214489,66,66,1.0
221657,66,67,1.0
224217,66,70,1.0
158937,66,66,1.0
226265,66,76,1.0
162265,66,66,1.0
190425,66,66,1.0
192473,66,66,1.0
202970,66,67,1.0
228058,66,73,1.0
201179,66,67,1.0
204763,66,69,1.0
225755,66,74,1.0
229083,66,69,1.0
240859,66,80,1.0
241115,66,78,1.0
202716,66,71,1.0
210140,66,66,1.0
235740,66,71,1.0
240860,66,81,1.0
205533,66,67,1.0
221661,66,76,1.0
241117,66,77,1.0
183517,66,66,1.0
156894,66,66,1.0
233182,66,66,1.0
230623,66,72,1.0
241119,66,78,1.0
183007,66,66,1.0
209888,66,67,1.0
213984,66,71,1.0
219104,66,69,1.0
234464,66,73,1.0
139489,66,66,1.0
232929,66,66,1.0
194785,66,69,1.0
206562,66,73,1.0
215522,66,71,1.0
216802,66,74,1.0
221666,66,66,1.0
227810,66,66,1.0
238050,66,77,1.0
243170,66,76,1.0
188386,66,66,1.0
231139,66,75,1.0
242915,66,66,1.0
193251,66,66,1.0
210148,66,70,1.0
199909,66,66,1.0
164581,66,66,1.0
244197,66,66,1.0
181733,66,66,1.0
199398,66,66,1.0
201958,66,69,1.0
206054,66,68,1.0
208614,66,69,1.0
152038,66,66,1.0
202215,66,67,1.0
224487,66,75,1.0
234727,66,75,1.0
234983,66,75,1.0
244967,66,67,1.0
245480,66,66,1.0
198377,66,66,1.0
211433,66,67,1.0
229865,66,77,1.0
244969,66,66,1.0
214250,66,69,1.0
225258,66,74,1.0
210667,66,70,1.0
214507,66,66,1.0
220139,66,74,1.0
235755,66,79,1.0
202988,66,67,1.0
137708,66,66,1.0
203500,66,69,1.0
221932,66,66,1.0
229868,66,71,1.0
202989,66,68,1.0
204269,66,70,1.0
215533,66,70,1.0
225261,66,74,1.0
226541,66,73,1.0
230125,66,78,1.0
232685,66,66,1.0
241389,66,75,1.0
244973,66,79,1.0
53741,66,66,1.0
212718,66,67,1.0
155886,66,66,1.0
221934,66,68,1.0
165870,66,66,2.0
234222,66,74,1.0
239342,66,77,1.0
208111,66,71,1.0
211439,66,66,1.0
216047,66,66,1.0
223727,66,72,1.0
228591,66,74,1.0
188399,66,66,1.0
148720,66,66,1.0
157168,66,66,1.0
231408,66,78,1.0
231664,66,71,1.0
176368,66,66,1.0
242672,66,69,1.0
244208,66,73,1.0
244464,66,75,1.0
192496,66,68,1.0
211953,66,67,1.0
229873,66,74,1.0
232177,66,67,1.0
233457,66,69,1.0
236273,66,74,1.0
240625,66,73,1.0
242673,66,71,1.0
228082,66,78,1.0
229362,66,70,1.0
232946,66,66,1.0
172786,66,66,1.0
191218,66,66,1.0
208371,66,66,1.0
211955,66,67,1.0
216051,66,66,1.0
164339,66,66,1.0
238067,66,84,1.0
215028,66,66,1.0
243956,66,69,1.0
192500,66,70,1.0
238069,66,76,1.0
112373,66,66,1.0
245237,66,74,1.0
188405,66,66,1.0
188917,66,68,1.0
210422,66,69,1.0
211702,66,67,1.0
223222,66,66,1.0
241910,66,68,1.0
189942,66,66,1.0
198135,66,66,1.0
227575,66,66,1.0
232439,66,77,1.0
233463,66,71,1.0
234231,66,75,1.0
239351,66,75,1.0
200952,66,66,1.0
227832,66,74,1.0
183544,66,71,1.0
200953,66,66,1.0
209401,66,75,1.0
225273,66,74,1.0
177657,66,66,1.0
200954,66,69,1.0
201978,66,71,1.0
206074,66,70,1.0
212986,66,68,1.0
246010,66,76,1.0
187898,66,66,1.0
211195,66,70,1.0
227835,66,72,1.0
233467,66,67,1.0
244731,66,78,1.0
246011,66,79,1.0
212988,66,70,1.0
215036,66,76,1.0
220156,66,73,1.0
158716,66,66,1.0
226044,66,69,1.0
228348,66,70,1.0
234748,66,70,1.0
200957,66,72,1.0
207613,66,66,1.0
210941,66,72,1.0
211453,66,66,1.0
219133,66,68,1.0
232189,66,80,1.0
239357,66,69,1.0
243197,66,67,1.0
205054,66,67,1.0
208638,66,69,1.0
214270,66,66,1.0
229118,66,72,1.0
233470,66,68,1.0
241406,66,75,1.0
53502,66,66,1.0
224511,66,73,1.0
232191,66,66,1.0
234239,66,72,1.0
237823,66,80,1.0
243968,65,69,1.0
186112,65,65,1.0
200449,65,65,1.0
221441,65,68,1.0
227329,65,75,1.0
236545,65,65,1.0
188417,65,65,1.0
225282,65,75,1.0
235266,65,86,1.0
244482,65,73,1.0
207619,65,66,1.0
156675,65,65,1.0
228867,65,74,1.0
229891,65,73,1.0
232195,65,67,1.0
239363,65,75,1.0
246275,65,74,1.0
221700,65,68,1.0
230404,65,65,1.0
180740,65,65,1.0
236037,65,71,1.0
206086,65,70,1.0
225542,65,74,1.0
225798,65,72,1.0
165894,65,65,1.0
237574,65,74,1.0
244230,65,79,1.0
193798,65,65,1.0
203015,65,65,1.0
211463,65,67,1.0
229383,65,72,1.0
238599,65,65,1.0
211720,65,65,1.0
214280,65,74,1.0
221704,65,74,1.0
239368,65,79,1.0
241928,65,81,1.0
220937,65,71,1.0
221705,65,74,1.0
238089,65,75,1.0
242185,65,73,1.0
181001,65,65,1.0
204554,65,65,1.0
118794,65,65,1.0
190474,65,65,1.0
171019,65,65,1.0
244235,65,77,1.0
184587,65,65,1.0
210700,65,65,1.0
214028,65,65,1.0
221964,65,67,1.0
223756,65,75,1.0
161804,65,65,1.0
219661,65,70,1.0
222477,65,74,1.0
180749,65,65,1.0
209166,65,65,1.0
214030,65,75,1.0
163342,65,65,1.0
110606,65,65,1.0
242958,65,77,1.0
244238,65,78,1.0
244750,65,69,1.0
184334,65,65,1.0
221711,65,66,1.0
231951,65,74,1.0
243983,65,67,1.0
199440,65,66,1.0
205072,65,69,1.0
224528,65,68,1.0
192528,65,65,1.0
202769,65,65,1.0
204817,65,67,1.0
207633,65,70,1.0
212753,65,73,1.0
220433,65,70,1.0
167697,65,65,1.0
244497,65,81,1.0
205586,65,68,1.0
213778,65,66,1.0
228882,65,77,1.0
230418,65,65,1.0
242194,65,65,1.0
211987,65,72,1.0
223763,65,71,1.0
227859,65,69,1.0
242195,65,78,1.0
183827,65,65,1.0
239380,65,77,1.0
216597,65,68,1.0
237333,65,77,1.0
245013,65,68,1.0
188181,65,65,1.0
202518,65,65,1.0
149270,65,65,1.0
219158,65,68,1.0
239894,65,76,1.0
200471,65,66,1.0
203287,65,66,1.0
207895,65,65,1.0
212247,65,72,1.0
213271,65,67,1.0
228375,65,74,1.0
169495,65,65,1.0
212248,65,72,1.0
228632,65,68,1.0
172568,65,65,1.0
239128,65,67,1.0
245528,65,71,1.0
200217,65,66,1.0
209177,65,65,1.0
229657,65,71,1.0
241689,65,82,1.0
189721,65,65,1.0
191257,65,65,1.0
210970,65,71,1.0
215066,65,68,1.0
157978,65,65,1.0
229402,65,68,1.0
235546,65,75,1.0
240922,65,75,1.0
206107,65,70,1.0
211227,65,68,1.0
181787,65,65,1.0
190235,65,66,1.0
204316,65,66,1.0
205596,65,70,1.0
191260,65,65,1.0
194076,65,65,1.0
200989,65,65,1.0
246045,65,82,1.0
207646,65,69,1.0
207902,65,65,1.0
214046,65,68,1.0
223007,65,79,1.0
228639,65,74,1.0
232991,65,67,1.0
243231,65,76,1.0
243743,65,67,1.0
185119,65,65,1.0
207904,65,65,1.0
208417,65,65,1.0
212513,65,77,1.0
223265,65,70,1.0
232225,65,78,1.0
170785,65,65,1.0
202787,65,66,1.0
165667,65,65,1.0
245795,65,74,1.0
204324,65,71,1.0
208676,65,65,1.0
231972,65,65,1.0
237348,65,65,1.0
202533,65,67,1.0
228645,65,71,1.0
175141,65,65,1.0
243237,65,79,1.0
202534,65,66,1.0
137510,65,65,1.0
157734,65,65,1.0
233510,65,85,1.0
245030,65,65,1.0
189734,65,65,1.0
138279,65,65,1.0
203815,65,66,1.0
209447,65,65,1.0
203048,65,66,1.0
211240,65,65,1.0
227880,65,66,1.0
231976,65,69,1.0
244008,65,69,1.0
244520,65,67,1.0
188968,65,66,1.0
209961,65,70,1.0
224297,65,75,1.0
236585,65,73,1.0
107305,65,65,1.0
244521,65,69,1.0
246057,65,74,1.0
214314,65,65,1.0
236586,65,77,1.0
186922,65,65,1.0
206635,65,65,1.0
207659,65,66,1.0
214315,65,65,1.0
170027,65,65,1.0
236843,65,81,1.0
239403,65,73,1.0
244523,65,79,1.0
197932,65,65,1.0
205868,65,66,1.0
224300,65,72,1.0
243756,65,66,1.0
209965,65,66,1.0
152621,65,65,1.0
183597,65,65,1.0
205870,65,67,1.0
219950,65,72,1.0
224046,65,65,1.0
238126,65,73,1.0
240942,65,73,1.0
190254,65,65,1.0
241967,65,72,1.0
223792,65,71,1.0
225072,65,72,1.0
233520,65,72,1.0
235568,65,74,1.0
213553,65,70,1.0
214065,65,65,1.0
232753,65,65,1.0
243249,65,78,1.0
246065,65,72,1.0
193073,65,65,1.0
197170,65,68,1.0
214578,65,67,1.0
236850,65,71,1.0
181298,65,65,1.0
225075,65,72,1.0
231219,65,75,1.0
242739,65,72,1.0
183347,65,65,1.0
214836,65,65,1.0
238900,65,79,1.0
242228,65,72,1.0
189492,65,65,1.0
221493,65,68,1.0
244789,65,72,1.0
189237,65,65,1.0
240694,65,78,1.0
244790,65,73,1.0
184630,65,65,1.0
201527,65,68,1.0
228151,65,75,1.0
229175,65,73,1.0
237368,65,76,1.0
239928,65,69,1.0
244792,65,65,1.0
138297,65,65,1.0
211001,65,69,1.0
219449,65,72,1.0
234553,65,76,1.0
239417,65,65,1.0
187193,65,65,1.0
224570,65,69,1.0
230458,65,65,1.0
232250,65,79,1.0
242490,65,75,1.0
204091,65,65,1.0
206139,65,70,1.0
210747,65,70,1.0
214587,65,65,1.0
241467,65,80,1.0
181307,65,65,1.0
192315,65,65,1.0
204860,65,66,1.0
214588,65,65,1.0
231484,65,78,1.0
237116,65,74,1.0
182844,65,65,1.0
186172,65,65,1.0
204349,65,66,1.0
206653,65,70,1.0
17725,65,65,2.0
192317,65,70,1.0
208958,65,65,1.0
221502,65,72,1.0
200255,65,65,1.0
205887,65,72,1.0
206399,65,65,1.0
226879,65,65,1.0
231743,65,76,1.0
229440,65,67,1.0
231488,65,65,1.0
239936,65,78,1.0
193344,65,65,1.0
165185,65,65,1.0
231489,65,65,1.0
243521,65,75,1.0
212546,65,69,1.0
213314,65,72,1.0
219458,65,65,1.0
199491,65,67,1.0
216387,65,67,1.0
232003,65,65,1.0
237635,65,73,1.0
244547,65,71,1.0
217156,65,65,1.0
226628,65,66,1.0
202053,65,68,2.0
203845,65,65,1.0
204101,65,65,1.0
227909,65,70,1.0
237893,65,72,1.0
240453,65,81,1.0
244037,65,74,1.0
180293,65,65,1.0
224070,65,68,1.0
239686,65,73,1.0
245062,65,69,1.0
188230,65,65,1.0
221511,65,66,1.0
163143,65,65,1.0
230983,65,67,1.0
239431,65,67,1.0
243015,65,73,1.0
217160,65,66,1.0
221768,65,65,1.0
239944,65,71,1.0
193608,65,65,1.0
203849,65,69,1.0
211785,65,72,1.0
235849,65,80,1.0
239945,65,75,1.0
240969,65,83,1.0
226122,65,70,1.0
231498,65,69,1.0
200779,65,70,1.0
223819,65,71,1.0
226123,65,71,1.0
238923,65,71,1.0
200780,65,69,1.0
209740,65,65,1.0
107084,65,65,1.0
199245,65,66,1.0
200525,65,68,1.0
206157,65,65,1.0
214093,65,65,1.0
224589,65,70,1.0
232269,65,68,1.0
241741,65,76,1.0
183885,65,65,1.0
224590,65,73,1.0
226382,65,66,1.0
239438,65,75,1.0
244046,65,69,1.0
219471,65,65,1.0
219727,65,65,1.0
230223,65,65,1.0
245583,65,72,1.0
223056,65,72,1.0
227920,65,77,1.0
235856,65,70,1.0
246608,65,75,1.0
232785,65,69,1.0
240465,65,75,1.0
246098,65,71,1.0
189010,65,65,1.0
203347,65,65,1.0
204883,65,69,1.0
214099,65,71,1.0
225363,65,71,1.0
233043,65,65,1.0
193875,65,65,1.0
210772,65,70,1.0
148564,65,65,2.0
240212,65,68,1.0
181844,65,65,1.0
189780,65,65,1.0
208983,65,65,1.0
235095,65,72,1.0
