ID,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
243732,65.0,62.0,49.0,65.0,59.0,67.0,55.0,42.0,60.0,65.0,84.0,86.0,78.0,55.0,71.0,66.0,51.0,63.0,66.0,55.0,49.0,33.0,60.0,58.0,47.0,59.0,28.0,29.0,26.0
243988,71.0,30.0,53.0,63.0,31.0,67.0,64.0,68.0,36.0,64.0,70.0,72.0,64.0,63.0,69.0,40.0,60.0,73.0,46.0,32.0,62.0,61.0,62.0,48.0,45.0,55.0,60.0,62.0,64.0
200981,58.0,63.0,58.0,63.0,63.0,62.0,50.0,39.0,50.0,65.0,80.0,89.0,73.0,66.0,57.0,63.0,73.0,69.0,67.0,58.0,49.0,30.0,68.0,60.0,53.0,62.0,48.0,34.0,26.0
208917,61.0,27.0,59.0,61.0,25.0,62.0,55.0,34.0,60.0,64.0,85.0,82.0,82.0,65.0,73.0,28.0,64.0,71.0,66.0,25.0,68.0,62.0,61.0,58.0,34.0,65.0,58.0,60.0,62.0
211221,55.0,62.0,56.0,61.0,49.0,65.0,44.0,30.0,49.0,66.0,93.0,93.0,71.0,60.0,56.0,62.0,73.0,64.0,60.0,58.0,36.0,13.0,61.0,58.0,70.0,52.0,39.0,35.0,37.0
243733,56.0,50.0,58.0,68.0,46.0,61.0,50.0,55.0,66.0,62.0,55.0,67.0,55.0,64.0,66.0,61.0,64.0,71.0,62.0,60.0,65.0,66.0,47.0,60.0,46.0,64.0,64.0,66.0,62.0
186645,63.0,50.0,61.0,65.0,38.0,63.0,61.0,62.0,55.0,59.0,72.0,72.0,67.0,63.0,71.0,71.0,73.0,69.0,69.0,55.0,70.0,64.0,61.0,55.0,53.0,63.0,67.0,64.0,63.0
229910,60.0,50.0,39.0,74.0,52.0,68.0,58.0,40.0,68.0,74.0,66.0,67.0,66.0,60.0,44.0,60.0,34.0,50.0,71.0,58.0,58.0,52.0,62.0,62.0,48.0,64.0,63.0,56.0,52.0
234006,68.0,44.0,55.0,50.0,57.0,48.0,50.0,36.0,62.0,56.0,72.0,62.0,61.0,76.0,73.0,69.0,81.0,86.0,71.0,50.0,77.0,72.0,47.0,42.0,50.0,55.0,63.0,68.0,65.0
234518,51.0,41.0,58.0,70.0,39.0,48.0,46.0,41.0,63.0,61.0,65.0,57.0,62.0,61.0,69.0,59.0,70.0,73.0,72.0,44.0,71.0,70.0,43.0,51.0,47.0,53.0,69.0,61.0,49.0
241686,54.0,71.0,60.0,63.0,62.0,73.0,70.0,75.0,63.0,70.0,69.0,67.0,66.0,65.0,90.0,66.0,70.0,51.0,56.0,66.0,41.0,18.0,62.0,68.0,76.0,55.0,34.0,39.0,41.0
176406,63.0,64.0,48.0,67.0,59.0,64.0,56.0,67.0,64.0,60.0,81.0,86.0,86.0,65.0,88.0,67.0,83.0,90.0,62.0,66.0,67.0,64.0,60.0,66.0,65.0,65.0,57.0,41.0,41.0
193302,12.0,13.0,11.0,26.0,12.0,14.0,11.0,12.0,24.0,25.0,59.0,61.0,52.0,65.0,43.0,18.0,51.0,42.0,67.0,13.0,38.0,20.0,13.0,24.0,15.0,53.0,12.0,11.0,11.0
223255,63.0,27.0,41.0,57.0,32.0,61.0,61.0,62.0,51.0,58.0,76.0,76.0,68.0,61.0,75.0,61.0,64.0,79.0,60.0,48.0,62.0,65.0,44.0,49.0,43.0,52.0,59.0,68.0,65.0
163351,65.0,64.0,74.0,55.0,54.0,60.0,53.0,42.0,52.0,62.0,70.0,62.0,76.0,66.0,72.0,68.0,90.0,53.0,70.0,66.0,64.0,33.0,64.0,57.0,61.0,60.0,32.0,44.0,35.0
243991,66.0,60.0,32.0,63.0,54.0,67.0,62.0,50.0,60.0,65.0,79.0,81.0,66.0,61.0,60.0,61.0,64.0,62.0,39.0,60.0,53.0,24.0,63.0,50.0,50.0,58.0,18.0,25.0,15.0
180759,54.0,62.0,64.0,67.0,65.0,62.0,55.0,60.0,64.0,69.0,55.0,54.0,68.0,56.0,61.0,64.0,74.0,57.0,70.0,55.0,70.0,61.0,58.0,65.0,54.0,60.0,63.0,65.0,63.0
213528,62.0,41.0,62.0,60.0,24.0,58.0,30.0,21.0,54.0,61.0,72.0,70.0,66.0,65.0,67.0,48.0,74.0,73.0,69.0,33.0,42.0,65.0,49.0,33.0,38.0,66.0,68.0,69.0,67.0
229912,63.0,30.0,62.0,64.0,29.0,65.0,47.0,28.0,60.0,63.0,77.0,80.0,71.0,58.0,69.0,52.0,65.0,78.0,79.0,33.0,68.0,62.0,53.0,59.0,32.0,60.0,60.0,64.0,63.0
239384,71.0,65.0,45.0,66.0,49.0,72.0,62.0,66.0,52.0,67.0,71.0,67.0,66.0,55.0,74.0,58.0,35.0,65.0,54.0,48.0,31.0,37.0,57.0,58.0,49.0,53.0,56.0,28.0,17.0
192792,20.0,12.0,9.0,25.0,12.0,14.0,26.0,13.0,23.0,22.0,32.0,35.0,38.0,66.0,36.0,31.0,58.0,22.0,49.0,15.0,41.0,29.0,13.0,40.0,32.0,42.0,14.0,11.0,14.0
210713,59.0,44.0,56.0,67.0,48.0,60.0,46.0,44.0,65.0,64.0,81.0,79.0,71.0,62.0,63.0,42.0,57.0,79.0,57.0,46.0,65.0,60.0,52.0,56.0,51.0,60.0,64.0,60.0,61.0
220185,61.0,60.0,38.0,59.0,41.0,66.0,55.0,44.0,52.0,65.0,92.0,91.0,75.0,59.0,74.0,62.0,58.0,65.0,59.0,51.0,44.0,24.0,60.0,58.0,58.0,55.0,29.0,29.0,31.0
178713,61.0,62.0,65.0,66.0,58.0,65.0,54.0,50.0,64.0,66.0,64.0,60.0,57.0,64.0,66.0,67.0,76.0,66.0,79.0,61.0,76.0,65.0,65.0,67.0,71.0,63.0,45.0,65.0,56.0
188185,62.0,47.0,41.0,67.0,48.0,71.0,62.0,46.0,55.0,67.0,84.0,86.0,76.0,55.0,74.0,56.0,35.0,54.0,56.0,53.0,52.0,23.0,58.0,68.0,57.0,64.0,24.0,31.0,37.0
190489,54.0,61.0,42.0,55.0,53.0,70.0,49.0,46.0,49.0,63.0,90.0,92.0,78.0,63.0,79.0,63.0,72.0,78.0,60.0,59.0,48.0,38.0,68.0,50.0,51.0,62.0,62.0,35.0,32.0
229658,61.0,66.0,55.0,63.0,42.0,69.0,39.0,33.0,43.0,64.0,76.0,80.0,74.0,58.0,78.0,55.0,74.0,79.0,63.0,58.0,40.0,17.0,62.0,63.0,55.0,52.0,51.0,12.0,18.0
200475,49.0,35.0,68.0,58.0,45.0,49.0,29.0,57.0,62.0,58.0,51.0,54.0,54.0,58.0,43.0,71.0,39.0,65.0,87.0,45.0,63.0,59.0,31.0,30.0,36.0,69.0,62.0,71.0,67.0
169243,70.0,49.0,54.0,65.0,52.0,63.0,65.0,60.0,65.0,68.0,56.0,61.0,62.0,63.0,69.0,68.0,57.0,73.0,73.0,53.0,61.0,66.0,60.0,64.0,51.0,68.0,58.0,66.0,65.0
197148,60.0,61.0,52.0,64.0,57.0,65.0,46.0,41.0,59.0,64.0,69.0,72.0,74.0,64.0,75.0,71.0,72.0,82.0,65.0,65.0,66.0,56.0,64.0,64.0,49.0,63.0,46.0,45.0,49.0
202524,41.0,57.0,71.0,65.0,41.0,51.0,50.0,57.0,61.0,62.0,58.0,62.0,60.0,67.0,50.0,70.0,65.0,69.0,77.0,68.0,67.0,62.0,59.0,61.0,49.0,60.0,65.0,67.0,62.0
221468,20.0,14.0,20.0,38.0,20.0,14.0,19.0,17.0,44.0,25.0,45.0,45.0,38.0,59.0,46.0,20.0,57.0,25.0,73.0,20.0,24.0,19.0,18.0,17.0,25.0,63.0,26.0,20.0,18.0
227612,65.0,57.0,48.0,66.0,44.0,66.0,64.0,40.0,67.0,67.0,64.0,65.0,63.0,62.0,61.0,68.0,53.0,61.0,75.0,65.0,44.0,59.0,68.0,62.0,44.0,56.0,49.0,65.0,62.0
227868,62.0,55.0,40.0,64.0,48.0,68.0,63.0,43.0,60.0,65.0,78.0,79.0,77.0,57.0,70.0,62.0,75.0,68.0,58.0,40.0,39.0,36.0,63.0,60.0,52.0,55.0,21.0,24.0,32.0
233500,53.0,60.0,59.0,65.0,58.0,66.0,58.0,37.0,58.0,64.0,82.0,80.0,90.0,61.0,76.0,64.0,83.0,78.0,35.0,58.0,58.0,14.0,65.0,66.0,55.0,69.0,52.0,32.0,35.0
235548,62.0,35.0,62.0,64.0,25.0,62.0,50.0,31.0,59.0,60.0,72.0,75.0,62.0,61.0,64.0,40.0,73.0,72.0,63.0,40.0,50.0,63.0,50.0,50.0,40.0,59.0,64.0,66.0,64.0
236572,59.0,36.0,53.0,64.0,28.0,69.0,41.0,38.0,52.0,68.0,85.0,83.0,84.0,64.0,71.0,45.0,74.0,66.0,53.0,33.0,62.0,55.0,52.0,52.0,42.0,63.0,68.0,65.0,60.0
189724,51.0,21.0,73.0,56.0,14.0,36.0,33.0,52.0,52.0,56.0,49.0,51.0,37.0,59.0,38.0,32.0,68.0,67.0,77.0,33.0,66.0,68.0,51.0,40.0,61.0,61.0,58.0,64.0,64.0
195356,18.0,14.0,13.0,18.0,15.0,15.0,15.0,15.0,25.0,19.0,30.0,33.0,38.0,53.0,39.0,20.0,58.0,28.0,65.0,14.0,30.0,13.0,12.0,33.0,18.0,50.0,20.0,13.0,12.0
143133,32.0,27.0,67.0,48.0,50.0,34.0,32.0,41.0,48.0,50.0,34.0,34.0,33.0,64.0,44.0,54.0,35.0,34.0,85.0,43.0,72.0,68.0,29.0,31.0,40.0,48.0,65.0,64.0,63.0
231197,65.0,62.0,45.0,63.0,64.0,64.0,63.0,65.0,67.0,61.0,75.0,67.0,66.0,65.0,67.0,80.0,55.0,75.0,72.0,68.0,70.0,28.0,65.0,66.0,56.0,64.0,38.0,30.0,30.0
231965,58.0,67.0,45.0,59.0,63.0,76.0,64.0,33.0,40.0,70.0,70.0,74.0,74.0,59.0,74.0,67.0,56.0,43.0,49.0,59.0,29.0,17.0,55.0,57.0,65.0,56.0,59.0,21.0,20.0
238877,59.0,48.0,59.0,57.0,44.0,63.0,50.0,39.0,48.0,65.0,72.0,72.0,73.0,65.0,81.0,49.0,67.0,75.0,66.0,41.0,68.0,66.0,51.0,56.0,44.0,58.0,64.0,61.0,63.0
244509,63.0,65.0,60.0,66.0,55.0,69.0,46.0,43.0,60.0,64.0,79.0,83.0,69.0,58.0,72.0,57.0,73.0,60.0,60.0,58.0,34.0,13.0,60.0,54.0,63.0,55.0,42.0,40.0,22.0
195357,18.0,10.0,12.0,29.0,11.0,9.0,12.0,15.0,23.0,18.0,39.0,45.0,27.0,66.0,21.0,16.0,62.0,35.0,82.0,10.0,39.0,24.0,15.0,21.0,18.0,38.0,11.0,17.0,14.0
211742,70.0,46.0,57.0,67.0,51.0,64.0,75.0,71.0,70.0,64.0,73.0,74.0,71.0,62.0,73.0,73.0,71.0,70.0,61.0,57.0,69.0,52.0,60.0,67.0,54.0,59.0,43.0,51.0,53.0
231966,58.0,32.0,59.0,63.0,48.0,60.0,45.0,36.0,57.0,63.0,75.0,85.0,70.0,60.0,66.0,40.0,78.0,77.0,72.0,35.0,65.0,64.0,44.0,58.0,46.0,60.0,57.0,64.0,65.0
245022,39.0,29.0,66.0,51.0,37.0,44.0,30.0,27.0,46.0,49.0,63.0,68.0,57.0,65.0,50.0,62.0,65.0,63.0,67.0,31.0,67.0,67.0,35.0,39.0,41.0,58.0,64.0,68.0,64.0
144415,53.0,62.0,57.0,66.0,56.0,64.0,48.0,52.0,60.0,64.0,52.0,54.0,53.0,67.0,52.0,69.0,70.0,49.0,74.0,67.0,88.0,66.0,48.0,53.0,52.0,69.0,65.0,68.0,67.0
239135,60.0,59.0,55.0,69.0,50.0,64.0,61.0,66.0,65.0,68.0,62.0,63.0,68.0,64.0,66.0,61.0,63.0,65.0,69.0,62.0,56.0,62.0,55.0,67.0,57.0,65.0,56.0,57.0,56.0
245023,61.0,67.0,55.0,62.0,58.0,71.0,60.0,57.0,55.0,72.0,66.0,68.0,61.0,59.0,53.0,60.0,55.0,53.0,64.0,69.0,41.0,31.0,59.0,65.0,60.0,60.0,35.0,31.0,29.0
213536,19.0,17.0,14.0,28.0,19.0,15.0,16.0,14.0,22.0,19.0,39.0,39.0,46.0,61.0,35.0,23.0,53.0,34.0,69.0,14.0,34.0,17.0,7.0,44.0,23.0,39.0,10.0,17.0,17.0
229152,63.0,56.0,36.0,69.0,48.0,73.0,62.0,58.0,56.0,68.0,79.0,73.0,75.0,56.0,79.0,40.0,50.0,61.0,49.0,45.0,40.0,39.0,54.0,68.0,45.0,64.0,40.0,42.0,45.0
170784,62.0,62.0,48.0,66.0,54.0,63.0,60.0,66.0,64.0,69.0,62.0,65.0,64.0,57.0,63.0,62.0,54.0,65.0,58.0,65.0,59.0,41.0,66.0,71.0,55.0,58.0,35.0,38.0,39.0
207905,63.0,63.0,53.0,60.0,59.0,68.0,55.0,56.0,59.0,66.0,81.0,82.0,93.0,60.0,78.0,56.0,86.0,49.0,61.0,66.0,43.0,41.0,62.0,62.0,51.0,61.0,42.0,38.0,41.0
208929,64.0,37.0,45.0,63.0,50.0,67.0,53.0,35.0,63.0,66.0,73.0,74.0,73.0,65.0,63.0,55.0,43.0,90.0,76.0,58.0,73.0,62.0,60.0,59.0,40.0,65.0,57.0,65.0,61.0
221985,23.0,15.0,70.0,57.0,15.0,28.0,12.0,21.0,46.0,34.0,53.0,52.0,53.0,59.0,48.0,29.0,72.0,69.0,85.0,13.0,61.0,64.0,17.0,14.0,19.0,59.0,55.0,70.0,68.0
223009,39.0,25.0,64.0,49.0,20.0,40.0,26.0,25.0,38.0,46.0,61.0,71.0,57.0,59.0,66.0,39.0,72.0,59.0,85.0,28.0,57.0,65.0,20.0,36.0,28.0,59.0,67.0,66.0,64.0
230177,7.0,8.0,6.0,19.0,13.0,16.0,8.0,13.0,23.0,17.0,12.0,13.0,24.0,60.0,32.0,22.0,23.0,14.0,58.0,11.0,19.0,6.0,5.0,27.0,26.0,56.0,16.0,7.0,13.0
189217,64.0,56.0,42.0,64.0,53.0,65.0,41.0,43.0,53.0,64.0,83.0,89.0,88.0,56.0,75.0,62.0,81.0,75.0,69.0,58.0,57.0,24.0,60.0,62.0,51.0,55.0,48.0,30.0,36.0
221986,60.0,31.0,61.0,64.0,32.0,66.0,64.0,56.0,60.0,62.0,64.0,63.0,60.0,63.0,58.0,59.0,67.0,52.0,70.0,36.0,62.0,69.0,48.0,45.0,64.0,67.0,65.0,64.0,67.0
229154,62.0,62.0,65.0,63.0,62.0,66.0,59.0,49.0,51.0,67.0,67.0,77.0,67.0,63.0,67.0,68.0,77.0,58.0,67.0,55.0,39.0,32.0,63.0,60.0,55.0,63.0,25.0,28.0,21.0
172322,65.0,43.0,56.0,65.0,53.0,63.0,66.0,64.0,63.0,65.0,68.0,65.0,70.0,65.0,73.0,70.0,69.0,55.0,63.0,63.0,73.0,68.0,66.0,66.0,56.0,71.0,69.0,67.0,68.0
238114,60.0,39.0,66.0,57.0,39.0,51.0,44.0,44.0,55.0,59.0,69.0,69.0,65.0,58.0,68.0,59.0,71.0,65.0,66.0,48.0,67.0,68.0,45.0,52.0,47.0,56.0,67.0,67.0,68.0
242722,27.0,24.0,61.0,47.0,26.0,27.0,29.0,21.0,55.0,45.0,61.0,67.0,58.0,64.0,66.0,31.0,74.0,65.0,71.0,19.0,72.0,63.0,28.0,33.0,31.0,46.0,68.0,67.0,68.0
177442,50.0,36.0,62.0,66.0,53.0,52.0,59.0,58.0,65.0,62.0,33.0,38.0,43.0,65.0,49.0,70.0,54.0,70.0,78.0,60.0,83.0,63.0,60.0,62.0,47.0,68.0,63.0,65.0,54.0
201251,30.0,66.0,69.0,40.0,54.0,62.0,53.0,43.0,32.0,63.0,62.0,67.0,45.0,66.0,38.0,70.0,42.0,67.0,88.0,68.0,65.0,28.0,62.0,53.0,39.0,57.0,38.0,23.0,22.0
221475,46.0,53.0,65.0,67.0,53.0,59.0,58.0,60.0,64.0,64.0,62.0,59.0,69.0,64.0,64.0,70.0,32.0,77.0,80.0,60.0,83.0,69.0,57.0,68.0,53.0,55.0,68.0,68.0,65.0
223779,40.0,56.0,49.0,66.0,58.0,61.0,58.0,42.0,63.0,66.0,70.0,65.0,64.0,68.0,64.0,66.0,39.0,81.0,65.0,62.0,82.0,59.0,58.0,58.0,48.0,62.0,61.0,66.0,60.0
229923,56.0,65.0,55.0,63.0,61.0,73.0,57.0,39.0,47.0,70.0,77.0,78.0,78.0,59.0,71.0,55.0,67.0,61.0,52.0,62.0,39.0,19.0,63.0,53.0,57.0,54.0,36.0,23.0,22.0
234787,59.0,56.0,48.0,64.0,57.0,71.0,48.0,42.0,55.0,71.0,83.0,80.0,83.0,56.0,86.0,70.0,61.0,54.0,63.0,55.0,39.0,21.0,62.0,54.0,50.0,50.0,28.0,29.0,35.0
245283,63.0,69.0,41.0,63.0,53.0,78.0,49.0,43.0,54.0,67.0,73.0,72.0,64.0,51.0,90.0,55.0,41.0,45.0,37.0,45.0,30.0,18.0,61.0,63.0,66.0,55.0,25.0,33.0,34.0
202532,60.0,55.0,45.0,70.0,59.0,65.0,65.0,63.0,68.0,68.0,62.0,66.0,75.0,58.0,68.0,56.0,72.0,77.0,68.0,57.0,64.0,51.0,54.0,69.0,56.0,65.0,42.0,65.0,62.0
202788,51.0,66.0,64.0,59.0,53.0,63.0,62.0,44.0,50.0,66.0,71.0,71.0,71.0,64.0,64.0,66.0,72.0,58.0,61.0,59.0,55.0,31.0,67.0,55.0,64.0,62.0,47.0,21.0,19.0
214308,52.0,61.0,53.0,66.0,32.0,72.0,50.0,59.0,62.0,71.0,68.0,68.0,74.0,57.0,72.0,70.0,70.0,72.0,70.0,66.0,47.0,42.0,56.0,64.0,53.0,57.0,39.0,36.0,43.0
185380,64.0,38.0,55.0,62.0,46.0,63.0,51.0,43.0,59.0,64.0,73.0,77.0,75.0,62.0,84.0,62.0,80.0,80.0,59.0,49.0,67.0,60.0,61.0,58.0,41.0,57.0,62.0,64.0,61.0
210213,56.0,63.0,35.0,60.0,59.0,69.0,52.0,40.0,51.0,70.0,84.0,85.0,76.0,58.0,82.0,62.0,58.0,64.0,55.0,62.0,71.0,33.0,63.0,56.0,62.0,60.0,42.0,35.0,23.0
163621,13.0,13.0,14.0,12.0,13.0,12.0,13.0,13.0,15.0,18.0,34.0,46.0,53.0,66.0,41.0,11.0,63.0,31.0,67.0,12.0,34.0,17.0,9.0,33.0,14.0,47.0,13.0,12.0,11.0
231973,61.0,39.0,58.0,69.0,49.0,65.0,60.0,66.0,58.0,63.0,72.0,77.0,67.0,55.0,63.0,63.0,69.0,74.0,68.0,54.0,70.0,65.0,59.0,51.0,61.0,57.0,65.0,66.0,62.0
239397,53.0,60.0,42.0,59.0,52.0,72.0,45.0,37.0,50.0,61.0,93.0,93.0,86.0,60.0,84.0,62.0,82.0,73.0,54.0,50.0,69.0,33.0,59.0,58.0,54.0,60.0,31.0,39.0,31.0
210726,48.0,65.0,68.0,61.0,33.0,62.0,32.0,30.0,36.0,61.0,75.0,74.0,76.0,57.0,78.0,68.0,66.0,73.0,77.0,51.0,74.0,12.0,69.0,51.0,62.0,64.0,32.0,19.0,20.0
233254,52.0,60.0,62.0,65.0,65.0,62.0,62.0,62.0,54.0,65.0,62.0,65.0,74.0,67.0,72.0,68.0,72.0,66.0,65.0,59.0,66.0,21.0,72.0,60.0,68.0,65.0,24.0,31.0,26.0
234534,44.0,41.0,27.0,71.0,48.0,65.0,47.0,50.0,66.0,66.0,65.0,61.0,82.0,56.0,80.0,74.0,31.0,90.0,43.0,70.0,61.0,54.0,64.0,58.0,51.0,58.0,56.0,65.0,59.0
182822,41.0,32.0,66.0,61.0,20.0,38.0,40.0,29.0,60.0,63.0,47.0,31.0,60.0,65.0,58.0,21.0,75.0,30.0,81.0,40.0,71.0,62.0,29.0,45.0,31.0,57.0,63.0,65.0,55.0
213543,34.0,31.0,68.0,59.0,35.0,43.0,34.0,34.0,50.0,54.0,65.0,55.0,58.0,53.0,61.0,50.0,75.0,70.0,77.0,33.0,61.0,61.0,34.0,50.0,36.0,65.0,67.0,68.0,64.0
190247,65.0,36.0,65.0,63.0,45.0,60.0,35.0,39.0,65.0,57.0,63.0,64.0,76.0,71.0,76.0,59.0,80.0,69.0,76.0,43.0,62.0,67.0,48.0,52.0,36.0,71.0,65.0,64.0,64.0
198952,56.0,53.0,62.0,66.0,55.0,59.0,57.0,59.0,65.0,69.0,61.0,65.0,71.0,60.0,61.0,64.0,55.0,84.0,75.0,67.0,65.0,61.0,57.0,64.0,57.0,67.0,61.0,63.0,62.0
208424,59.0,45.0,39.0,69.0,42.0,63.0,50.0,55.0,66.0,66.0,73.0,71.0,78.0,64.0,80.0,70.0,56.0,76.0,52.0,66.0,66.0,50.0,69.0,70.0,61.0,59.0,42.0,50.0,35.0
229416,62.0,38.0,60.0,58.0,37.0,50.0,67.0,63.0,59.0,55.0,71.0,68.0,68.0,58.0,64.0,72.0,69.0,89.0,73.0,37.0,66.0,61.0,44.0,45.0,46.0,71.0,65.0,66.0,64.0
169000,62.0,53.0,44.0,70.0,55.0,63.0,54.0,55.0,63.0,66.0,65.0,52.0,65.0,70.0,63.0,62.0,72.0,37.0,64.0,58.0,84.0,57.0,68.0,71.0,62.0,71.0,57.0,64.0,61.0
242216,53.0,52.0,48.0,67.0,63.0,70.0,72.0,46.0,63.0,71.0,69.0,67.0,69.0,68.0,79.0,74.0,59.0,71.0,51.0,61.0,58.0,47.0,62.0,61.0,57.0,66.0,40.0,59.0,53.0
189224,41.0,68.0,59.0,57.0,70.0,66.0,64.0,52.0,58.0,64.0,68.0,69.0,63.0,62.0,53.0,60.0,52.0,62.0,76.0,55.0,73.0,23.0,67.0,57.0,59.0,53.0,34.0,33.0,34.0
189736,67.0,53.0,58.0,68.0,66.0,69.0,73.0,66.0,62.0,70.0,84.0,84.0,75.0,63.0,68.0,68.0,51.0,83.0,69.0,70.0,74.0,56.0,67.0,61.0,68.0,64.0,58.0,52.0,52.0
205609,33.0,33.0,67.0,65.0,36.0,61.0,37.0,52.0,66.0,64.0,65.0,67.0,61.0,63.0,60.0,68.0,65.0,80.0,73.0,51.0,71.0,62.0,56.0,58.0,53.0,65.0,64.0,64.0,63.0
210217,30.0,41.0,62.0,65.0,50.0,53.0,34.0,26.0,61.0,53.0,57.0,61.0,46.0,61.0,61.0,49.0,44.0,71.0,73.0,54.0,69.0,67.0,52.0,64.0,36.0,61.0,67.0,68.0,66.0
213801,49.0,55.0,42.0,66.0,49.0,71.0,61.0,55.0,63.0,70.0,73.0,72.0,76.0,61.0,84.0,70.0,64.0,33.0,41.0,60.0,55.0,58.0,58.0,64.0,58.0,56.0,40.0,55.0,49.0
219689,34.0,58.0,43.0,63.0,38.0,69.0,39.0,51.0,62.0,71.0,72.0,73.0,82.0,60.0,78.0,62.0,63.0,70.0,54.0,65.0,50.0,43.0,61.0,57.0,35.0,50.0,38.0,41.0,47.0
221482,49.0,23.0,62.0,62.0,27.0,55.0,38.0,25.0,59.0,60.0,68.0,67.0,58.0,60.0,70.0,57.0,64.0,69.0,71.0,41.0,61.0,66.0,51.0,55.0,33.0,53.0,63.0,69.0,66.0
157482,62.0,64.0,63.0,63.0,58.0,65.0,60.0,42.0,51.0,62.0,69.0,66.0,69.0,69.0,75.0,67.0,73.0,83.0,70.0,63.0,78.0,49.0,66.0,62.0,71.0,63.0,46.0,53.0,49.0
237098,54.0,53.0,45.0,68.0,42.0,65.0,58.0,52.0,62.0,70.0,66.0,83.0,76.0,64.0,55.0,63.0,73.0,69.0,57.0,63.0,57.0,40.0,64.0,65.0,47.0,58.0,57.0,39.0,38.0
230187,70.0,51.0,61.0,65.0,48.0,45.0,48.0,62.0,62.0,73.0,64.0,66.0,52.0,60.0,71.0,61.0,64.0,63.0,58.0,60.0,79.0,53.0,52.0,47.0,65.0,59.0,70.0,60.0,72.0
240683,63.0,54.0,59.0,70.0,48.0,68.0,51.0,44.0,65.0,69.0,73.0,73.0,70.0,62.0,63.0,63.0,82.0,72.0,65.0,52.0,68.0,72.0,58.0,64.0,51.0,66.0,61.0,52.0,44.0
245035,49.0,56.0,60.0,68.0,39.0,60.0,59.0,51.0,64.0,62.0,76.0,71.0,76.0,65.0,69.0,63.0,56.0,62.0,62.0,58.0,69.0,62.0,43.0,61.0,54.0,60.0,65.0,68.0,66.0
239660,43.0,63.0,50.0,66.0,45.0,65.0,30.0,47.0,60.0,68.0,71.0,67.0,62.0,64.0,67.0,68.0,76.0,78.0,78.0,65.0,63.0,64.0,62.0,62.0,35.0,58.0,58.0,57.0,47.0
183596,11.0,10.0,13.0,23.0,10.0,19.0,10.0,12.0,22.0,22.0,36.0,40.0,41.0,63.0,53.0,23.0,62.0,24.0,69.0,12.0,29.0,13.0,15.0,46.0,22.0,38.0,8.0,15.0,10.0
193580,65.0,31.0,67.0,62.0,58.0,64.0,66.0,60.0,57.0,64.0,67.0,67.0,65.0,65.0,62.0,71.0,68.0,64.0,68.0,66.0,79.0,65.0,58.0,60.0,45.0,63.0,66.0,66.0,61.0
203309,57.0,61.0,44.0,62.0,55.0,67.0,66.0,33.0,50.0,66.0,85.0,85.0,78.0,64.0,71.0,60.0,59.0,65.0,73.0,59.0,44.0,31.0,64.0,62.0,59.0,58.0,38.0,29.0,33.0
210477,66.0,56.0,50.0,61.0,37.0,67.0,65.0,61.0,53.0,65.0,84.0,84.0,82.0,63.0,85.0,67.0,73.0,62.0,57.0,49.0,52.0,33.0,66.0,64.0,38.0,62.0,52.0,32.0,26.0
220205,62.0,46.0,54.0,63.0,35.0,60.0,36.0,30.0,62.0,63.0,78.0,76.0,73.0,64.0,70.0,52.0,60.0,75.0,54.0,52.0,69.0,60.0,57.0,53.0,42.0,62.0,62.0,63.0,66.0
229677,48.0,38.0,48.0,64.0,39.0,59.0,41.0,42.0,56.0,60.0,59.0,65.0,61.0,57.0,63.0,71.0,65.0,76.0,80.0,52.0,80.0,61.0,59.0,56.0,49.0,60.0,61.0,74.0,65.0
238637,60.0,58.0,45.0,68.0,42.0,68.0,40.0,56.0,65.0,62.0,76.0,76.0,76.0,62.0,77.0,63.0,66.0,74.0,61.0,50.0,56.0,49.0,65.0,64.0,49.0,59.0,44.0,57.0,55.0
239917,68.0,29.0,53.0,61.0,33.0,64.0,52.0,34.0,43.0,65.0,69.0,75.0,67.0,62.0,70.0,58.0,68.0,68.0,50.0,36.0,57.0,66.0,56.0,49.0,43.0,55.0,65.0,64.0,62.0
240685,46.0,46.0,55.0,68.0,41.0,65.0,50.0,44.0,67.0,68.0,69.0,57.0,59.0,63.0,67.0,60.0,56.0,65.0,63.0,44.0,61.0,66.0,64.0,64.0,46.0,58.0,63.0,63.0,58.0
178221,57.0,37.0,66.0,62.0,19.0,55.0,48.0,49.0,58.0,55.0,62.0,64.0,58.0,64.0,60.0,62.0,80.0,64.0,74.0,57.0,68.0,63.0,43.0,54.0,59.0,60.0,63.0,64.0,64.0
208174,60.0,29.0,57.0,72.0,32.0,64.0,33.0,39.0,68.0,67.0,63.0,52.0,69.0,64.0,74.0,53.0,55.0,73.0,48.0,43.0,73.0,66.0,62.0,57.0,43.0,67.0,62.0,68.0,64.0
210990,57.0,68.0,58.0,61.0,59.0,67.0,58.0,40.0,51.0,66.0,67.0,69.0,69.0,60.0,66.0,67.0,82.0,73.0,73.0,71.0,41.0,15.0,65.0,58.0,67.0,55.0,54.0,19.0,19.0
