ID,Name,Age,Nationality,Height,Weight,Body Type,Skill Moves,Preferred Foot,Position
241831,M. Hildebrandt,29,United States,6'1,190lbs,Normal,1.0,Right,GK
180903,J. O'Shea,29,Republic of Ireland,6'0,154lbs,Lean,3.0,Right,RCM
243624,J. Thomassen,25,Netherlands,6'2,172lbs,Normal,2.0,Right,ST
186536,B. Shea,28,United States,6'3,190lbs,Normal,3.0,Left,LM
202921,J. Gleeson,28,New Zealand,6'3,201lbs,Normal,1.0,Right,GK
205225,M. Akça,27,Turkey,6'0,165lbs,Normal,2.0,Right,CB
214185,S. Romero,29,Colombia,5'8,154lbs,Normal,3.0,Right,ST
236457,D. Giannoulis,22,Greece,5'10,143lbs,Lean,2.0,Left,LB
163754,D. Mirfin,33,England,6'2,207lbs,Stocky,2.0,Right,CB
234154,C. Martinez,21,Panama,5'7,174lbs,Normal,2.0,Right,RM
182442,M. Nichols,29,Australia,5'11,165lbs,Normal,3.0,Right,CAM
187818,A. Borysiuk,26,Poland,5'11,154lbs,Normal,2.0,Right,CDM
215211,B. Cargill,22,England,6'2,192lbs,Normal,2.0,Left,LCB
237739,R. Shindo,22,Japan,6'0,163lbs,Lean,2.0,Right,RCB
243627,Y. Adli,17,France,6'1,172lbs,Lean,3.0,Right,CM
200876,G. Gigliotti,28,France,5'11,159lbs,Normal,2.0,Left,LCB
208812,M. Benning,24,England,5'10,170lbs,Normal,4.0,Left,LWB
234668,F. Ananou,20,Germany,6'0,172lbs,Normal,2.0,Right,RB
200877,M. Scavone,31,Italy,6'2,163lbs,Lean,3.0,Left,LCM
237997,U. Antuna,20,Mexico,5'9,130lbs,Lean,3.0,Right,RM
230574,G. Carpani,24,Italy,6'0,183lbs,Lean,3.0,Right,CM
208303,Bae Seul Gi,33,Korea Republic,6'0,174lbs,Normal,2.0,Right,CB
216751,D. Bejarano,26,Bolivia,5'9,154lbs,Normal,2.0,Right,
155567,P. Nymann,35,Denmark,5'10,165lbs,Normal,2.0,Right,RM
222639,R. Ramírez,21,Argentina,6'2,161lbs,Normal,1.0,Right,GK
224175,M. de Fockert,23,Netherlands,6'2,161lbs,Normal,1.0,Right,GK
199088,Wang Gang,29,China PR,6'2,179lbs,Normal,3.0,Right,RB
236464,J. Ngoy,20,Belgium,6'1,172lbs,Stocky,2.0,Right,RM
184753,S. Madden,30,Republic of Ireland,5'10,170lbs,Normal,2.0,Right,RB
225202,Carlos Nieto,22,Spain,5'10,163lbs,Lean,2.0,Left,CB
232626,Oh Jae Suk,28,Korea Republic,5'10,163lbs,Normal,2.0,Right,RB
237490,P. Sontheimer,19,Germany,5'6,143lbs,Normal,3.0,Right,CM
240050,S. Karamoko,25,France,5'7,143lbs,Normal,2.0,Right,RB
244402,H. El Mokeddem,19,France,5'7,143lbs,Lean,3.0,Left,RW
205491,J. Espericueta,23,Mexico,5'10,170lbs,Lean,3.0,Left,CM
213171,Ka Sol Heon,27,Korea Republic,6'4,190lbs,Normal,2.0,Right,CB
236467,F. Götze,20,Germany,6'1,172lbs,Lean,3.0,Right,CB
239795,C. Ekuban,24,Italy,5'11,176lbs,Normal,3.0,Right,ST
193715,A. Tahar,28,Algeria,5'9,154lbs,Lean,2.0,Right,CDM
213428,C. Irwin,29,United States,6'3,194lbs,Lean,1.0,Right,GK
221620,M. Hairston,24,United States,6'0,157lbs,Lean,2.0,Right,RB
227764,J. Jones,20,England,5'10,161lbs,Lean,3.0,Left,RM
229300,S. Barry,28,United States,6'0,170lbs,Normal,3.0,Right,RB
239028,A. Koita,19,Belgium,5'8,161lbs,Lean,3.0,Right,LW
179636,D. Worrall,28,England,5'7,148lbs,Normal,2.0,Right,RM
214197,J. Guillermo,28,Colombia,5'9,168lbs,Stocky,2.0,Right,CDM
153269,H. Guy,33,Ivory Coast,5'7,143lbs,Normal,2.0,Right,CM
223925,A. Brunst,22,Germany,6'5,194lbs,Normal,1.0,Right,GK
232117,J. Dacosta,22,France,6'0,170lbs,Normal,2.0,Right,RB
232373,R. Moriwaki,32,Japan,5'10,165lbs,Lean,2.0,Right,CB
169909,J. Brown,29,England,5'9,150lbs,Normal,2.0,Left,LB
191157,M. Dyrestam,26,Sweden,6'2,185lbs,Normal,2.0,Right,RB
191669,Jeong Hyuk,32,Korea Republic,5'9,154lbs,Normal,2.0,Right,LCM
209334,S. Grether,26,Switzerland,5'10,165lbs,Normal,2.0,Right,RB
194998,J. Ness,27,Scotland,5'10,154lbs,Normal,2.0,Left,LCM
204727,H. Dahmani,30,Germany,5'10,172lbs,Lean,3.0,Left,LM
206263,T. Hopper,24,England,6'1,168lbs,Normal,2.0,Left,ST
238263,F. Knudsen,21,Norway,6'3,183lbs,Normal,2.0,Right,LCB
226232,J. Pohl,22,Denmark,6'0,170lbs,Normal,2.0,Right,ST
240312,I. Paro,23,Burkina Faso,6'0,174lbs,Lean,2.0,Right,RCB
243384,C. Munder,18,Cuba,5'5,126lbs,Lean,3.0,Right,LW
222393,J. Cano,35,Colombia,5'9,163lbs,Normal,2.0,Right,RB
231353,E. Iyoha,20,Germany,6'3,190lbs,Lean,3.0,Right,ST
166841,N. Adams,31,Wales,5'9,154lbs,Normal,3.0,Right,RWB
239545,J. Godínez,21,Mexico,6'0,174lbs,Normal,2.0,Right,ST
240057,C. Mandouki,26,France,5'11,161lbs,Lean,3.0,Right,RCM
242361,M. Atwa,27,Egypt,6'0,172lbs,Normal,2.0,Right,RCB
203450,J. Washausen,29,Germany,6'1,174lbs,Lean,2.0,Right,RDM
207546,Shim Dong Woon,28,Korea Republic,5'7,152lbs,Normal,3.0,Left,RCM
225722,P. Jaquez,22,Mexico,5'11,165lbs,Lean,2.0,Right,CB
232122,Everton,24,Brazil,6'1,179lbs,Normal,3.0,Right,ST
173498,L. James,30,Wales,5'10,163lbs,Normal,2.0,Right,RDM
223931,H. Matthys,22,Belgium,6'0,170lbs,Lean,2.0,Left,LCB
232379,N. Ishihara,33,Japan,5'8,137lbs,Lean,3.0,Right,ST
237499,A. Sabiri,21,Germany,6'1,176lbs,Normal,3.0,Right,LM
184763,Y. Thuram,29,France,6'2,198lbs,Normal,1.0,Right,GK
206524,J. Willis,23,England,5'11,154lbs,Normal,2.0,Right,RCB
211388,L. Ghiringhelli,26,Italy,6'0,168lbs,Normal,2.0,Right,RB
216508,F. Kath,23,Germany,6'1,172lbs,Lean,3.0,Left,LM
222396,D. Ball,22,England,6'1,165lbs,Normal,2.0,Right,RDM
238780,D. Volkmer,22,Germany,6'4,194lbs,Normal,2.0,Left,CB
183228,B. Augustyn,30,Poland,6'3,187lbs,Stocky,2.0,Right,LCB
217277,Ángel Galván,25,Spain,6'3,183lbs,Lean,1.0,Right,GK
223677,F. Jamnig,27,Austria,6'0,154lbs,Normal,2.0,Right,RM
203454,J. Reinhardt,30,Germany,6'0,165lbs,Normal,2.0,Right,RDM
224702,Liu Dianzuo,28,China PR,6'2,181lbs,Normal,1.0,Right,GK
231614,F. Reese,20,Germany,6'2,168lbs,Lean,2.0,Right,ST
237758,K. Matsubara,21,Japan,6'0,159lbs,Lean,3.0,Left,LB
238014,R. Janssen,28,Netherlands,5'10,154lbs,Normal,2.0,Left,LB
184254,J. Ayala,30,Argentina,6'0,187lbs,Normal,1.0,Left,GK
221631,M. Lundemo,24,Norway,6'2,181lbs,Normal,3.0,Right,CM
224191,A. Ciranni,22,Belgium,5'9,154lbs,Lean,3.0,Right,RB
231103,B. Konaté,22,France,5'11,146lbs,Lean,2.0,Right,CDM
236991,A. Crognale,23,United States,6'5,205lbs,Lean,2.0,Right,CB
191679,Kwak Kwang Sun,32,Korea Republic,6'2,170lbs,Normal,2.0,Left,CB
208832,F. Boyer,27,Madagascar,6'2,176lbs,Normal,2.0,Left,LB
219840,Noblejas,25,Spain,6'2,170lbs,Lean,2.0,Left,LB
157888,Q. Westberg,32,United States,6'0,161lbs,Normal,1.0,Right,GK
228544,S. Daham,22,Algeria,5'11,154lbs,Lean,3.0,Right,RCM
165568,M. Fellah,29,Norway,5'6,154lbs,Normal,4.0,Left,RM
232896,T. Miyayoshi,25,Japan,5'8,146lbs,Normal,2.0,Right,ST
235456,J. Bellegarde,20,France,5'7,146lbs,Normal,3.0,Right,CDM
240064,O. Ba,22,Senegal,6'4,185lbs,Lean,2.0,Right,LCB
203457,M. Fetsch,29,Germany,6'2,181lbs,Normal,2.0,Right,RS
224449,H. Ekstein,27,South Africa,5'9,143lbs,Lean,3.0,Right,RM
241089,C. Bayala,22,Burkina Faso,5'11,150lbs,Lean,3.0,Right,RM
209602,T. Cancellotti,26,Italy,6'1,165lbs,Normal,3.0,Right,RM
233410,Kweon Han Jin,30,Korea Republic,6'2,170lbs,Normal,2.0,Right,RCB
171970,E. Upson,28,England,5'11,161lbs,Normal,3.0,Right,CM
192450,A. Cook,27,England,6'1,159lbs,Stocky,2.0,Right,RS
210883,L. Miracoli,26,Italy,6'3,187lbs,Lean,2.0,Left,ST
223427,L. Jäger,24,Austria,6'0,163lbs,Normal,2.0,Right,CDM
237507,Park Yi-Young,24,Korea Republic,6'1,157lbs,Lean,2.0,Left,RB
199620,S. Payne,26,England,5'11,163lbs,Normal,3.0,Right,RS
233156,S. Arai,29,Japan,6'1,181lbs,Lean,1.0,Right,GK
221381,L. Tipton,25,Colombia,5'10,172lbs,Normal,2.0,Left,LB
224965,C. Doidge,25,Wales,6'1,170lbs,Lean,2.0,Right,ST
231109,A. Ndom,22,France,6'2,176lbs,Lean,3.0,Left,CDM
233157,N. Medvedev,23,Russia,6'4,176lbs,Lean,1.0,Right,GK
237765,K. Murata,29,Japan,5'7,141lbs,Normal,2.0,Right,RM
238277,D. Gazdag,22,Hungary,5'10,168lbs,Normal,3.0,Right,CM
242629,João Moutinho,20,Portugal,6'0,154lbs,Normal,2.0,Right,LB
179909,A. Annan,31,Ghana,5'9,141lbs,Lean,2.0,Right,RCM
186565,S. Wagstaff,28,England,5'10,174lbs,Normal,2.0,Right,RM
233670,A. Fukumori,25,Japan,6'0,165lbs,Normal,2.0,Left,LCB
221383,Ryu Seung Woo,24,Korea Republic,5'8,150lbs,Lean,3.0,Right,CAM
225735,D. Baumann,23,Germany,5'10,179lbs,Stocky,3.0,Right,RS
229831,O. Rodríguez,21,Mexico,5'9,161lbs,Lean,3.0,Left,LB
186823,Pedrinho,33,Portugal,5'10,161lbs,Normal,2.0,Right,RB
237256,J. Ebobisse,21,United States,6'0,174lbs,Lean,2.0,Left,ST
172232,J. Toivio,30,Finland,6'1,192lbs,Normal,2.0,Right,CB
178120,M. Bruccini,32,Italy,6'0,154lbs,Lean,3.0,Right,CM
190152,César Ortiz,29,Spain,6'0,159lbs,Normal,2.0,Right,RCB
222410,K. Veendorp,21,Netherlands,6'0,170lbs,Stocky,2.0,Right,RCB
228810,J. Amoah,23,Ghana,5'10,157lbs,Lean,4.0,Right,CM
210123,P. González,25,Mexico,5'9,154lbs,Normal,2.0,Right,CM
228299,R. Amin,22,Netherlands,5'10,165lbs,Normal,3.0,Right,CM
232907,H. Otani,33,Japan,5'9,148lbs,Normal,2.0,Right,RDM
233163,S. Kikuchi,26,Japan,5'11,165lbs,Normal,3.0,Right,RW
236747,L. González,27,Venezuela,5'7,146lbs,Normal,3.0,Right,RW
176075,M. Burch,34,United States,6'1,181lbs,Normal,2.0,Left,LB
183499,Y. Amankwah,29,Norway,6'5,207lbs,Normal,2.0,Right,RCB
189387,T. Mickel,29,Germany,6'1,185lbs,Normal,1.0,Right,GK
201932,Kim Dong Woo,30,Korea Republic,6'2,192lbs,Normal,2.0,Right,LCB
202444,S. Calvano,24,Italy,6'0,165lbs,Lean,2.0,Right,CM
222156,J. Bree,20,England,5'10,163lbs,Lean,2.0,Right,RB
244684,V. Damascan,19,Moldova,5'11,152lbs,Normal,2.0,Right,ST
125132,B. Körk,38,Turkey,6'2,161lbs,Normal,1.0,Right,GK
232909,S. Takahashi,28,Japan,5'7,150lbs,Stocky,2.0,Right,RB
243661,A. Vallci,22,Austria,6'3,181lbs,Normal,2.0,Left,LWB
214222,L. Giovini,36,Argentina,6'3,161lbs,Normal,1.0,Right,GK
216014,E. Flores,26,Chile,5'10,181lbs,Normal,2.0,Left,LB
216270,G. Honeyman,23,England,5'8,159lbs,Normal,3.0,Right,LDM
203215,A. Cairns,25,England,6'0,159lbs,Normal,1.0,Left,GK
212431,Kim Nam Chun,29,Korea Republic,6'0,172lbs,Normal,2.0,Right,CB
212687,L. Solignac,27,Argentina,6'0,172lbs,Normal,3.0,Right,RW
221647,Kim Yong Hwan,25,Korea Republic,5'9,150lbs,Lean,2.0,Right,LB
226767,N. Kuipers,25,Netherlands,6'3,205lbs,Stocky,2.0,Right,RCB
236751,A. Hopmark,26,Norway,6'4,194lbs,Normal,2.0,Right,RCB
221648,Y. Barnawi,24,Saudi Arabia,5'10,161lbs,Normal,2.0,Right,RB
209873,K. Moleko,28,South Africa,5'11,168lbs,Normal,3.0,Right,RB
216273,J. Kauko,27,Finland,6'2,187lbs,Normal,2.0,Right,LCM
223441,O. Sidibé,33,Guinea,5'10,168lbs,Stocky,2.0,Right,RCB
229073,J. Dacres-Cogley,22,England,5'9,150lbs,Lean,2.0,Right,RB
235729,D. Bates,21,Scotland,6'3,183lbs,Normal,2.0,Right,RCB
189905,M. Budziński,27,Poland,6'0,176lbs,Normal,3.0,Right,CDM
199890,N. Lavanchy,24,Switzerland,5'9,161lbs,Normal,3.0,Right,RB
214482,F. Rodríguez,32,Colombia,5'9,148lbs,Normal,2.0,Left,LB
232658,D. Doekhi,20,Netherlands,6'3,176lbs,Normal,2.0,Right,CB
233170,S. Fujita,31,Japan,5'9,154lbs,Normal,3.0,Right,RM
234706,B. Mason,20,England,5'8,154lbs,Lean,3.0,Left,LB
237522,Jorge Cuenca,18,Spain,6'2,168lbs,Normal,2.0,Left,CB
244946,I. Ramírez,23,Paraguay,5'10,154lbs,Normal,2.0,Right,CDM
122066,R. König,35,Germany,6'3,205lbs,Stocky,2.0,Left,RS
198355,S. Clark,32,United States,6'2,192lbs,Normal,1.0,Right,GK
231123,Adri Castellano,24,Spain,5'11,161lbs,Lean,2.0,Left,LB
199636,M. Guezoui,29,France,6'2,176lbs,Lean,3.0,Right,ST
208852,K. Morris,24,England,5'10,157lbs,Normal,3.0,Left,RM
213204,S. Lundholm,24,Sweden,5'11,165lbs,Lean,3.0,Left,RM
219860,G. Perea,26,Colombia,5'10,161lbs,Normal,2.0,Right,CB
232916,K. Ogawa,25,Japan,5'7,143lbs,Normal,3.0,Right,RM
244948,C. Benavídez,20,Uruguay,6'1,170lbs,Lean,2.0,Right,CDM
200917,M. Erb,28,Germany,6'0,163lbs,Lean,2.0,Right,CB
214485,J. Rodríguez,25,Colombia,5'11,154lbs,Normal,2.0,Left,LCM
223445,B. Youssouf,24,Comoros,5'9,157lbs,Normal,2.0,Right,RB
224981,Grego Sierra,25,Spain,6'1,179lbs,Lean,2.0,Left,CM
229845,J. Sabbatini,30,Uruguay,5'9,157lbs,Normal,3.0,Right,RCM
235989,N. Briasco,22,Armenia,5'10,181lbs,Normal,2.0,Right,ST
238805,F. Hansch,22,Germany,5'9,141lbs,Lean,2.0,Right,RM
204502,M. Ingram,24,England,6'3,181lbs,Normal,1.0,Left,GK
210646,A. Ibsen Rømer,24,Denmark,6'1,163lbs,Normal,2.0,Right,LCM
215766,L. Filippini,22,Italy,6'0,170lbs,Normal,2.0,Left,LB
234198,D. Dankerlui,21,Netherlands,5'8,157lbs,Normal,2.0,Right,RB
235990,Markel Areitio,21,Spain,5'11,152lbs,Normal,1.0,Right,GK
226775,J. Chapman,24,Canada,6'0,157lbs,Lean,3.0,Right,CM
235735,E. Ampadu,17,Wales,6'0,159lbs,Lean,2.0,Right,LDM
236247,H. Kane,19,England,5'10,148lbs,Normal,3.0,Right,RCM
240343,L. Fiordilino,21,Italy,5'10,150lbs,Lean,3.0,Right,CM
206040,B. Verboom,26,Belgium,5'10,163lbs,Normal,2.0,Left,LB
211928,D. Gape,23,England,5'9,154lbs,Normal,2.0,Right,LCM
221656,E. Miller,25,United States,6'0,174lbs,Lean,2.0,Right,RB
237784,Y. Maruhashi,27,Japan,5'10,161lbs,Normal,3.0,Left,LB
181976,Yang Zhi,35,China PR,6'1,174lbs,Normal,1.0,Right,GK
183768,P. Larsen,29,Norway,6'0,176lbs,Normal,2.0,Right,CM
209625,L. Verna,25,Italy,5'11,172lbs,Normal,2.0,Right,LDM
214745,F. Silva,35,Uruguay,6'0,163lbs,Lean,2.0,Right,CDM
222937,B. Close,21,England,5'9,165lbs,Normal,3.0,Right,CM
235225,Pité,23,Portugal,6'2,172lbs,Lean,3.0,Left,LB
190937,Q. Amarikwa,30,United States,5'9,179lbs,Stocky,3.0,Right,ST
171994,Marquitos,31,Spain,5'10,161lbs,Lean,3.0,Left,CM
245978,B. Tsonev,23,Bulgaria,5'7,143lbs,Normal,3.0,Right,CAM
216795,C. Long,23,England,5'11,170lbs,Normal,3.0,Right,ST
20699,K. Bakırcıoğlu,37,Sweden,5'11,170lbs,Normal,3.0,Right,CM
220123,F. Mendy,24,France,6'1,176lbs,Lean,2.0,Right,RCB
202204,K. Haraldseid,24,Norway,5'11,163lbs,Normal,2.0,Right,RB
207580,J. Blomberg,31,Sweden,5'10,141lbs,Normal,3.0,Right,LCM
214492,Y. Mena,28,Colombia,5'7,157lbs,Stocky,2.0,Left,ST
216540,W. Eskelinen,21,Sweden,6'3,185lbs,Normal,1.0,Right,GK
222172,Fan Yunlong,29,China PR,5'11,165lbs,Lean,3.0,Right,LM
232156,M. Honsak,21,Austria,6'2,172lbs,Lean,3.0,Left,LM
181468,D. Bouzanis,27,Australia,6'1,185lbs,Normal,1.0,Right,GK
196316,B. Maubleu,28,France,6'4,183lbs,Normal,1.0,Right,GK
200925,T. Rühle,27,Germany,5'10,174lbs,Normal,3.0,Right,LS
226781,K. Shelton,25,United States,6'3,185lbs,Lean,3.0,Right,ST
236509,Diego Parras,22,Spain,5'10,154lbs,Lean,2.0,Right,RB
186845,L. Di Matteo,30,Italy,5'11,163lbs,Lean,2.0,Left,LB
188381,J. Dalé,32,France,6'1,179lbs,Normal,3.0,Right,ST
200670,M. Hernandez,26,Guatemala,6'0,154lbs,Lean,2.0,Left,LB
213982,C. Mancilla,25,Colombia,6'0,159lbs,Lean,2.0,Right,RCB
222430,F. Viáfara,26,Colombia,5'6,143lbs,Normal,3.0,Right,RB
228318,H. Chapman,20,England,5'8,154lbs,Lean,3.0,Right,LW
239838,M. Antonucci,19,Italy,5'11,154lbs,Lean,3.0,Right,LW
193246,L. Neagle,31,United States,5'11,165lbs,Normal,3.0,Right,LM
225759,B. Kamau,23,Australia,5'9,148lbs,Lean,3.0,Right,RW
232671,L. Putaro,21,Germany,6'2,170lbs,Lean,3.0,Left,RW
241887,C. Giousis,19,Greece,5'9,146lbs,Normal,3.0,Left,CAM
178143,E. Birniçan,29,Turkey,6'2,196lbs,Normal,1.0,Right,GK
244703,I. Akdağ,26,Turkey,5'10,165lbs,Normal,2.0,Right,RDM
202464,J. Clark,24,England,6'0,161lbs,Normal,3.0,Right,RM
216288,S. Mrowca,24,Poland,5'10,174lbs,Stocky,2.0,Right,CDM
230624,U. Nayir,25,Turkey,6'3,165lbs,Normal,2.0,Right,ST
217313,J. Caenepeel,21,Belgium,5'9,152lbs,Lean,3.0,Right,RM
220385,Iván Márquez,24,Spain,6'3,176lbs,Normal,2.0,Right,CB
226785,N. Besler,25,United States,6'1,165lbs,Lean,2.0,Right,CB
236258,N. Loyola,23,Peru,5'9,141lbs,Lean,2.0,Left,LB
237538,F. Rogic,25,Sweden,5'11,170lbs,Normal,2.0,Right,LW
238562,P. Hoffmann,26,Germany,6'1,168lbs,Lean,3.0,Right,RM
213987,E. Córdoba,24,Colombia,5'9,159lbs,Normal,2.0,Right,RB
222435,Zhao Yuhao,25,China PR,5'11,174lbs,Normal,2.0,Right,CDM
236515,Álvaro,20,Spain,6'2,165lbs,Normal,1.0,Left,GK
236772,D. Szoboszlai,17,Hungary,6'1,154lbs,Lean,3.0,Right,CAM
238820,Q. Maceiras,22,Switzerland,5'11,165lbs,Lean,3.0,Right,RB
240100,T. Augello,23,Italy,5'11,154lbs,Normal,2.0,Left,LB
245732,A. Kampetsis,19,Greece,6'1,170lbs,Normal,2.0,Right,ST
193252,T. Schrammel,30,Austria,5'9,165lbs,Normal,2.0,Left,LM
208869,D. Poleon,24,England,5'9,181lbs,Stocky,2.0,Right,ST
212709,T. Kemp,27,United States,5'11,152lbs,Normal,3.0,Left,LB
213221,D. Diagné,23,Senegal,5'9,137lbs,Lean,2.0,Right,CDM
229349,J. Thorniley,21,England,5'11,141lbs,Normal,2.0,Left,CB
245733,H. Weydandt,22,Germany,6'5,207lbs,Normal,2.0,Right,ST
211174,F. Sporkslede,24,Netherlands,5'10,152lbs,Normal,3.0,Right,RWB
224230,A. Díaz,22,Mexico,5'9,159lbs,Lean,3.0,Right,ST
243942,I. Zotko,21,Ukraine,6'2,172lbs,Lean,2.0,Right,CB
202727,J. Mendes,27,France,6'1,176lbs,Normal,2.0,Right,ST
225511,C. Trueman,22,England,6'1,165lbs,Normal,1.0,Right,GK
228327,F. Azemi,26,Norway,6'1,179lbs,Normal,3.0,Right,ST
205288,Fernando,28,Spain,6'1,174lbs,Normal,1.0,Right,GK
230888,A. O'Neill,19,Australia,5'10,154lbs,Normal,3.0,Right,RM
237032,Javi Jiménez,21,Spain,6'0,163lbs,Normal,2.0,Right,CB
240872,M. Dube,25,South Africa,5'6,154lbs,Normal,2.0,Right,RWB
241128,J. Mejías,20,Venezuela,6'1,161lbs,Normal,2.0,Right,RCB
244968,C. Ohene,24,Ghana,5'7,163lbs,Normal,2.0,Right,RCM
138729,K. Risgård,35,Denmark,6'0,174lbs,Normal,2.0,Right,CM
213993,F. Forte,25,Italy,6'2,165lbs,Lean,3.0,Left,RS
222697,Han Seok Jong,25,Korea Republic,6'1,172lbs,Normal,2.0,Right,CM
214762,N. Avellaneda,25,Argentina,6'3,183lbs,Lean,1.0,Right,GK
222698,Park Dae Han,27,Korea Republic,5'9,154lbs,Normal,2.0,Right,LB
243946,A. Erceg,28,Croatia,5'11,168lbs,Normal,3.0,Right,LS
232171,M. Vázquez,25,Argentina,5'9,157lbs,Normal,3.0,Left,CAM
241131,L. Justiniano,25,Bolivia,5'8,154lbs,Lean,2.0,Right,LCM
193771,A. Wildig,26,England,5'9,161lbs,Normal,3.0,Right,LDM
210156,O. Abdulaziz,34,Saudi Arabia,5'8,141lbs,Normal,2.0,Right,CDM
220140,F. Kent,22,England,6'2,168lbs,Lean,2.0,Right,RCB
193260,M. Pink,27,Austria,6'2,192lbs,Normal,2.0,Right,ST
177389,F. Morais,32,Portugal,5'9,183lbs,Normal,3.0,Right,LCM
204782,S. Yesil,24,Germany,5'11,159lbs,Lean,3.0,Right,ST
211438,M. Bürki,24,Switzerland,5'11,174lbs,Normal,2.0,Left,LB
214510,L. Mosquera,29,Colombia,5'9,150lbs,Lean,2.0,Left,LB
220654,J. Horsfield,22,England,5'11,163lbs,Normal,3.0,Right,CDM
231406,K. Edwards,20,England,5'8,141lbs,Normal,3.0,Right,LM
232174,O. Hawkins,26,England,6'6,203lbs,Lean,2.0,Right,ST
51694,H. Opdal,36,Norway,6'2,203lbs,Stocky,1.0,Right,GK
215279,T. Albutat,25,Germany,6'0,174lbs,Normal,2.0,Right,CDM
216303,H. Cid,26,Mexico,5'11,157lbs,Lean,2.0,Right,CM
238319,T. Edwards,19,England,5'9,168lbs,Normal,2.0,Right,RB
245231,B. Arce,19,Ecuador,5'10,146lbs,Normal,3.0,Right,LM
183023,Sui Donglu,35,China PR,6'4,194lbs,Normal,2.0,Right,CB
229872,A. Palacios,26,Colombia,5'8,152lbs,Normal,2.0,Right,RM
226033,E. Käck,28,Sweden,5'8,150lbs,Lean,2.0,Left,LWB
228593,V. Sierro,22,Switzerland,6'1,165lbs,Lean,2.0,Right,RCM
202482,A. Rodman,31,England,6'2,176lbs,Lean,3.0,Right,RM
208370,E. Zenga,25,Germany,5'11,168lbs,Normal,3.0,Right,CM
187634,R. Ruiz,32,Mexico,5'9,159lbs,Normal,3.0,Right,RB
204787,C. McHugh,25,Republic of Ireland,6'0,187lbs,Normal,2.0,Left,CDM
229875,Ferrán Giner,30,Spain,5'9,152lbs,Normal,3.0,Left,LM
187379,F. Ponce,30,Mexico,5'10,148lbs,Normal,2.0,Right,CAM
189171,A. Chicksen,26,Zimbabwe,5'8,163lbs,Lean,2.0,Left,LB
194035,N. Miatke,28,Germany,5'10,168lbs,Normal,3.0,Left,LM
215540,G. Rólantsson Sørensen,25,Faroe Islands,6'2,181lbs,Normal,3.0,Right,LW
223732,A. Damen,28,Netherlands,6'1,183lbs,Normal,1.0,Right,GK
235252,A. Arroyo,24,Panama,6'0,181lbs,Normal,2.0,Right,ST
238580,I. Voca,21,Kosovo,5'11,163lbs,Normal,2.0,Right,RDM
241140,Fran Manzanara,21,Spain,6'0,159lbs,Lean,2.0,Right,CDM
245748,S. Lawson,23,Togo,5'10,170lbs,Normal,3.0,Right,CDM
193268,A. Gerbo,28,Italy,5'10,154lbs,Lean,2.0,Right,RM
208885,A. N'Diaye,27,France,5'10,148lbs,Lean,3.0,Right,LM
234229,R. McCrorie,20,Scotland,6'1,154lbs,Normal,2.0,Right,CDM
169461,M. O'Connor,30,Northern Ireland,5'11,174lbs,Normal,2.0,Right,RCM
170229,L. Prosser,30,England,6'3,174lbs,Lean,2.0,Left,LCB
239093,J. Clauss,25,France,6'1,159lbs,Lean,2.0,Right,RB
186869,G. Cummins,30,Republic of Ireland,5'10,165lbs,Normal,2.0,Right,ST
198134,F. Olijve,29,Netherlands,5'9,161lbs,Normal,2.0,Right,CM
206070,Maicon,25,Brazil,6'0,157lbs,Lean,2.0,Right,RM
221686,C. Mosca,27,Argentina,5'11,163lbs,Lean,3.0,Left,RCM
225014,G. Castrovilli,21,Italy,5'10,159lbs,Lean,2.0,Right,RW
232438,G. Nepomuceno,25,Curacao,5'9,170lbs,Normal,3.0,Left,LM
239350,S. Dembele,21,Scotland,5'8,148lbs,Lean,4.0,Right,LM
180726,M. McKay,35,Australia,5'7,143lbs,Normal,2.0,Left,CDM
190454,S. Ringstad,26,Norway,6'2,176lbs,Normal,3.0,Left,LB
193014,C. Evina,26,Cameroon,5'11,176lbs,Lean,2.0,Left,LB
238839,L. Wing,23,England,5'11,165lbs,Lean,3.0,Right,CM
201208,D. Henry,25,Canada,6'2,181lbs,Normal,2.0,Right,CB
223224,M. Jakoliš,21,Croatia,6'0,170lbs,Normal,2.0,Right,LW
225016,G. Di Noia,23,Italy,5'11,159lbs,Normal,3.0,Left,CM
205049,N. Ansell,24,Australia,6'1,183lbs,Normal,2.0,Right,CB
220665,G. Wüthrich,23,Switzerland,6'4,194lbs,Normal,2.0,Right,CB
223993,M. Osei Kwadwo,23,Ghana,5'7,150lbs,Normal,2.0,Right,RM
225529,Nathan,23,Brazil,6'2,172lbs,Lean,2.0,Right,CB
190457,K. Tokstad,26,Norway,6'1,185lbs,Normal,2.0,Right,RM
208122,V. Agardius,28,Sweden,5'11,172lbs,Normal,2.0,Left,LCB
226810,A. Sandona,25,Argentina,6'0,172lbs,Normal,2.0,Right,LCB
230906,K. Osorio,24,Colombia,6'0,168lbs,Normal,3.0,Right,LCM
235514,S. Al Rubaie,24,Saudi Arabia,6'2,176lbs,Normal,2.0,Right,RCB
225531,D. Van den Buijs,22,Belgium,6'2,172lbs,Lean,2.0,Left,LCB
237563,A. Badji,20,Senegal,6'2,165lbs,Lean,3.0,Right,ST
239611,M. Eisa,23,Sudan,6'0,154lbs,Lean,3.0,Right,ST
