ID,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB
182622,,,,,,,,,,,,,,,,,,,,,,,,,,
206431,66+2,66+2,66+2,66+2,67+2,67+2,67+2,66+2,66+2,66+2,66+2,66+2,63+2,63+2,63+2,66+2,58+2,56+2,56+2,56+2,58+2,56+2,52+2,52+2,52+2,56+2
210783,51+2,51+2,51+2,53+2,50+2,50+2,50+2,53+2,49+2,49+2,49+2,54+2,50+2,50+2,50+2,54+2,62+2,59+2,59+2,59+2,62+2,63+2,65+2,65+2,65+2,63+2
229215,59+2,59+2,59+2,65+2,63+2,63+2,63+2,65+2,66+2,66+2,66+2,65+2,62+2,62+2,62+2,65+2,51+2,51+2,51+2,51+2,51+2,46+2,41+2,41+2,41+2,46+2
237407,51+2,51+2,51+2,53+2,53+2,53+2,53+2,53+2,55+2,55+2,55+2,56+2,60+2,60+2,60+2,56+2,63+2,65+2,65+2,65+2,63+2,63+2,64+2,64+2,64+2,63+2
181343,58+2,58+2,58+2,63+2,62+2,62+2,62+2,63+2,63+2,63+2,63+2,64+2,64+2,64+2,64+2,64+2,66+2,64+2,64+2,64+2,66+2,65+2,62+2,62+2,62+2,65+2
229728,65+2,65+2,65+2,59+2,62+2,62+2,62+2,59+2,58+2,58+2,58+2,58+2,52+2,52+2,52+2,58+2,45+2,44+2,44+2,44+2,45+2,43+2,45+2,45+2,45+2,43+2
237152,59+2,59+2,59+2,64+2,64+2,64+2,64+2,64+2,65+2,65+2,65+2,65+2,63+2,63+2,63+2,65+2,55+2,55+2,55+2,55+2,55+2,53+2,47+2,47+2,47+2,53+2
193376,61+2,61+2,61+2,67+2,64+2,64+2,64+2,67+2,65+2,65+2,65+2,67+2,63+2,63+2,63+2,67+2,62+2,57+2,57+2,57+2,62+2,60+2,52+2,52+2,52+2,60+2
209761,46+2,46+2,46+2,45+2,44+2,44+2,44+2,45+2,47+2,47+2,47+2,49+2,53+2,53+2,53+2,49+2,59+2,63+2,63+2,63+2,59+2,60+2,65+2,65+2,65+2,60+2
213089,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,65+2,65+2,65+2,65+2,56+2,56+2,56+2,65+2,49+2,44+2,44+2,44+2,49+2,46+2,39+2,39+2,39+2,46+2
225121,66+2,66+2,66+2,65+2,65+2,65+2,65+2,65+2,64+2,64+2,64+2,64+2,58+2,58+2,58+2,64+2,51+2,48+2,48+2,48+2,51+2,49+2,45+2,45+2,45+2,49+2
233057,65+2,65+2,65+2,63+2,65+2,65+2,65+2,63+2,63+2,63+2,63+2,63+2,57+2,57+2,57+2,63+2,46+2,43+2,43+2,43+2,46+2,44+2,39+2,39+2,39+2,44+2
204386,58+2,58+2,58+2,61+2,60+2,60+2,60+2,61+2,60+2,60+2,60+2,63+2,61+2,61+2,61+2,63+2,65+2,64+2,64+2,64+2,65+2,65+2,65+2,65+2,65+2,65+2
223330,63+2,63+2,63+2,65+2,64+2,64+2,64+2,65+2,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,68+2,65+2,65+2,65+2,68+2,67+2,63+2,63+2,63+2,67+2
227170,54+2,54+2,54+2,59+2,58+2,58+2,58+2,59+2,61+2,61+2,61+2,61+2,64+2,64+2,64+2,61+2,63+2,65+2,65+2,65+2,63+2,63+2,62+2,62+2,62+2,63+2
224611,65+2,65+2,65+2,64+2,64+2,64+2,64+2,64+2,61+2,61+2,61+2,63+2,54+2,54+2,54+2,63+2,48+2,43+2,43+2,43+2,48+2,46+2,42+2,42+2,42+2,46+2
226403,,,,,,,,,,,,,,,,,,,,,,,,,,
226659,66+2,66+2,66+2,65+2,66+2,66+2,66+2,65+2,65+2,65+2,65+2,65+2,60+2,60+2,60+2,65+2,52+2,49+2,49+2,49+2,52+2,50+2,45+2,45+2,45+2,50+2
173155,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,65+2,65+2,65+2,67+2,68+2,65+2,65+2,65+2,68+2,67+2,64+2,64+2,64+2,67+2
182883,65+2,65+2,65+2,65+2,64+2,64+2,64+2,65+2,63+2,63+2,63+2,64+2,58+2,58+2,58+2,64+2,54+2,51+2,51+2,51+2,54+2,52+2,50+2,50+2,50+2,52+2
186723,66+2,66+2,66+2,64+2,64+2,64+2,64+2,64+2,62+2,62+2,62+2,61+2,53+2,53+2,53+2,61+2,48+2,44+2,44+2,44+2,48+2,46+2,44+2,44+2,44+2,46+2
193891,66+2,66+2,66+2,63+2,64+2,64+2,64+2,63+2,63+2,63+2,63+2,61+2,57+2,57+2,57+2,61+2,44+2,45+2,45+2,45+2,44+2,42+2,42+2,42+2,42+2,42+2
204132,59+2,59+2,59+2,67+2,65+2,65+2,65+2,67+2,65+2,65+2,65+2,66+2,58+2,58+2,58+2,66+2,52+2,46+2,46+2,46+2,52+2,49+2,38+2,38+2,38+2,49+2
204644,62+2,62+2,62+2,66+2,64+2,64+2,64+2,66+2,64+2,64+2,64+2,65+2,58+2,58+2,58+2,65+2,54+2,51+2,51+2,51+2,54+2,51+2,47+2,47+2,47+2,51+2
207716,46+2,46+2,46+2,44+2,43+2,43+2,43+2,44+2,46+2,46+2,46+2,47+2,52+2,52+2,52+2,47+2,58+2,62+2,62+2,62+2,58+2,60+2,66+2,66+2,66+2,60+2
221284,45+2,45+2,45+2,52+2,48+2,48+2,48+2,52+2,51+2,51+2,51+2,56+2,56+2,56+2,56+2,56+2,65+2,64+2,64+2,64+2,65+2,65+2,65+2,65+2,65+2,65+2
225636,49+2,49+2,49+2,51+2,50+2,50+2,50+2,51+2,52+2,52+2,52+2,54+2,56+2,56+2,56+2,54+2,64+2,64+2,64+2,64+2,64+2,65+2,67+2,67+2,67+2,65+2
231524,56+2,56+2,56+2,63+2,61+2,61+2,61+2,63+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,65+2,61+2,60+2,60+2,60+2,61+2,59+2,55+2,55+2,55+2,59+2
176996,62+2,62+2,62+2,65+2,64+2,64+2,64+2,65+2,65+2,65+2,65+2,66+2,63+2,63+2,63+2,66+2,57+2,56+2,56+2,56+2,57+2,54+2,48+2,48+2,48+2,54+2
242021,57+2,57+2,57+2,63+2,61+2,61+2,61+2,63+2,64+2,64+2,64+2,64+2,66+2,66+2,66+2,64+2,64+2,64+2,64+2,64+2,64+2,63+2,60+2,60+2,60+2,63+2
242533,52+2,52+2,52+2,47+2,50+2,50+2,50+2,47+2,50+2,50+2,50+2,50+2,53+2,53+2,53+2,50+2,56+2,62+2,62+2,62+2,56+2,58+2,65+2,65+2,65+2,58+2
190821,63+2,63+2,63+2,64+2,64+2,64+2,64+2,64+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,64+2,65+2,65+2,65+2,64+2,64+2,65+2,65+2,65+2,64+2
194149,63+2,63+2,63+2,65+2,64+2,64+2,64+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,64+2,65+2,65+2,65+2,64+2,63+2,62+2,62+2,62+2,63+2
205926,59+2,59+2,59+2,64+2,62+2,62+2,62+2,64+2,63+2,63+2,63+2,66+2,63+2,63+2,63+2,66+2,67+2,63+2,63+2,63+2,67+2,65+2,60+2,60+2,60+2,65+2
218214,66+2,66+2,66+2,59+2,61+2,61+2,61+2,59+2,58+2,58+2,58+2,58+2,52+2,52+2,52+2,58+2,45+2,44+2,44+2,44+2,45+2,43+2,44+2,44+2,44+2,43+2
230758,65+2,65+2,65+2,67+2,67+2,67+2,67+2,67+2,65+2,65+2,65+2,65+2,60+2,60+2,60+2,65+2,51+2,47+2,47+2,47+2,51+2,48+2,41+2,41+2,41+2,48+2
178022,,,,,,,,,,,,,,,,,,,,,,,,,,
194150,,,,,,,,,,,,,,,,,,,,,,,,,,
190311,66+2,66+2,66+2,65+2,65+2,65+2,65+2,65+2,63+2,63+2,63+2,64+2,57+2,57+2,57+2,64+2,52+2,49+2,49+2,49+2,52+2,51+2,46+2,46+2,46+2,51+2
204136,68+2,68+2,68+2,64+2,67+2,67+2,67+2,64+2,66+2,66+2,66+2,63+2,63+2,63+2,63+2,63+2,58+2,59+2,59+2,59+2,58+2,58+2,62+2,62+2,62+2,58+2
210536,66+2,66+2,66+2,66+2,65+2,65+2,65+2,66+2,62+2,62+2,62+2,64+2,54+2,54+2,54+2,64+2,52+2,44+2,44+2,44+2,52+2,49+2,41+2,41+2,41+2,49+2
226408,61+2,61+2,61+2,66+2,65+2,65+2,65+2,66+2,65+2,65+2,65+2,65+2,58+2,58+2,58+2,65+2,52+2,46+2,46+2,46+2,52+2,49+2,38+2,38+2,38+2,49+2
243304,,,,,,,,,,,,,,,,,,,,,,,,,,
173673,63+2,63+2,63+2,66+2,65+2,65+2,65+2,66+2,67+2,67+2,67+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,65+2,64+2,64+2,64+2,65+2
197226,66+2,66+2,66+2,68+2,67+2,67+2,67+2,68+2,67+2,67+2,67+2,67+2,63+2,63+2,63+2,67+2,56+2,53+2,53+2,53+2,56+2,54+2,47+2,47+2,47+2,54+2
198250,52+2,52+2,52+2,51+2,51+2,51+2,51+2,51+2,51+2,51+2,51+2,54+2,56+2,56+2,56+2,54+2,62+2,63+2,63+2,63+2,62+2,63+2,66+2,66+2,66+2,63+2
52842,65+2,65+2,65+2,63+2,65+2,65+2,65+2,63+2,65+2,65+2,65+2,62+2,66+2,66+2,66+2,62+2,58+2,63+2,63+2,63+2,58+2,57+2,61+2,61+2,61+2,57+2
190058,65+2,65+2,65+2,62+2,64+2,64+2,64+2,62+2,64+2,64+2,64+2,61+2,60+2,60+2,60+2,61+2,48+2,50+2,50+2,50+2,48+2,46+2,44+2,44+2,44+2,46+2
191083,65+2,65+2,65+2,59+2,63+2,63+2,63+2,59+2,61+2,61+2,61+2,57+2,55+2,55+2,55+2,57+2,44+2,44+2,44+2,44+2,44+2,42+2,44+2,44+2,44+2,42+2
205676,49+2,49+2,49+2,51+2,48+2,48+2,48+2,51+2,48+2,48+2,48+2,54+2,53+2,53+2,53+2,54+2,65+2,62+2,62+2,62+2,65+2,66+2,65+2,65+2,65+2,66+2
211820,59+2,59+2,59+2,62+2,60+2,60+2,60+2,62+2,60+2,60+2,60+2,63+2,59+2,59+2,59+2,63+2,65+2,63+2,63+2,63+2,65+2,66+2,66+2,66+2,66+2,66+2
215148,52+2,52+2,52+2,57+2,54+2,54+2,54+2,57+2,53+2,53+2,53+2,58+2,53+2,53+2,53+2,58+2,65+2,58+2,58+2,58+2,65+2,65+2,62+2,62+2,62+2,65+2
177772,65+2,65+2,65+2,59+2,63+2,63+2,63+2,59+2,61+2,61+2,61+2,57+2,55+2,55+2,55+2,57+2,46+2,48+2,48+2,48+2,46+2,45+2,50+2,50+2,50+2,45+2
228205,46+2,46+2,46+2,44+2,44+2,44+2,44+2,44+2,44+2,44+2,44+2,48+2,49+2,49+2,49+2,48+2,58+2,60+2,60+2,60+2,58+2,60+2,65+2,65+2,65+2,60+2
165485,62+2,62+2,62+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,64+2,63+2,63+2,63+2,64+2,66+2,64+2,64+2,64+2,66+2,66+2,64+2,64+2,64+2,66+2
241261,62+2,62+2,62+2,65+2,64+2,64+2,64+2,65+2,65+2,65+2,65+2,66+2,61+2,61+2,61+2,66+2,53+2,49+2,49+2,49+2,53+2,51+2,43+2,43+2,43+2,51+2
194669,64+2,64+2,64+2,68+2,67+2,67+2,67+2,68+2,68+2,68+2,68+2,68+2,66+2,66+2,66+2,68+2,63+2,61+2,61+2,61+2,63+2,61+2,57+2,57+2,57+2,61+2
231022,53+2,53+2,53+2,56+2,54+2,54+2,54+2,56+2,54+2,54+2,54+2,57+2,54+2,54+2,54+2,57+2,65+2,60+2,60+2,60+2,65+2,65+2,65+2,65+2,65+2,65+2
205423,62+2,62+2,62+2,66+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,65+2,63+2,63+2,63+2,65+2,60+2,59+2,59+2,59+2,60+2,58+2,54+2,54+2,54+2,58+2
213615,,,,,,,,,,,,,,,,,,,,,,,,,,
219759,58+2,58+2,58+2,64+2,61+2,61+2,61+2,64+2,62+2,62+2,62+2,66+2,60+2,60+2,60+2,66+2,58+2,54+2,54+2,54+2,58+2,55+2,50+2,50+2,50+2,55+2
222319,52+2,52+2,52+2,58+2,54+2,54+2,54+2,58+2,56+2,56+2,56+2,61+2,57+2,57+2,57+2,61+2,66+2,63+2,63+2,63+2,66+2,65+2,64+2,64+2,64+2,65+2
225391,60+2,60+2,60+2,65+2,64+2,64+2,64+2,65+2,65+2,65+2,65+2,66+2,63+2,63+2,63+2,66+2,59+2,58+2,58+2,58+2,59+2,57+2,54+2,54+2,54+2,57+2
235887,61+2,61+2,61+2,65+2,64+2,64+2,64+2,65+2,64+2,64+2,64+2,65+2,59+2,59+2,59+2,65+2,53+2,48+2,48+2,48+2,53+2,50+2,42+2,42+2,42+2,50+2
226416,46+2,46+2,46+2,41+2,42+2,42+2,42+2,41+2,42+2,42+2,42+2,42+2,46+2,46+2,46+2,42+2,53+2,57+2,57+2,57+2,53+2,55+2,65+2,65+2,65+2,55+2
230768,59+2,59+2,59+2,66+2,64+2,64+2,64+2,66+2,66+2,66+2,66+2,67+2,61+2,61+2,61+2,67+2,53+2,49+2,49+2,49+2,53+2,48+2,38+2,38+2,38+2,48+2
237424,62+2,62+2,62+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,65+2,66+2,66+2,66+2,65+2,61+2,61+2,61+2,61+2,61+2,59+2,56+2,56+2,56+2,59+2
239728,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,65+2,62+2,62+2,62+2,65+2,54+2,53+2,53+2,53+2,54+2,51+2,50+2,50+2,50+2,51+2
211825,57+2,57+2,57+2,64+2,61+2,61+2,61+2,64+2,64+2,64+2,64+2,66+2,63+2,63+2,63+2,66+2,61+2,58+2,58+2,58+2,61+2,58+2,52+2,52+2,52+2,58+2
240753,66+2,66+2,66+2,64+2,66+2,66+2,66+2,64+2,64+2,64+2,64+2,62+2,55+2,55+2,55+2,62+2,43+2,41+2,41+2,41+2,43+2,40+2,36+2,36+2,36+2,40+2
182897,,,,,,,,,,,,,,,,,,,,,,,,,,
220786,63+2,63+2,63+2,66+2,64+2,64+2,64+2,66+2,63+2,63+2,63+2,65+2,56+2,56+2,56+2,65+2,50+2,44+2,44+2,44+2,50+2,47+2,39+2,39+2,39+2,47+2
238450,47+2,47+2,47+2,43+2,44+2,44+2,44+2,43+2,45+2,45+2,45+2,46+2,50+2,50+2,50+2,46+2,56+2,60+2,60+2,60+2,56+2,58+2,65+2,65+2,65+2,58+2
211827,,,,,,,,,,,,,,,,,,,,,,,,,,
213107,65+2,65+2,65+2,61+2,63+2,63+2,63+2,61+2,61+2,61+2,61+2,60+2,59+2,59+2,59+2,60+2,52+2,52+2,52+2,52+2,52+2,52+2,52+2,52+2,52+2,52+2
164467,65+2,65+2,65+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,64+2,64+2,64+2,69+2,59+2,56+2,56+2,56+2,59+2,55+2,50+2,50+2,50+2,55+2
241011,61+2,61+2,61+2,65+2,63+2,63+2,63+2,65+2,63+2,63+2,63+2,66+2,58+2,58+2,58+2,66+2,53+2,48+2,48+2,48+2,53+2,50+2,41+2,41+2,41+2,50+2
180339,60+2,60+2,60+2,65+2,63+2,63+2,63+2,65+2,64+2,64+2,64+2,65+2,64+2,64+2,64+2,65+2,62+2,60+2,60+2,60+2,62+2,60+2,55+2,55+2,55+2,60+2
212340,57+2,57+2,57+2,59+2,60+2,60+2,60+2,59+2,61+2,61+2,61+2,60+2,63+2,63+2,63+2,60+2,64+2,66+2,66+2,66+2,64+2,64+2,66+2,66+2,66+2,64+2
225908,49+2,49+2,49+2,50+2,50+2,50+2,50+2,50+2,52+2,52+2,52+2,52+2,56+2,56+2,56+2,52+2,60+2,63+2,63+2,63+2,60+2,62+2,65+2,65+2,65+2,62+2
227700,54+2,54+2,54+2,49+2,50+2,50+2,50+2,49+2,51+2,51+2,51+2,52+2,56+2,56+2,56+2,52+2,61+2,64+2,64+2,64+2,61+2,64+2,66+2,66+2,66+2,64+2
233588,48+2,48+2,48+2,46+2,47+2,47+2,47+2,46+2,49+2,49+2,49+2,49+2,54+2,54+2,54+2,49+2,59+2,63+2,63+2,63+2,59+2,60+2,66+2,66+2,66+2,60+2
183412,49+2,49+2,49+2,49+2,48+2,48+2,48+2,49+2,50+2,50+2,50+2,52+2,54+2,54+2,54+2,52+2,60+2,62+2,62+2,62+2,60+2,60+2,66+2,66+2,66+2,60+2
183924,51+2,51+2,51+2,56+2,53+2,53+2,53+2,56+2,55+2,55+2,55+2,59+2,58+2,58+2,58+2,59+2,65+2,63+2,63+2,63+2,65+2,65+2,64+2,64+2,64+2,65+2
11381,,,,,,,,,,,,,,,,,,,,,,,,,,
230261,63+2,63+2,63+2,60+2,62+2,62+2,62+2,60+2,62+2,62+2,62+2,61+2,64+2,64+2,64+2,61+2,61+2,66+2,66+2,66+2,61+2,62+2,66+2,66+2,66+2,62+2
237429,43+2,43+2,43+2,42+2,41+2,41+2,41+2,42+2,42+2,42+2,42+2,46+2,48+2,48+2,48+2,46+2,59+2,60+2,60+2,60+2,59+2,62+2,66+2,66+2,66+2,62+2
145014,53+2,53+2,53+2,56+2,57+2,57+2,57+2,56+2,59+2,59+2,59+2,59+2,62+2,62+2,62+2,59+2,62+2,65+2,65+2,65+2,62+2,63+2,64+2,64+2,64+2,63+2
214390,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,65+2,65+2,65+2,67+2,62+2,60+2,60+2,60+2,62+2,60+2,57+2,57+2,57+2,60+2
230262,65+2,65+2,65+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,69+2,64+2,64+2,64+2,69+2,54+2,52+2,52+2,52+2,54+2,50+2,43+2,43+2,43+2,50+2
235126,60+2,60+2,60+2,67+2,64+2,64+2,64+2,67+2,64+2,64+2,64+2,66+2,57+2,57+2,57+2,66+2,52+2,44+2,44+2,44+2,52+2,49+2,36+2,36+2,36+2,49+2
118646,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,66+2,63+2,63+2,63+2,66+2,52+2,52+2,52+2,52+2,52+2,49+2,46+2,46+2,46+2,49+2
201847,,,,,,,,,,,,,,,,,,,,,,,,,,
213367,51+2,51+2,51+2,58+2,55+2,55+2,55+2,58+2,58+2,58+2,58+2,61+2,60+2,60+2,60+2,61+2,66+2,65+2,65+2,65+2,66+2,66+2,64+2,64+2,64+2,66+2
218743,62+2,62+2,62+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,62+2,62+2,62+2,67+2,55+2,51+2,51+2,51+2,55+2,51+2,42+2,42+2,42+2,51+2
190583,65+2,65+2,65+2,61+2,63+2,63+2,63+2,61+2,60+2,60+2,60+2,61+2,55+2,55+2,55+2,61+2,49+2,46+2,46+2,46+2,49+2,46+2,45+2,45+2,45+2,46+2
135032,57+2,57+2,57+2,59+2,60+2,60+2,60+2,59+2,63+2,63+2,63+2,60+2,66+2,66+2,66+2,60+2,60+2,66+2,66+2,66+2,60+2,59+2,62+2,62+2,62+2,59+2
222328,46+2,46+2,46+2,48+2,46+2,46+2,46+2,48+2,47+2,47+2,47+2,50+2,50+2,50+2,50+2,50+2,61+2,60+2,60+2,60+2,61+2,63+2,65+2,65+2,65+2,63+2
244344,58+2,58+2,58+2,61+2,60+2,60+2,60+2,61+2,60+2,60+2,60+2,62+2,59+2,59+2,59+2,62+2,65+2,62+2,62+2,62+2,65+2,65+2,61+2,61+2,61+2,65+2
134777,49+2,49+2,49+2,47+2,49+2,49+2,49+2,47+2,53+2,53+2,53+2,51+2,60+2,60+2,60+2,51+2,59+2,66+2,66+2,66+2,59+2,60+2,66+2,66+2,66+2,60+2
233849,53+2,53+2,53+2,58+2,55+2,55+2,55+2,58+2,55+2,55+2,55+2,60+2,57+2,57+2,57+2,60+2,66+2,62+2,62+2,62+2,66+2,66+2,65+2,65+2,65+2,66+2
212346,63+2,63+2,63+2,67+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,66+2,66+2,66+2,67+2,55+2,54+2,54+2,54+2,55+2,51+2,44+2,44+2,44+2,51+2
221050,56+2,56+2,56+2,60+2,59+2,59+2,59+2,60+2,60+2,60+2,60+2,62+2,61+2,61+2,61+2,62+2,66+2,64+2,64+2,64+2,66+2,66+2,63+2,63+2,63+2,66+2
223354,60+2,60+2,60+2,66+2,64+2,64+2,64+2,66+2,64+2,64+2,64+2,65+2,62+2,62+2,62+2,65+2,65+2,62+2,62+2,62+2,65+2,65+2,60+2,60+2,60+2,65+2
224378,38+2,38+2,38+2,38+2,38+2,38+2,38+2,38+2,39+2,39+2,39+2,41+2,45+2,45+2,45+2,41+2,55+2,59+2,59+2,59+2,55+2,58+2,66+2,66+2,66+2,58+2
238970,58+2,58+2,58+2,63+2,60+2,60+2,60+2,63+2,61+2,61+2,61+2,65+2,61+2,61+2,61+2,65+2,67+2,62+2,62+2,62+2,67+2,65+2,60+2,60+2,60+2,65+2
243834,60+2,60+2,60+2,66+2,64+2,64+2,64+2,66+2,66+2,66+2,66+2,67+2,62+2,62+2,62+2,67+2,56+2,53+2,53+2,53+2,56+2,53+2,47+2,47+2,47+2,53+2
192890,63+2,63+2,63+2,67+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,66+2,66+2,66+2,67+2,65+2,63+2,63+2,63+2,65+2,64+2,60+2,60+2,60+2,64+2
198011,65+2,65+2,65+2,55+2,59+2,59+2,59+2,55+2,55+2,55+2,55+2,54+2,51+2,51+2,51+2,54+2,45+2,46+2,46+2,46+2,45+2,44+2,48+2,48+2,48+2,44+2
211067,45+2,45+2,45+2,41+2,42+2,42+2,42+2,41+2,42+2,42+2,42+2,43+2,46+2,46+2,46+2,43+2,55+2,58+2,58+2,58+2,55+2,58+2,66+2,66+2,66+2,58+2
211323,44+2,44+2,44+2,45+2,43+2,43+2,43+2,45+2,45+2,45+2,45+2,46+2,49+2,49+2,49+2,46+2,58+2,59+2,59+2,59+2,58+2,60+2,66+2,66+2,66+2,60+2
222587,58+2,58+2,58+2,59+2,58+2,58+2,58+2,59+2,58+2,58+2,58+2,61+2,59+2,59+2,59+2,61+2,65+2,64+2,64+2,64+2,65+2,66+2,65+2,65+2,65+2,66+2
224123,56+2,56+2,56+2,61+2,61+2,61+2,61+2,61+2,63+2,63+2,63+2,63+2,65+2,65+2,65+2,63+2,66+2,66+2,66+2,66+2,66+2,64+2,62+2,62+2,62+2,64+2
165243,55+2,55+2,55+2,54+2,55+2,55+2,55+2,54+2,55+2,55+2,55+2,55+2,57+2,57+2,57+2,55+2,59+2,62+2,62+2,62+2,59+2,60+2,65+2,65+2,65+2,60+2
239483,54+2,54+2,54+2,52+2,53+2,53+2,53+2,52+2,54+2,54+2,54+2,54+2,57+2,57+2,57+2,54+2,60+2,65+2,65+2,65+2,60+2,61+2,67+2,67+2,67+2,61+2
240507,60+2,60+2,60+2,66+2,64+2,64+2,64+2,66+2,66+2,66+2,66+2,65+2,62+2,62+2,62+2,65+2,53+2,51+2,51+2,51+2,53+2,51+2,43+2,43+2,43+2,51+2
230268,57+2,57+2,57+2,63+2,62+2,62+2,62+2,63+2,66+2,66+2,66+2,64+2,64+2,64+2,64+2,64+2,48+2,48+2,48+2,48+2,48+2,45+2,38+2,38+2,38+2,45+2
213117,63+2,63+2,63+2,66+2,65+2,65+2,65+2,66+2,64+2,64+2,64+2,65+2,57+2,57+2,57+2,65+2,51+2,46+2,46+2,46+2,51+2,48+2,40+2,40+2,40+2,48+2
228221,,,,,,,,,,,,,,,,,,,,,,,,,,
232573,57+2,57+2,57+2,61+2,58+2,58+2,58+2,61+2,58+2,58+2,58+2,62+2,60+2,60+2,60+2,62+2,66+2,64+2,64+2,64+2,66+2,66+2,64+2,64+2,64+2,66+2
236669,58+2,58+2,58+2,62+2,60+2,60+2,60+2,62+2,60+2,60+2,60+2,63+2,60+2,60+2,60+2,63+2,66+2,63+2,63+2,63+2,66+2,66+2,63+2,63+2,63+2,66+2
243581,65+2,65+2,65+2,60+2,63+2,63+2,63+2,60+2,61+2,61+2,61+2,59+2,57+2,57+2,57+2,59+2,46+2,46+2,46+2,46+2,46+2,44+2,43+2,43+2,43+2,44+2
244605,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,65+2,61+2,61+2,61+2,65+2,53+2,52+2,52+2,52+2,53+2,49+2,46+2,46+2,46+2,49+2
215422,54+2,54+2,54+2,59+2,57+2,57+2,57+2,59+2,59+2,59+2,59+2,62+2,62+2,62+2,62+2,62+2,66+2,65+2,65+2,65+2,66+2,66+2,64+2,64+2,64+2,66+2
226431,61+2,61+2,61+2,67+2,64+2,64+2,64+2,67+2,64+2,64+2,64+2,66+2,59+2,59+2,59+2,66+2,59+2,52+2,52+2,52+2,59+2,57+2,47+2,47+2,47+2,57+2
170879,62+2,62+2,62+2,62+2,63+2,63+2,63+2,62+2,64+2,64+2,64+2,63+2,65+2,65+2,65+2,63+2,63+2,66+2,66+2,66+2,63+2,63+2,65+2,65+2,65+2,63+2
173695,44+2,44+2,44+2,52+2,47+2,47+2,47+2,52+2,51+2,51+2,51+2,55+2,55+2,55+2,55+2,55+2,64+2,63+2,63+2,63+2,64+2,65+2,65+2,65+2,65+2,65+2
190079,64+2,64+2,64+2,66+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,62+2,62+2,62+2,66+2,55+2,53+2,53+2,53+2,55+2,53+2,48+2,48+2,48+2,53+2
221824,62+2,62+2,62+2,65+2,64+2,64+2,64+2,65+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,64+2,65+2,65+2,65+2,64+2,63+2,61+2,61+2,61+2,63+2
223104,65+2,65+2,65+2,64+2,65+2,65+2,65+2,64+2,62+2,62+2,62+2,62+2,56+2,56+2,56+2,62+2,50+2,47+2,47+2,47+2,50+2,48+2,44+2,44+2,44+2,48+2
229248,63+2,63+2,63+2,64+2,64+2,64+2,64+2,64+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,65+2,63+2,64+2,64+2,64+2,63+2,63+2,62+2,62+2,62+2,63+2
241025,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,65+2,65+2,65+2,65+2,60+2,60+2,60+2,65+2,52+2,50+2,50+2,50+2,52+2,49+2,45+2,45+2,45+2,49+2
183425,65+2,65+2,65+2,60+2,61+2,61+2,61+2,60+2,57+2,57+2,57+2,58+2,50+2,50+2,50+2,58+2,46+2,44+2,44+2,44+2,46+2,45+2,46+2,46+2,46+2,45+2
191105,58+2,58+2,58+2,62+2,60+2,60+2,60+2,62+2,61+2,61+2,61+2,64+2,61+2,61+2,61+2,64+2,66+2,63+2,63+2,63+2,66+2,65+2,60+2,60+2,60+2,65+2
206210,66+2,66+2,66+2,63+2,64+2,64+2,64+2,63+2,62+2,62+2,62+2,62+2,56+2,56+2,56+2,62+2,46+2,42+2,42+2,42+2,46+2,44+2,37+2,37+2,37+2,44+2
243586,65+2,65+2,65+2,61+2,65+2,65+2,65+2,61+2,62+2,62+2,62+2,59+2,54+2,54+2,54+2,59+2,42+2,40+2,40+2,40+2,42+2,40+2,37+2,37+2,37+2,40+2
