ID,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
232875,7.0,6.0,12.0,6.0,7.0
234667,10.0,9.0,11.0,9.0,12.0
134828,6.0,15.0,16.0,13.0,10.0
232620,10.0,6.0,13.0,13.0,7.0
47020,64.0,66.0,65.0,71.0,65.0
210861,10.0,10.0,9.0,6.0,11.0
214701,15.0,9.0,14.0,12.0,15.0
216237,10.0,12.0,14.0,9.0,7.0
230829,6.0,12.0,9.0,7.0,13.0
208302,13.0,14.0,14.0,10.0,7.0
232622,9.0,10.0,12.0,8.0,14.0
234670,6.0,5.0,12.0,14.0,7.0
205999,7.0,12.0,12.0,13.0,12.0
233647,8.0,8.0,6.0,11.0,9.0
208304,10.0,14.0,12.0,10.0,7.0
214192,9.0,6.0,10.0,8.0,14.0
221360,9.0,8.0,10.0,14.0,8.0
229040,8.0,8.0,15.0,12.0,14.0
231856,13.0,7.0,10.0,9.0,7.0
202161,14.0,8.0,11.0,7.0,14.0
222129,68.0,67.0,66.0,67.0,68.0
223921,14.0,8.0,9.0,14.0,11.0
228017,14.0,12.0,6.0,12.0,9.0
162993,10.0,7.0,9.0,9.0,8.0
230321,67.0,59.0,58.0,68.0,71.0
239025,10.0,7.0,8.0,6.0,15.0
202162,8.0,9.0,8.0,11.0,8.0
241586,7.0,13.0,6.0,12.0,15.0
191154,6.0,14.0,6.0,12.0,16.0
204211,8.0,7.0,8.0,9.0,6.0
210867,11.0,9.0,11.0,13.0,10.0
234163,6.0,11.0,11.0,5.0,13.0
218548,10.0,11.0,8.0,12.0,14.0
191924,68.0,66.0,63.0,62.0,69.0
215477,8.0,14.0,16.0,9.0,8.0
216245,68.0,67.0,67.0,65.0,68.0
222645,10.0,13.0,13.0,15.0,14.0
234933,14.0,9.0,12.0,12.0,5.0
202422,8.0,8.0,8.0,13.0,13.0
205750,13.0,9.0,8.0,10.0,10.0
214198,8.0,11.0,7.0,9.0,7.0
214710,11.0,12.0,7.0,6.0,14.0
222134,16.0,15.0,12.0,12.0,13.0
227766,11.0,6.0,15.0,12.0,12.0
232374,9.0,8.0,6.0,12.0,9.0
198840,11.0,8.0,7.0,14.0,11.0
205752,10.0,10.0,10.0,11.0,7.0
214200,15.0,6.0,9.0,12.0,12.0
220600,15.0,11.0,10.0,7.0,10.0
204217,16.0,12.0,15.0,10.0,12.0
210361,14.0,11.0,7.0,9.0,10.0
221625,10.0,6.0,9.0,15.0,9.0
232377,7.0,14.0,9.0,6.0,8.0
235705,12.0,15.0,13.0,9.0,12.0
198330,9.0,6.0,13.0,10.0,13.0
202170,13.0,9.0,14.0,7.0,8.0
204730,11.0,14.0,8.0,12.0,10.0
231098,13.0,9.0,11.0,12.0,7.0
202171,12.0,13.0,14.0,8.0,15.0
204219,11.0,12.0,11.0,9.0,8.0
214715,16.0,13.0,15.0,8.0,15.0
241595,7.0,11.0,10.0,10.0,13.0
190139,11.0,15.0,14.0,15.0,9.0
207804,6.0,9.0,14.0,13.0,12.0
209852,6.0,14.0,9.0,8.0,8.0
214972,13.0,9.0,11.0,7.0,9.0
219836,67.0,65.0,61.0,67.0,69.0
224444,8.0,14.0,16.0,14.0,15.0
232380,8.0,15.0,11.0,12.0,6.0
177340,65.0,66.0,63.0,68.0,66.0
183997,10.0,8.0,9.0,6.0,13.0
189885,9.0,11.0,6.0,16.0,13.0
203966,11.0,15.0,11.0,6.0,6.0
142270,11.0,10.0,8.0,8.0,9.0
210110,16.0,15.0,11.0,15.0,14.0
210366,70.0,63.0,65.0,64.0,71.0
177598,12.0,10.0,8.0,15.0,6.0
186558,16.0,14.0,10.0,8.0,14.0
200895,11.0,11.0,12.0,9.0,9.0
213695,9.0,8.0,11.0,8.0,12.0
229055,14.0,12.0,8.0,13.0,10.0
233151,8.0,9.0,15.0,7.0,10.0
238015,13.0,10.0,15.0,12.0,11.0
176575,7.0,14.0,14.0,7.0,11.0
221120,13.0,9.0,15.0,7.0,16.0
223424,16.0,12.0,13.0,7.0,9.0
234688,13.0,14.0,13.0,7.0,14.0
240320,7.0,11.0,9.0,8.0,6.0
182464,8.0,9.0,10.0,11.0,15.0
183488,15.0,13.0,15.0,6.0,10.0
230849,12.0,14.0,7.0,8.0,15.0
234433,9.0,8.0,7.0,9.0,5.0
200898,11.0,15.0,15.0,11.0,11.0
203458,11.0,10.0,8.0,11.0,12.0
206018,13.0,15.0,11.0,12.0,15.0
208834,12.0,11.0,12.0,15.0,7.0
217794,7.0,14.0,12.0,9.0,10.0
224962,7.0,13.0,10.0,7.0,12.0
202179,16.0,12.0,10.0,14.0,7.0
213699,14.0,8.0,12.0,8.0,8.0
219587,8.0,10.0,9.0,7.0,8.0
100803,15.0,12.0,9.0,15.0,10.0
232643,14.0,11.0,7.0,9.0,13.0
244675,15.0,11.0,6.0,15.0,7.0
198852,10.0,16.0,15.0,10.0,7.0
212420,14.0,12.0,8.0,8.0,8.0
231108,11.0,12.0,12.0,6.0,8.0
232900,8.0,15.0,9.0,13.0,11.0
102084,7.0,12.0,6.0,6.0,15.0
233924,7.0,11.0,13.0,11.0,10.0
237252,14.0,12.0,12.0,11.0,7.0
138181,11.0,15.0,13.0,8.0,11.0
225733,8.0,8.0,12.0,14.0,11.0
226757,8.0,15.0,14.0,9.0,13.0
161733,7.0,16.0,7.0,12.0,10.0
235973,9.0,10.0,10.0,14.0,14.0
239045,15.0,6.0,11.0,14.0,14.0
177605,12.0,8.0,13.0,16.0,8.0
187077,15.0,7.0,15.0,14.0,7.0
155334,11.0,8.0,8.0,15.0,14.0
231366,14.0,8.0,11.0,12.0,14.0
231878,68.0,65.0,66.0,66.0,67.0
211911,15.0,10.0,11.0,9.0,13.0
214983,69.0,64.0,62.0,67.0,69.0
224455,13.0,11.0,10.0,14.0,15.0
229319,9.0,10.0,7.0,9.0,6.0
188871,11.0,10.0,12.0,8.0,9.0
203464,12.0,12.0,15.0,9.0,12.0
227528,8.0,7.0,11.0,15.0,12.0
237512,8.0,8.0,11.0,13.0,9.0
171721,9.0,7.0,11.0,6.0,7.0
237769,5.0,7.0,12.0,9.0,15.0
238537,8.0,8.0,7.0,6.0,10.0
176585,10.0,16.0,16.0,11.0,16.0
222154,16.0,6.0,9.0,14.0,14.0
222922,13.0,11.0,10.0,10.0,12.0
163530,15.0,10.0,14.0,9.0,16.0
234698,12.0,11.0,13.0,10.0,6.0
235466,10.0,10.0,7.0,9.0,6.0
210635,15.0,16.0,14.0,10.0,14.0
219595,12.0,10.0,13.0,13.0,13.0
177099,6.0,11.0,6.0,14.0,9.0
178379,11.0,12.0,13.0,9.0,15.0
237004,10.0,13.0,12.0,7.0,11.0
208589,10.0,7.0,14.0,7.0,11.0
231885,6.0,9.0,6.0,7.0,5.0
244685,13.0,14.0,5.0,11.0,13.0
215758,9.0,13.0,11.0,8.0,10.0
169422,7.0,12.0,9.0,12.0,16.0
180174,11.0,8.0,14.0,11.0,8.0
216527,12.0,14.0,15.0,6.0,15.0
239567,10.0,14.0,7.0,14.0,7.0
179663,14.0,14.0,14.0,13.0,16.0
200912,15.0,10.0,9.0,12.0,7.0
223696,9.0,15.0,8.0,12.0,13.0
169424,14.0,14.0,15.0,6.0,11.0
236752,12.0,8.0,15.0,13.0,9.0
216017,14.0,13.0,14.0,16.0,11.0
222161,8.0,13.0,10.0,11.0,6.0
204242,14.0,10.0,15.0,15.0,9.0
209618,15.0,13.0,12.0,8.0,15.0
219346,9.0,11.0,9.0,12.0,10.0
227794,10.0,7.0,12.0,9.0,14.0
241874,10.0,8.0,11.0,13.0,15.0
206035,14.0,10.0,14.0,9.0,6.0
201940,68.0,65.0,55.0,67.0,69.0
219604,14.0,12.0,7.0,11.0,11.0
224724,7.0,7.0,6.0,7.0,15.0
224980,9.0,6.0,14.0,16.0,7.0
225748,10.0,8.0,14.0,15.0,16.0
182996,10.0,11.0,16.0,6.0,13.0
210389,14.0,12.0,15.0,13.0,8.0
216789,15.0,10.0,8.0,11.0,12.0
219861,7.0,13.0,10.0,11.0,14.0
224213,8.0,16.0,16.0,11.0,14.0
230357,16.0,13.0,10.0,15.0,16.0
234197,65.0,63.0,66.0,66.0,67.0
199638,9.0,12.0,9.0,10.0,7.0
206038,13.0,10.0,13.0,15.0,8.0
210134,15.0,7.0,14.0,13.0,7.0
228310,9.0,9.0,9.0,8.0,14.0
234710,11.0,6.0,12.0,12.0,13.0
237526,10.0,13.0,6.0,10.0,11.0
195286,15.0,8.0,15.0,14.0,6.0
202199,68.0,66.0,64.0,66.0,69.0
211671,13.0,6.0,9.0,10.0,12.0
216791,12.0,12.0,7.0,12.0,11.0
189655,11.0,7.0,10.0,7.0,6.0
201944,13.0,7.0,15.0,13.0,12.0
202200,11.0,15.0,12.0,14.0,16.0
204504,6.0,14.0,13.0,7.0,11.0
209112,9.0,15.0,12.0,6.0,15.0
214488,8.0,11.0,12.0,14.0,6.0
230872,71.0,59.0,63.0,62.0,70.0
203225,8.0,13.0,11.0,13.0,15.0
216025,7.0,9.0,8.0,15.0,9.0
221401,15.0,14.0,9.0,8.0,9.0
239577,9.0,12.0,13.0,9.0,8.0
214746,13.0,15.0,16.0,12.0,11.0
216282,13.0,15.0,11.0,8.0,9.0
226266,10.0,11.0,7.0,7.0,7.0
173530,14.0,8.0,7.0,15.0,6.0
200667,7.0,14.0,14.0,11.0,7.0
212443,16.0,16.0,7.0,14.0,10.0
242651,14.0,9.0,11.0,14.0,9.0
184283,8.0,14.0,13.0,13.0,11.0
190939,10.0,7.0,11.0,9.0,10.0
213724,11.0,13.0,12.0,13.0,12.0
158172,7.0,15.0,7.0,9.0,9.0
226012,12.0,6.0,11.0,12.0,12.0
228828,13.0,13.0,14.0,9.0,8.0
233436,9.0,9.0,11.0,6.0,14.0
227549,15.0,12.0,15.0,7.0,7.0
232669,14.0,6.0,12.0,8.0,8.0
238557,9.0,12.0,12.0,6.0,13.0
198622,14.0,10.0,10.0,9.0,9.0
211166,15.0,9.0,15.0,16.0,8.0
217054,8.0,15.0,12.0,13.0,13.0
205535,14.0,12.0,15.0,11.0,14.0
214495,10.0,6.0,12.0,15.0,13.0
216799,8.0,11.0,11.0,7.0,14.0
220127,10.0,14.0,11.0,11.0,13.0
234463,10.0,10.0,11.0,13.0,10.0
244447,10.0,14.0,6.0,6.0,12.0
221664,15.0,13.0,8.0,8.0,14.0
237024,10.0,14.0,13.0,7.0,12.0
244960,12.0,9.0,12.0,12.0,5.0
184288,7.0,7.0,12.0,10.0,10.0
202977,13.0,15.0,13.0,10.0,12.0
213985,7.0,15.0,15.0,8.0,8.0
221665,11.0,14.0,15.0,14.0,13.0
237537,8.0,11.0,10.0,11.0,7.0
192481,1.0,1.0,1.0,1.0,1.0
199394,12.0,8.0,11.0,10.0,11.0
201442,12.0,10.0,16.0,12.0,11.0
138722,6.0,11.0,14.0,12.0,15.0
10466,6.0,13.0,6.0,10.0,11.0
209378,7.0,12.0,6.0,13.0,12.0
215010,8.0,11.0,8.0,12.0,7.0
171490,66.0,65.0,61.0,69.0,65.0
224995,7.0,12.0,13.0,7.0,12.0
221924,10.0,14.0,9.0,9.0,7.0
237540,8.0,8.0,6.0,6.0,6.0
185316,9.0,6.0,14.0,16.0,8.0
189924,6.0,13.0,10.0,12.0,9.0
190180,12.0,11.0,12.0,12.0,13.0
202469,68.0,63.0,71.0,65.0,69.0
203749,13.0,15.0,9.0,9.0,9.0
138981,15.0,10.0,11.0,12.0,12.0
206053,6.0,10.0,7.0,12.0,7.0
215013,7.0,12.0,16.0,11.0,15.0
216037,6.0,5.0,7.0,11.0,13.0
233957,12.0,9.0,7.0,13.0,10.0
179685,67.0,61.0,71.0,69.0,67.0
184549,15.0,15.0,13.0,15.0,10.0
206310,15.0,8.0,13.0,8.0,14.0
208102,14.0,13.0,15.0,8.0,8.0
151270,9.0,12.0,15.0,13.0,15.0
111590,12.0,8.0,10.0,12.0,8.0
178150,13.0,13.0,11.0,6.0,16.0
196070,7.0,8.0,9.0,10.0,13.0
203751,1.0,1.0,1.0,1.0,1.0
214503,63.0,65.0,68.0,69.0,68.0
215527,16.0,16.0,15.0,8.0,10.0
216295,13.0,7.0,8.0,14.0,11.0
219623,14.0,10.0,11.0,13.0,13.0
156903,9.0,11.0,15.0,14.0,12.0
179687,12.0,13.0,11.0,16.0,10.0
183527,6.0,14.0,8.0,12.0,11.0
192231,11.0,6.0,8.0,12.0,7.0
213736,68.0,65.0,64.0,65.0,69.0
215528,13.0,15.0,13.0,7.0,9.0
243944,6.0,9.0,12.0,15.0,7.0
53736,65.0,65.0,71.0,65.0,67.0
194792,15.0,12.0,13.0,7.0,7.0
212457,6.0,10.0,14.0,15.0,6.0
226793,15.0,10.0,11.0,14.0,10.0
233193,14.0,14.0,8.0,7.0,11.0
236265,14.0,6.0,5.0,12.0,11.0
243945,5.0,6.0,9.0,7.0,11.0
199146,10.0,10.0,7.0,12.0,7.0
212714,13.0,13.0,11.0,13.0,11.0
237546,14.0,6.0,10.0,13.0,12.0
190698,65.0,64.0,60.0,65.0,68.0
205291,15.0,9.0,10.0,13.0,13.0
223979,14.0,15.0,7.0,15.0,8.0
220396,11.0,9.0,9.0,15.0,6.0
45548,9.0,9.0,9.0,12.0,12.0
191980,8.0,16.0,12.0,8.0,14.0
199917,8.0,13.0,15.0,7.0,9.0
214509,9.0,9.0,14.0,12.0,7.0
237293,6.0,9.0,8.0,10.0,12.0
213486,7.0,8.0,10.0,13.0,14.0
214254,12.0,7.0,15.0,13.0,8.0
224494,13.0,12.0,12.0,6.0,12.0
238062,9.0,14.0,10.0,12.0,14.0
175598,12.0,14.0,15.0,16.0,11.0
178414,14.0,6.0,13.0,11.0,10.0
213743,8.0,15.0,13.0,14.0,11.0
222959,13.0,7.0,10.0,13.0,10.0
234223,7.0,14.0,7.0,11.0,14.0
236015,7.0,7.0,14.0,15.0,11.0
239855,10.0,11.0,10.0,13.0,12.0
213488,7.0,9.0,8.0,15.0,10.0
221680,9.0,13.0,6.0,14.0,15.0
224496,7.0,9.0,7.0,6.0,10.0
237040,8.0,15.0,9.0,5.0,15.0
203249,14.0,13.0,9.0,15.0,13.0
221425,6.0,6.0,7.0,8.0,10.0
199410,15.0,13.0,8.0,13.0,7.0
169458,8.0,13.0,11.0,14.0,8.0
237554,8.0,10.0,15.0,13.0,13.0
240114,11.0,10.0,6.0,5.0,10.0
177138,8.0,7.0,16.0,13.0,9.0
220915,9.0,13.0,9.0,8.0,14.0
163571,9.0,8.0,8.0,8.0,6.0
229619,12.0,11.0,10.0,7.0,10.0
235507,8.0,9.0,7.0,5.0,7.0
184819,14.0,8.0,12.0,9.0,15.0
186611,66.0,64.0,62.0,64.0,73.0
199668,10.0,14.0,11.0,12.0,14.0
219636,11.0,10.0,12.0,10.0,14.0
221684,15.0,12.0,8.0,15.0,8.0
229620,13.0,12.0,15.0,13.0,7.0
234740,9.0,7.0,11.0,15.0,8.0
175092,11.0,9.0,10.0,15.0,10.0
245492,9.0,7.0,7.0,14.0,10.0
225013,15.0,6.0,7.0,9.0,12.0
234741,12.0,7.0,7.0,9.0,10.0
235253,8.0,12.0,8.0,5.0,7.0
204534,62.0,71.0,73.0,67.0,65.0
167926,10.0,14.0,11.0,10.0,9.0
243446,13.0,11.0,10.0,10.0,10.0
245238,11.0,15.0,13.0,8.0,13.0
199159,13.0,12.0,14.0,13.0,15.0
202231,11.0,12.0,12.0,13.0,16.0
216823,9.0,9.0,9.0,13.0,11.0
233207,8.0,10.0,14.0,14.0,8.0
221944,10.0,11.0,9.0,9.0,16.0
236024,10.0,7.0,6.0,14.0,9.0
177912,6.0,9.0,10.0,11.0,12.0
200697,16.0,13.0,14.0,13.0,15.0
215289,15.0,12.0,14.0,9.0,10.0
222969,13.0,10.0,9.0,11.0,13.0
224761,70.0,63.0,57.0,63.0,72.0
232697,14.0,8.0,12.0,14.0,13.0
236537,8.0,14.0,6.0,10.0,6.0
173305,13.0,14.0,12.0,14.0,12.0
239097,15.0,9.0,11.0,6.0,10.0
207610,66.0,65.0,64.0,68.0,70.0
209402,7.0,12.0,11.0,7.0,6.0
232698,14.0,7.0,5.0,7.0,8.0
104442,10.0,8.0,11.0,11.0,10.0
214779,13.0,16.0,8.0,10.0,10.0
232699,13.0,10.0,12.0,6.0,8.0
235515,7.0,11.0,11.0,12.0,13.0
226556,10.0,7.0,10.0,11.0,13.0
229628,8.0,6.0,6.0,15.0,6.0
171772,7.0,6.0,7.0,14.0,13.0
202749,7.0,8.0,16.0,10.0,12.0
224509,6.0,15.0,14.0,8.0,13.0
214014,12.0,11.0,13.0,8.0,7.0
104702,9.0,15.0,7.0,8.0,16.0
229631,11.0,7.0,9.0,11.0,6.0
246015,12.0,14.0,9.0,8.0,12.0
198144,11.0,13.0,10.0,6.0,7.0
203264,15.0,8.0,12.0,15.0,12.0
214016,13.0,15.0,13.0,14.0,11.0
221696,15.0,6.0,13.0,11.0,15.0
165888,14.0,8.0,16.0,10.0,11.0
232192,7.0,6.0,6.0,13.0,13.0
234496,8.0,14.0,10.0,14.0,8.0
204033,10.0,9.0,8.0,11.0,14.0
209409,14.0,11.0,10.0,11.0,11.0
225793,7.0,6.0,12.0,14.0,11.0
239361,14.0,8.0,7.0,14.0,11.0
222466,7.0,9.0,6.0,11.0,6.0
190722,12.0,15.0,13.0,10.0,7.0
202243,7.0,16.0,15.0,10.0,14.0
143107,13.0,14.0,9.0,12.0,14.0
232451,7.0,8.0,9.0,15.0,10.0
238595,11.0,5.0,15.0,12.0,7.0
222724,16.0,12.0,8.0,16.0,15.0
229892,8.0,12.0,6.0,6.0,12.0
242180,12.0,9.0,14.0,12.0,13.0
244228,15.0,14.0,8.0,10.0,9.0
244740,13.0,12.0,7.0,13.0,7.0
199173,9.0,9.0,12.0,14.0,15.0
203781,15.0,6.0,15.0,7.0,16.0
212485,8.0,6.0,10.0,7.0,14.0
213509,14.0,13.0,10.0,10.0,8.0
242181,10.0,7.0,14.0,6.0,10.0
244229,11.0,9.0,7.0,12.0,8.0
220934,8.0,16.0,14.0,15.0,16.0
228870,8.0,14.0,14.0,8.0,6.0
230918,5.0,5.0,9.0,9.0,7.0
233222,10.0,14.0,8.0,9.0,13.0
196615,7.0,14.0,12.0,9.0,8.0
222215,14.0,10.0,9.0,7.0,10.0
244231,8.0,9.0,12.0,7.0,6.0
183559,6.0,13.0,12.0,7.0,10.0
197896,12.0,6.0,11.0,16.0,12.0
214536,10.0,14.0,7.0,14.0,14.0
222216,15.0,12.0,10.0,8.0,6.0
205321,8.0,6.0,7.0,11.0,7.0
234505,11.0,8.0,12.0,11.0,6.0
171017,11.0,10.0,16.0,6.0,11.0
209162,13.0,15.0,15.0,13.0,13.0
210698,12.0,16.0,13.0,8.0,10.0
232714,14.0,6.0,13.0,7.0,15.0
236298,15.0,12.0,12.0,12.0,13.0
243210,7.0,13.0,5.0,7.0,10.0
199435,6.0,9.0,11.0,13.0,8.0
207627,15.0,14.0,10.0,8.0,6.0
224267,11.0,8.0,14.0,13.0,8.0
172555,13.0,11.0,6.0,9.0,14.0
241931,12.0,6.0,13.0,14.0,15.0
178187,11.0,11.0,14.0,13.0,15.0
184331,12.0,6.0,11.0,14.0,9.0
162828,15.0,8.0,14.0,9.0,15.0
167180,14.0,11.0,14.0,9.0,6.0
234764,13.0,7.0,14.0,14.0,11.0
238860,10.0,15.0,6.0,12.0,6.0
244492,8.0,6.0,11.0,5.0,11.0
207629,14.0,9.0,8.0,16.0,10.0
221709,15.0,14.0,6.0,7.0,13.0
236045,6.0,8.0,13.0,15.0,7.0
239373,13.0,7.0,7.0,8.0,9.0
205582,14.0,12.0,11.0,13.0,15.0
211214,16.0,7.0,12.0,9.0,9.0
225550,11.0,9.0,12.0,12.0,10.0
232462,13.0,9.0,7.0,6.0,11.0
232718,6.0,14.0,9.0,11.0,9.0
236302,5.0,12.0,15.0,10.0,15.0
220943,6.0,9.0,9.0,7.0,9.0
224527,14.0,13.0,15.0,8.0,7.0
227599,14.0,9.0,13.0,10.0,7.0
233487,12.0,9.0,5.0,8.0,13.0
184847,12.0,8.0,6.0,11.0,11.0
192015,15.0,12.0,8.0,7.0,15.0
205584,7.0,15.0,6.0,15.0,8.0
220944,69.0,65.0,67.0,66.0,69.0
221456,12.0,9.0,7.0,11.0,8.0
200209,67.0,66.0,60.0,66.0,70.0
213009,10.0,8.0,10.0,8.0,15.0
243985,67.0,64.0,54.0,62.0,69.0
244753,14.0,12.0,15.0,9.0,8.0
208146,13.0,15.0,11.0,12.0,7.0
229650,14.0,6.0,7.0,13.0,12.0
238354,9.0,6.0,10.0,14.0,8.0
240658,8.0,8.0,12.0,15.0,8.0
240914,13.0,13.0,13.0,8.0,14.0
202259,10.0,8.0,11.0,9.0,9.0
212243,12.0,14.0,14.0,10.0,14.0
224019,13.0,14.0,12.0,8.0,14.0
228627,12.0,12.0,8.0,12.0,8.0
228883,7.0,16.0,15.0,7.0,13.0
238867,12.0,12.0,9.0,12.0,15.0
240915,11.0,8.0,12.0,9.0,6.0
190995,15.0,9.0,10.0,7.0,13.0
199700,11.0,9.0,9.0,12.0,8.0
212244,13.0,11.0,11.0,10.0,9.0
221972,13.0,16.0,14.0,14.0,14.0
225812,14.0,14.0,14.0,11.0,8.0
230676,10.0,9.0,11.0,6.0,6.0
243732,10.0,10.0,13.0,7.0,12.0
243988,7.0,9.0,9.0,13.0,8.0
200981,13.0,8.0,6.0,15.0,10.0
208917,16.0,9.0,16.0,14.0,9.0
211221,14.0,10.0,13.0,15.0,7.0
243733,11.0,6.0,9.0,10.0,14.0
186645,9.0,15.0,15.0,12.0,16.0
229910,12.0,9.0,10.0,11.0,11.0
234006,18.0,14.0,11.0,15.0,12.0
234518,11.0,11.0,8.0,14.0,6.0
241686,7.0,14.0,8.0,11.0,10.0
176406,15.0,11.0,6.0,15.0,7.0
193302,68.0,62.0,59.0,64.0,68.0
223255,15.0,12.0,16.0,9.0,10.0
163351,16.0,9.0,8.0,14.0,13.0
243991,9.0,7.0,7.0,13.0,5.0
180759,12.0,8.0,11.0,14.0,6.0
213528,13.0,12.0,9.0,15.0,13.0
229912,14.0,14.0,7.0,12.0,11.0
239384,9.0,6.0,8.0,9.0,11.0
192792,66.0,59.0,69.0,61.0,72.0
210713,15.0,13.0,14.0,8.0,10.0
220185,11.0,6.0,8.0,9.0,7.0
178713,15.0,11.0,11.0,16.0,16.0
188185,12.0,16.0,10.0,10.0,7.0
190489,8.0,9.0,11.0,9.0,11.0
229658,10.0,13.0,12.0,12.0,5.0
200475,7.0,15.0,8.0,12.0,12.0
169243,16.0,10.0,15.0,14.0,6.0
197148,14.0,15.0,7.0,6.0,12.0
202524,8.0,11.0,12.0,16.0,8.0
221468,69.0,64.0,64.0,64.0,67.0
227612,7.0,10.0,14.0,10.0,8.0
227868,11.0,7.0,6.0,10.0,13.0
233500,15.0,13.0,9.0,13.0,9.0
235548,8.0,6.0,7.0,6.0,5.0
236572,8.0,12.0,6.0,9.0,13.0
189724,14.0,13.0,13.0,13.0,12.0
195356,67.0,67.0,63.0,65.0,68.0
143133,14.0,12.0,8.0,13.0,12.0
231197,12.0,8.0,9.0,14.0,13.0
231965,8.0,10.0,8.0,8.0,11.0
238877,10.0,13.0,10.0,10.0,14.0
244509,5.0,9.0,8.0,15.0,7.0
195357,67.0,64.0,65.0,66.0,64.0
211742,15.0,7.0,7.0,6.0,9.0
231966,14.0,6.0,8.0,12.0,7.0
245022,5.0,8.0,10.0,7.0,9.0
144415,15.0,6.0,15.0,10.0,10.0
239135,13.0,15.0,14.0,10.0,13.0
245023,13.0,9.0,11.0,5.0,9.0
213536,68.0,61.0,59.0,67.0,69.0
229152,6.0,7.0,14.0,10.0,5.0
170784,15.0,8.0,16.0,12.0,13.0
207905,7.0,15.0,10.0,12.0,13.0
208929,16.0,14.0,8.0,15.0,6.0
221985,11.0,6.0,6.0,10.0,12.0
223009,10.0,6.0,14.0,8.0,8.0
230177,57.0,74.0,77.0,63.0,68.0
189217,9.0,16.0,13.0,16.0,8.0
221986,13.0,6.0,12.0,14.0,6.0
229154,14.0,10.0,12.0,10.0,10.0
172322,13.0,12.0,11.0,6.0,15.0
238114,6.0,13.0,12.0,6.0,8.0
242722,14.0,8.0,6.0,7.0,6.0
177442,11.0,14.0,11.0,12.0,10.0
201251,6.0,10.0,13.0,9.0,16.0
221475,9.0,10.0,8.0,13.0,12.0
223779,15.0,14.0,16.0,14.0,10.0
229923,12.0,11.0,7.0,9.0,12.0
234787,14.0,13.0,7.0,14.0,10.0
245283,5.0,8.0,8.0,13.0,10.0
202532,9.0,15.0,9.0,12.0,14.0
202788,12.0,13.0,9.0,11.0,16.0
214308,13.0,15.0,6.0,8.0,7.0
185380,8.0,10.0,14.0,16.0,6.0
210213,6.0,12.0,8.0,11.0,8.0
163621,67.0,60.0,60.0,62.0,71.0
231973,15.0,6.0,7.0,12.0,10.0
239397,8.0,10.0,14.0,8.0,10.0
210726,10.0,8.0,9.0,7.0,9.0
233254,9.0,11.0,13.0,10.0,13.0
234534,8.0,14.0,8.0,6.0,6.0
182822,10.0,7.0,16.0,14.0,8.0
213543,7.0,13.0,9.0,11.0,8.0
190247,16.0,13.0,12.0,14.0,11.0
198952,12.0,9.0,7.0,11.0,11.0
208424,15.0,8.0,15.0,9.0,8.0
229416,7.0,7.0,7.0,13.0,10.0
169000,11.0,9.0,15.0,11.0,8.0
242216,13.0,7.0,12.0,11.0,6.0
189224,13.0,7.0,6.0,16.0,9.0
189736,13.0,10.0,7.0,8.0,5.0
205609,16.0,14.0,10.0,12.0,12.0
210217,8.0,12.0,12.0,10.0,15.0
213801,11.0,12.0,13.0,10.0,10.0
219689,13.0,6.0,16.0,8.0,12.0
221482,12.0,6.0,7.0,8.0,7.0
157482,10.0,15.0,7.0,7.0,13.0
237098,5.0,7.0,6.0,13.0,8.0
230187,16.0,11.0,11.0,17.0,13.0
240683,10.0,15.0,14.0,11.0,7.0
245035,10.0,5.0,12.0,12.0,7.0
239660,13.0,11.0,7.0,8.0,12.0
183596,64.0,66.0,67.0,63.0,66.0
193580,13.0,14.0,11.0,9.0,11.0
203309,15.0,13.0,11.0,13.0,10.0
210477,6.0,12.0,6.0,15.0,14.0
220205,8.0,6.0,8.0,11.0,13.0
229677,7.0,12.0,6.0,8.0,8.0
238637,12.0,7.0,14.0,14.0,12.0
239917,11.0,15.0,13.0,15.0,11.0
240685,6.0,11.0,7.0,14.0,10.0
178221,15.0,9.0,7.0,8.0,7.0
208174,12.0,14.0,9.0,7.0,10.0
210990,13.0,14.0,10.0,11.0,15.0
232750,9.0,6.0,13.0,9.0,6.0
202799,7.0,15.0,14.0,14.0,13.0
214063,13.0,9.0,16.0,16.0,14.0
217391,10.0,8.0,9.0,8.0,6.0
217647,7.0,11.0,8.0,9.0,12.0
225071,8.0,7.0,8.0,6.0,6.0
230447,16.0,14.0,15.0,18.0,15.0
243759,66.0,65.0,62.0,63.0,68.0
221488,23.0,17.0,18.0,23.0,17.0
230192,11.0,8.0,19.0,9.0,17.0
238385,6.0,7.0,13.0,14.0,8.0
239921,6.0,14.0,8.0,6.0,10.0
240689,13.0,8.0,13.0,10.0,9.0
244273,12.0,6.0,8.0,12.0,8.0
196145,16.0,14.0,15.0,12.0,12.0
226098,10.0,16.0,16.0,7.0,11.0
226866,10.0,11.0,6.0,7.0,12.0
163634,15.0,15.0,7.0,8.0,11.0
241202,8.0,6.0,9.0,5.0,11.0
246066,8.0,9.0,9.0,13.0,13.0
200499,9.0,11.0,14.0,16.0,11.0
137267,8.0,6.0,8.0,6.0,10.0
202803,8.0,13.0,9.0,15.0,13.0
232755,13.0,15.0,12.0,8.0,5.0
238643,11.0,10.0,11.0,7.0,6.0
242995,15.0,13.0,14.0,6.0,11.0
