id,name,original_name,overview,first_air_date
12433,A Case For Two,Ein Fall für zwei,"Ein Fall für zwei is a German television series, which premiered on September 11, 1981 on ZDF. The series, located in Frankfurt am Main, features two main characters who solve crimes: a defense attorney and a private investigator.

Josef Matula, a former German police officer, has gone into private business. His method of investigation is very effective and direct, and he sometimes even resorts to dirty tricks. Claus Theo Gärtner has portrayed the role since the start of the series.

In contrast, the attorney character has changed several times. The first attorney was Dr. Dieter Renz. Dr. Renz retired in episode #60 and was replaced by Dr. Rainer Franck. In episode #149, Dr. Franck took a job as a law school teacher, and was replaced by Dr. Johannes Voss. In episode #182, Dr. Voss was shot dead by an escaping criminal, and was in turn replaced by Dr. Markus Lessing.

Most of the episodes follow a simple pattern. Someone is murdered, and the police arrest the most likely suspect. The suspect, claiming to be innocent, hires the attorney in the series as his lawyer. The attorney does all the paperwork, talks with the police and attends court. Meanwhile, Matula does all the actual research and detective work - ""gets his hands dirty"", so to speak. Matula often gets into fights, and even though he is in his early sixties, he often knocks out the bad guys. In the end, the original suspect usually turns out to be innocent after all, and the real culprit is found.",1981-09-11
615,Futurama,Futurama,"The adventures of a late-20th-century New York City pizza delivery boy, Philip J. Fry, who, after being unwittingly cryogenically frozen for one thousand years, finds employment at Planet Express, an interplanetary delivery company in the retro-futuristic 31st century.",1999-03-28
37854,One Piece,ワンピース,"Years ago, the fearsome pirate king Gol D. Roger was executed, leaving a huge pile of treasure and the famous ""One Piece"" behind. Whoever claims the ""One Piece"" will be named the new pirate king. Monkey D. Luffy, a boy who consumed one of the ""Devil's Fruits"", has it in his head that he'll follow in the footsteps of his idol, the pirate Shanks, and find the One Piece. It helps, of course, that his body has the properties of rubber and he's surrounded by a bevy of skilled fighters and thieves to help him along the way. Monkey D. Luffy brings a bunch of his crew followed by, Roronoa Zoro, Nami, Usopp, Sanji, Tony-Tony Chopper, Nico Robin, Franky, and Brook. They will do anything to get the One Piece and become King of the Pirates!",1999-10-20
186,Weeds,Weeds,"Weeds is an American dark comedy-drama series created by Jenji Kohan. The central character is Nancy Botwin, a widowed mother of two boys who begins selling cannabis to support her family after her husband dies suddenly of a heart attack. Over the course of the show, she and her family become increasingly entangled in illegal activities.",2005-08-07
32608,Ancient Aliens,Ancient Aliens,"Did intelligent beings from outer space visit Earth thousands of years ago? From the age of the dinosaurs to ancient Egypt, from early cave drawings to continued mass sightings in the US, each episode gives historic depth to the questions, speculations, provocative controversies, first-hand accounts and grounded theories surrounding this age old debate.",2010-04-20
60573,Silicon Valley,Silicon Valley,"In the high-tech gold rush of modern Silicon Valley, the people most qualified to succeed are the least capable of handling success. Partially inspired by Mike Judge’s own experiences as a Silicon Valley engineer in the late ‘80s, Silicon Valley is an American sitcom that centers around six programmers who are living together and trying to make it big in the Silicon Valley.",2014-04-06
2225,Who Wants to Be a Millionaire? (US),Who Wants to Be a Millionaire? (US),"Who Wants to Be a Millionaire is an American television quiz show based upon the British program of the same title, which offers a maximum prize of $1,000,000 for correctly answering a series of consecutive multiple choice questions. Originally, as in the UK edition, contestants were required to correctly answer 15 questions of increasing difficulty, but in 2010, the format was modified so that the contestants are now faced with 14 questions of random difficulty. The program follows the same general premise as its original UK counterpart, and is one of many international variants in the Who Wants to Be a Millionaire? franchise.

The original U.S. version aired on ABC from August 16, 1999 to June 27, 2002, and was hosted by Regis Philbin. The current syndicated version of the show began airing on September 16, 2002, and was launched by Meredith Vieira, who remained host for 11 seasons, with her final first-run episodes airing in May 2013. Vieira was succeeded by Cedric the Entertainer beginning with the premiere of season 12 on September 2, 2013.

As the first U.S. network game show to offer a million-dollar top prize, the show made television history by becoming one of the highest-rated game shows in the history of American television. The U.S. Millionaire has gone on to win seven Daytime Emmy Awards, and TV Guide and GSN have ranked it #7 and #5 on their respective lists of the 50 Greatest Game Shows of All Time. In 2013, TV Guide ranked it #6 in its list of the 60 greatest game shows ever.",1999-08-16
1705,Fringe,Fringe,"FBI Special Agent Olivia Dunham, brilliant but formerly institutionalized scientist Walter Bishop and his scheming, reluctant son Peter uncover a deadly mystery involving a series of unbelievable events and realize they may be a part of a larger, more disturbing pattern that blurs the line between science fiction and technology.",2008-09-09
65334,Miraculous: Tales of Ladybug & Cat Noir,"Miraculous, les aventures de Ladybug et Chat Noir","Normal high school kids by day, protectors of Paris by night! Miraculous follows the heroic adventures of Marinette and Adrien as they transform into Ladybug and Cat Noir and set out to capture akumas, creatures responsible for turning the people of Paris into villains. But neither hero knows the other’s true identity – or that they’re classmates!",2015-10-19
5092,Infinite Challenge,무한도전,"Infinite Challenge has been reported as the first ""Real-Variety"" show in Korean television history. The program is largely unscripted, and follows a similar format of challenge-based Reality Television programs, familiar to the audiences in the West, but the challenges are often silly, absurd, or impossible to achieve, so the program takes on the aspect of a satirical comedy variety show, rather than a more standard reality or contest program. In order to achieve its comedic purposes its 6 hosts and staff continuously proclaim, the elements of this show are the 3-Ds, Dirty, Dangerous, and Difficult.",2005-04-23
30826,La rosa de Guadalupe,La rosa de Guadalupe,Stories about people who get into problems who use the help of Virgin Mary and where a rose appears and their problems are solved.,2008-02-05
13916,Death Note,DEATH NOTE,"Light Yagami is an ace student with great prospects—and he’s bored out of his mind. But all that changes when he finds the Death Note, a notebook dropped by a rogue Shinigami death god. Any human whose name is written in the notebook dies, and Light has vowed to use the power of the Death Note to rid the world of evil. But will Light succeed in his noble goal, or will the Death Note turn him into the very thing he fights against?",2006-10-04
96567,COBRA,COBRA,"As widespread power outages cause chaos and threaten lives across the country, the COBRA (Cabinet Office Briefing Room) committee comprised of the UK’s leading experts and politicians, gathers to find a way to turn the lights back on.",2020-01-17
3934,Mickey Mouse Clubhouse,Mickey Mouse Clubhouse,"Mickey Mouse Clubhouse is an American animated television series, that premiered in prime time on Disney Channel on May 5, 2006. The program was originally part of the Playhouse Disney daily block intended for preschoolers. On February 14, 2011, it was moved to the Disney Junior block, serving as Playhouse Disney's replacement. It is the only Mickey Mouse program to be aimed at preschoolers. The series was co-developed by Bobs Gannaway, who is also responsible for Jake and the Never Land Pirates.

Production of the show was put on a four-month suspension in the spring of 2009, due to the death of voice artist Wayne Allwine, the longtime voice of Mickey Mouse. Production resumed when Bret Iwan has been cast as the fourth performer of Mickey's voice. On June 23, 2013, Bill Farmer, the voice actor for Goofy and Pluto, confirmed on his official Twitter account that Mickey Mouse Clubhouse would cease production after 7 years of episodes. However, reruns will still continue on the Disney Junior 24/7 service.",2006-05-06
4589,Arrested Development,Arrested Development,"The story of a wealthy family that lost everything, and the one son who had no choice but to keep them all together.",2003-11-02
61865,When Calls the Heart,When Calls the Heart,"Elizabeth Thatcher, a young school teacher from a wealthy Eastern family, migrates from the big city to teach school in a small coal mining town in the west.",2014-01-11
1855,Star Trek: Voyager,Star Trek: Voyager,"Pulled to the far side of the galaxy, where the Federation is 75 years away at maximum warp speed, a Starfleet ship must cooperate with Maquis rebels to find a way home.",1995-01-16
45790,JoJo's Bizarre Adventure,ジョジョの奇妙な冒険,"Follow the intergenerational feud between the Joestar Family and various forces of evil, the most prominent of which is Dio Brando and his followers.",2012-10-06
61387,NCIS: New Orleans,NCIS: New Orleans,"A drama about the local field office that investigates criminal cases affecting military personnel in The Big Easy, a city known for its music, entertainment and decadence.",2014-09-23
1781,Little House on the Prairie,Little House on the Prairie,"Little House on the Prairie is an American Western drama television series, starring Michael Landon, Melissa Gilbert, and Karen Grassle, about a family living on a farm in Walnut Grove, Minnesota, in the 1870s and 1880s.",1974-09-11
31911,Fullmetal Alchemist: Brotherhood,鋼の錬金術師 FULLMETAL ALCHEMIST,"Edward and Alphonse Elric's reckless disregard for alchemy's fun­damental laws ripped half of Ed's limbs from his body and left Al's soul clinging to a cold suit of armor. To restore what was lost, the brothers scour a war-torn land for the Philosopher's Sto­ne, a fabled relic which grants the ability to perform alchemy in impossible ways.

The Elrics are not alone in their search; the corrupt State Military is also eager to harness the artifact's power. So too are the strange Homunculi and their shadowy creator. The mythical gem lures exotic alchemists from distant kingdoms, scarring some deeply enough to inspire murder. As the Elrics find their course altered by these enemies and allies, their purpose remains unchanged – and their bond unbreakable.",2009-04-05
4608,30 Rock,30 Rock,"30 Rock is an American television comedy series that ran on NBC from October 11, 2006, to January 31, 2013, and was created by Tina Fey. The series, which is loosely based on Fey's experiences as head writer for Saturday Night Live, takes place behind the scenes of a fictional live sketch comedy series depicted as airing on NBC. The series' name refers to 30 Rockefeller Plaza in New York City, the address of the GE Building, in which the NBC Studios are located.",2006-10-11
4376,JAG,JAG,"JAG is an American legal drama television show with a distinct military theme, created by Donald P. Bellisario, and produced by Belisarius Productions in association with Paramount Network Television. The first season was co-produced with NBC Productions.

Originally conceived as a Top Gun meets A Few Good Men, the pilot episode of JAG first aired on NBC on September 23, 1995; but the series was later canceled on May 22, 1996 after finishing 79th in the ratings, leaving one episode unaired. Rival network CBS picked up the series for a midseason replacement, beginning on January 3, 1997. CBS's decision to air JAG proved to be a good move, as JAG for several seasons climbed in the ratings and was on the air for nine additional seasons. JAG furthermore spawned the hit series NCIS, which in turn spun off another hit, NCIS: Los Angeles.

In total, 227 episodes were produced over 10 seasons and JAG was during its 5th season seen in over 100 countries worldwide. JAG was so popular that it entered syndication early in 1999 and it is still regularly repeated.",1995-09-23
74016,The Resident,The Resident,"A tough, brilliant senior resident guides an idealistic young doctor through his first day, pulling back the curtain on what really happens, both good and bad, in modern-day medicine.",2018-01-21
61056,How to Get Away with Murder,How to Get Away with Murder,"A sexy, suspense-driven legal thriller about a group of ambitious law students and their brilliant, mysterious criminal defense professor. They become entangled in a murder plot and will shake the entire university and change the course of their lives.",2014-09-25
27511,GMTV,GMTV,"GMTV is the name of the national Channel 3 breakfast television contractor/licensee, broadcasting in the United Kingdom from 1 January 1993 to 3 September 2010. It became a wholly owned subsidiary of ITV plc in November 2009. Shortly after, ITV plc announced the programme would end. The final edition of GMTV was broadcast on 3 September 2010.",1993-01-01
64196,Overlord,オーバーロード,"In the year 2138, virtual reality gaming is booming. Yggdrasil, a popular online game is quietly shut down one day. However, one player named Momonga decides to not log out. Momonga is then transformed into the image of a skeleton as ""the most powerful wizard."" The world continues to change, with non-player characters (NPCs) beginning to feel emotion. Having no parents, friends, or place in society, this ordinary young man Momonga then strives to take over the new world the game has become.",2015-07-07
65820,Van Helsing,Van Helsing,"Vanessa Helsing, the daughter of famous vampire hunter and Dracula nemesis Abraham Van Helsing is resurrected five years in the future to find out that vampires have taken over the world and that she possesses unique power over them. She is humanity’s last hope to lead an offensive to take back what has been lost.",2016-09-23
33907,Downton Abbey,Downton Abbey,"A chronicle of the lives of the aristocratic Crawley family and their servants in the post-Edwardian era—with great events in history having an effect on their lives and on the British social hierarchy.

",2010-09-26
66788,13 Reasons Why,13 Reasons Why,"After a teenage girl's perplexing suicide, a classmate receives a series of tapes that unravel the mystery of her tragic choice.",2017-03-31
49011,Mom,Mom,"Aan irreverent and outrageous take on true family love‐and dysfunction. Newly sober single mom Christy struggles to raise two children in a world full of temptations and pitfalls. Testing her sobriety is her formerly estranged mother, now back in Christy's life and eager to share passive-aggressive insights into her daughter's many mistakes.",2013-09-23
79696,Manifest,Manifest,"After landing from a turbulent but routine flight, the crew and passengers of Montego Air Flight 828 discover five years have passed in what seemed like a few hours. As their new realities become clear, a deeper mystery unfolds and some of the returned passengers soon realize they may be meant for something greater than they ever thought possible.",2018-09-24
35610,InuYasha,戦国お伽草子–犬夜叉,"Kagome Higurashi is a modern day young girl who lives with her family by the old Higure shrine. Unbeknownst to Kagome, she is the reincarnation of priestess Kikyo and posseses the ""Jewel of Four Souls"" (the Shikon jewel). One ill-fated day, Kagome locates an ancient well near her home and is abruptly transported through the well and into a feudal Japan, inhabited by demons. There, she encounters Inuyasha, son of a powerful demon father and a human mother, who is pinned to a tree by an enchanted arrow.",2000-10-16
3670,Cops,Cops,"Follow real-life law enforcement officers from various regions and departments of the United States armed with nothing but with cameras to capture their actions, performing their daily duty to serve and protect the public.",1989-03-11
2140,Everybody Loves Raymond,Everybody Loves Raymond,"Everybody Loves Raymond is an American television sitcom starring Ray Romano, Patricia Heaton, Brad Garrett, Doris Roberts, and Peter Boyle. It originally ran on CBS from September 13, 1996, to May 16, 2005. Many of the situations from the show are based on the real-life experiences of Romano, creator/producer Phil Rosenthal and the show's writing staff. The main characters on the show are also loosely based on Romano's and Rosenthal's real-life family members.

The show reruns in syndication on various channels, such as TBS, TV Land, and in most TV markets on local stations. From 2000 to 2007, KingWorld distributed the show for off-network syndication and Warner Bros. Television Distribution handled international distribution. In 2007, CBS Television Distribution took over King World's distribution. CBS only owns American syndication rights; ancillary rights are controlled by HBO and Warner Bros. Television.",1996-09-13
14509,In aller Freundschaft,In aller Freundschaft,"German soap opera about the staff of the fictional hospital ""Sachsenklinik"" in the city of Leipzig.",1998-10-26
873,Columbo,Columbo,"Columbo is a friendly, verbose, disheveled-looking police detective who is consistently underestimated by his suspects. Despite his unprepossessing appearance and apparent absentmindedness, he shrewdly solves all of his cases and secures all evidence needed for indictment. His formidable eye for detail and meticulously dedicated approach often become clear to the killer only late in the storyline.",1971-09-15
31991,WWE NXT,WWE NXT,Wrestlers will portray heroes or villains as they follow a series of events that build tension and culminate in a wrestling match or series of matches.,2010-02-23
4546,Curb Your Enthusiasm,Curb Your Enthusiasm,"The off-kilter, unscripted comic vision of Larry David, who plays himself in a parallel universe in which he can't seem to do anything right, and, by his standards, neither can anyone else.",2000-10-15
14929,Heartland,Heartland,"Life is hard on the Flemings' ranch in the Alberta foothills where abused or neglected horses find refuge with a kind, hard-working family. Debts abound and the bank is about to foreclose. Can they keep the ranch running?",2007-10-14
141,Cheers,Cheers,The story about a blue-collar Boston bar run by former sports star Sam Malone and the quirky and wonderful people who worked and drank there.,1982-09-30
1404,Chuck,Chuck,"When Buy More computer geek Chuck Bartowski unwittingly downloads a database of government information and deadly fighting skills into his head, he becomes the CIA's most vital secret. This sets Chuck on a path to become a full-fledged spy.",2007-09-24
11366,Big Brother,Big Brother,"A British reality television game show in which a number of contestants live in an isolated house for several weeks, trying to avoid being evicted by the public with the aim of winning a large cash prize at the end of the run.",2000-07-14
44305,DreamWorks Dragons,DreamWorks Dragons,"DreamWorks Dragons is an American computer-animated television series airing on Cartoon Network based on the 2010 film How to Train Your Dragon. The series serves as a bridge between the first film and its 2014 sequel. Riders of Berk follows Hiccup as he tries to keep balance within the new cohabitation of Dragons and Vikings. Alongside keeping up with Berk's newest installment — A Dragon Training Academy — Hiccup, Toothless, and the rest of the Viking Teens are put to the test when they are faced with new worlds harsher than Berk, new dragons that can't all be trained, and new enemies who are looking for every reason to destroy the harmony between Vikings and Dragons all together.",2012-08-07
79501,Doom Patrol,Doom Patrol,"The Doom Patrol’s members each suffered horrible accidents that gave them superhuman abilities — but also left them scarred and disfigured. Traumatized and downtrodden, the team found purpose through The Chief, who brought them together to investigate the weirdest phenomena in existence — and to protect Earth from what they find.",2019-02-15
63333,The Last Kingdom,The Last Kingdom,"A show of heroic deeds and epic battles with a thematic depth that embraces politics, religion, warfare, courage, love, loyalty and our universal search for identity. Combining real historical figures and events with fictional characters, it is the story of how a people combined their strength under one of the most iconic kings of history in order to reclaim their land for themselves and build a place they call home.",2015-10-10
62704,Ballers,Ballers,"Looking at the lives of former and current football players, the show follows former superstar Spencer Strasmore as he gets his life on track in retirement while mentoring other current and former players through the daily grind of the business of football.",2015-06-21
60554,Star Wars Rebels,Star Wars Rebels,"Set between the events of Star Wars: Episodes III and IV, the story unfolds during a dark time when the evil Galactic Empire is tightening its grip of power on the galaxy. Imperial forces have occupied a remote planet and are ruining the lives of its people. The motley but clever crew of the starship Ghost — cowboy Jedi Kanan, ace pilot Hera, street-smart teenager Ezra, the “muscle” Zeb, warrior firebrand Sabine, and cantankerous old astromech droid Chopper — is among a select few who are brave enough to stand against the Empire. Together, they will face threatening new villains, encounter colorful adversaries, embark on thrilling adventures, and become heroes with the power to ignite a rebellion.",2014-10-13
71663,Black Lightning,Black Lightning,"Jefferson Pierce is a man wrestling with a secret. As the father of two daughters and principal of a charter high school that also serves as a safe haven for young people in a New Orleans neighborhood overrun by gang violence, he is a hero to his community.",2018-01-16
65930,My Hero Academia,僕のヒーローアカデミア,"In a world where eighty percent of the population has some kind of super-powered Quirk, Izuku was unlucky enough to be born completely normal. But that won’t stop him from enrolling in a prestigious hero academy. Now, he’ll get his first taste of brutal rivalry from other schools as he braves the cutthroat, no-holds-barred provisional license exam.",2016-04-03
68421,Altered Carbon,Altered Carbon,"After 250 years on ice, a prisoner returns to life in a new body with one chance to win his freedom: by solving a mind-bending murder.",2018-02-02
60866,iZombie,iZombie,"A medical student who becomes a zombie joins a Coroner's Office in order to gain access to the brains she must reluctantly eat so that she can maintain her humanity. But every brain she eats, she also inherits their memories and must now solve their deaths with help from the Medical examiner and a police detective.",2015-03-17
46195,Monogatari,化物語,"The Monogatari Series revolves around on Koyomi Araragi, a third-year high school student who survived a vampire attack, and finds himself helping some girls involved with all kinds of apparitions, deities, ghosts, mythological beasts, and spirits.",2009-07-03
61418,Jane the Virgin,Jane the Virgin,"A comedy-drama following a chaste young woman who is accidentally impregnated via artificial insemination as she struggles to inform her devoutly religious family and make the right choices concerning the child. Based on the telenovela ""Juana la virgen.""",2014-10-13
80752,See,See,"A virus has decimated humankind. Those who survived emerged blind. Centuries later when twins are born with the mythic ability to see, their father must protect his tribe against a threatened queen.",2019-11-01
5371,iCarly,iCarly,"Watch Carly, Sam, and Freddie, as they try to balance their everyday 8th grade lives with their newfound fame managing and starring in the most awesome show on the web.",2007-09-08
1435,The Good Wife,The Good Wife,The Good Wife is a legal drama starring Emmy Award winner Julianna Margulies as a wife and mother who boldly assumes full responsibility for her family and re-enters the workforce after her husband's very public sex and political corruption scandal lands him in jail.,2009-09-22
98510,Omniscient,Onisciente,"In a city where citizens are monitored 24/7, a tech employee must outsmart her surveillance drone in order to investigate a murder.",2020-01-29
10283,Archer,Archer,"Sterling Archer is the world's most daunting spy. He works for ISIS, a spy agency run by his mother. In between dealing with his boss and his co-workers - one of whom is his ex-girlfriend - Archer manages to annoy or seduce everyone that crosses his path. His antics are only excusable because at the end of the day, he still somehow always manages to thwart whatever crises was threatening mankind.",2009-09-17
19758,SOKO Leipzig,SOKO Leipzig,"SOKO Leipzig is a German police procedural television programme, a spin-off of the earlier German police programme SOKO 5113. It was first broadcast on 31 January 2001, on German television channel ZDF. On 12 November 2008, the first part of a two-part crossover between SOKO Leipzig and British police procedural The Bill was aired, with the same version being shown on both ZDF and British television channel ITV1.",2001-01-31
97141,Justin Bieber: Seasons,Justin Bieber: Seasons,"An intimate behind-the-scenes look at Justin Bieber's private life, including never-before-seen footage of his wedding to Hailey Bieber and his day-to-day alongside those in his inner circle.",2020-01-27
1639,Heroes,Heroes,Common people discover that they have super powers. Their lives intertwine as a devastating event must be prevented.,2006-09-25
2004,Malcolm in the Middle,Malcolm in the Middle,"A gifted young teen tries to survive life with his dimwitted, dysfunctional family.",2000-01-09
4601,Law & Order: Criminal Intent,Law & Order: Criminal Intent,The third installment of the “Law &amp; Order” franchise takes viewers deep into the minds of its criminals while following the intense psychological approaches the Major Case Squad uses to solve its crimes.,2001-09-30
73223,Black Clover,ブラッククローバー,"Asta and Yuno are two orphans who want the same thing: to become the Wizard King. Locked in a friendly rivalry, they work hard towards their goal. While Yuno excels at magic, Asta has a problem uncommon in this world: he has no powers! But, on the day they receive their grimoires, they surprise everyone. To reach their goal, they’ll each find their own path to greatness—with or without magic.",2017-10-03
71738,The Orville,The Orville,"Follows the crew of the not-so-functional exploratory ship in the Earth's interstellar fleet, 400 years in the future.",2017-09-10
5687,The Smurfs,The Smurfs,"Classic Saturday-morning cartoon series featuring magical blue elf-like creatures called Smurfs. The Smurfs, named for their personalities, inhabit a village of mushroom houses in an enchanted forest. These loveable creatures are led by Papa Smurf and live carefree... except for one major threat to their existance: Gargamel, an evil but inept wizard who lives in a stone-built house in the forest; and his feline companion, the equally nasty Azrael. ",1981-09-12
105,Sex and the City,Sex and the City,"Based on the bestselling book by Candace Bushnell, Sex and the City tells the story of four best friends, all single and in their late thirties, as they pursue their careers and talk about their sex lives, all while trying to survive the New York social scene. ",1998-06-06
10083,The Fugitive,The Fugitive,"The Fugitive is an American drama series created by Roy Huggins and produced by QM Productions and United Artists Television that aired on ABC from 1963 to 1967. David Janssen stars as Richard Kimble, a doctor who is falsely convicted of his wife's murder and given the death penalty. En route to death row, Kimble's train derails and crashes, allowing him to escape and begin a cross-country search for the real killer, a ""one-armed man"". At the same time, Dr. Kimble is hounded by the authorities, most notably dogged by Police Lieutenant Philip Gerard.

The Fugitive aired for four seasons, and a total of 120 51-minute episodes were produced. The first three seasons were filmed in black and white; the final season was in color. As of October 2012, The Fugitive is broadcast weekly on Me-TV.

In 2002, The Fugitive was ranked No. 36 on TV Guide's 50 Greatest TV Shows of All Time. TV Guide named the one-armed man #5 in their 2013 list of The 60 Nastiest Villains of All Time.",1963-09-17
75219,9-1-1,9-1-1,"Explore the high-pressure experiences of police officers, paramedics and firefighters who are thrust into the most frightening, shocking and heart-stopping situations. These emergency responders must try to balance saving those who are at their most vulnerable with solving the problems in their own lives.",2018-01-03
1274,Six Feet Under,Six Feet Under,"A darkly comic look at members of a dysfunctional L.A. family that run a funeral business. 

When death is your business, what is your life? For the Fisher family, the world outside of their family-owned funeral home continues to be at least as challenging as--and far less predictable than--the one inside.",2001-06-03
720,DuckTales,DuckTales,"Scrooge McDuck finds his hands full at home when nephews Huey, Dewey and Louie move to Duckburg. Joined by their loyal pals Launchpad McQuack, Gyro Gearloose and Mrs. Beakley, the DuckTales gang never fails to deliver a wealth of adventure. Get ready for a fortune of fun with DuckTales!",1987-09-18
46296,Spartacus,Spartacus,"Spartacus is an American television series inspired by the historical figure of Spartacus, a Thracian gladiator who from 73 to 71 BCE led a major slave uprising against the Roman Republic departing from Capua.",2010-01-22
62017,The Man in the High Castle,The Man in the High Castle,"Explore what it would be like if the Allied Powers had lost WWII, and Japan and Germany ruled the United States. Based on Philip K. Dick's award-winning novel.",2015-01-15
1516,The A-Team,The A-Team,"The A-Team is an American action-adventure television series, running from 1983 to 1987, about a fictional group of ex United States Army Special Forces personnel who work as soldiers of fortune, while on the run from the Army after being branded as war criminals for a ""crime they didn't commit"".",1983-01-23
80748,FBI,FBI,"The elite unit of the New York office of the FBI brings to bear all their talents, intellect and technical expertise on major cases in order to keep New York and the country safe.",2018-09-25
34522,Adaalat,अदालत,"K.D Pathak is a suave, sophisticated, witty and yet unconventional defence lawyer with an impeccable track record. He stands not for his client, but for Justice.",2010-11-20
21755,Pawn Stars,Pawn Stars,"Go inside the colorful world of the pawn business. At the Gold & Silver Pawn Shop on the outskirts of Las Vegas, generations of the Harrison family run the family business, and there’s clashing and camaraderie every step of the way.",2009-07-19
65942,Re:ZERO -Starting Life in Another World-,Re：ゼロから始める異世界生活,"Natsuki Subaru, an ordinary high school  student, is on his way home from the convenience store when he finds  himself transported to another world. As he's lost and confused in a new  world where he doesn't even know left from right, the only person to  reach out to him was a beautiful girl with silver hair. Determined to  repay her somehow for saving him from his own despair, Subaru agrees to  help the girl find something she's looking for.",2016-04-04
66980,Babylon Berlin,Babylon Berlin,"Colognian commissioner Gereon Rath moves to Berlin, the epicenter of political and social changes in the Golden Twenties.",2017-10-13
2352,The Nanny,The Nanny,"Fran, fresh out of her job as a bridal consultant in her boyfriend’s shop, first appears on the doorstep of Broadway producer Maxwell Sheffield peddling cosmetics, and quickly stumbled upon the opportunity to become The Nanny for his three children. But soon Fran, with her offbeat nurturing and no-nonsense honesty, touches Maxwell as well as the kids.",1993-11-03
41149,Die Rosenheim-Cops,Die Rosenheim-Cops,,2002-01-09
69740,Ozark,Ozark,"A financial adviser drags his family from Chicago to the Missouri Ozarks, where he must launder $500 million in five years to appease a drug boss.",2017-07-21
2290,Stargate Atlantis,Stargate Atlantis,"With the Ancients' city of Atlantis discovered in the Pegasus Galaxy by Stargate Command, Dr. Elizabeth Weir and Major Sheppard lead a scientific expedition to the ancient abandoned city. Once there, the team not only find themselves unable to contact Earth, but their explorations unexpectedly reawaken the Ancients' deadly enemies, The Wraith, who hunger for this new prey. Now with the help of newfound local allies like Teyla Emmagan, the Atlantis Team sets about to uncover their new home's secrets even as their war of survival against the Wraith begins.",2004-07-15
4606,Garfield and Friends,Garfield and Friends,"The animated stories of Garfield the cat, Odie the dog, their owner Jon and the trouble they get into. And also Orson the Pig and his adventures on a farm with his fellow farm animals.",1988-09-17
63210,Shadowhunters,Shadowhunters,"When Clary Fray's mother has disappeared, Clary joins a band of Shadowhunters; demon killing hunters, and gets caught up in a plan to save the world.",2016-01-12
61175,Steven Universe,Steven Universe,"A young boy takes his mother's place in a group of gemstone-based beings, and must learn to control his powers.",2013-11-04
1395,Gossip Girl,Gossip Girl,An exclusive group of privileged teens from a posh prep school on Manhattan's Upper East Side whose lives revolve around the blog of the all-knowing albeit ultra-secretive Gossip Girl.,2008-01-19
10160,Big Brother,Big Brother,"American version of the reality game show which follows a group of HouseGuests living together 24 hours a day in the ""Big Brother"" house, isolated from the outside world but under constant surveillance with no privacy for three months.",2000-07-05
90388,Fire in His Fingertips,指先から本気の熱情-幼なじみは消防士-,"Office worker Ryou Fujihashi is trapped inside her apartment which has set ablaze. The firefighters arrive in time to save her, and one of them happens to be Souma Mizuno, Fujihashi's childhood friend who she had a crush on. As the apartment fire gets put out, an old love gets rekindled.",2019-07-07
56296,Orphan Black,Orphan Black,A streetwise hustler is pulled into a compelling conspiracy after witnessing the suicide of a girl who looks just like her.,2013-03-30
83300,Diablero,Diablero,A young priest enlists the help of a demon hunter and a paranormal expert to search for a kidnapped girl in the underworld of Mexico City.,2018-12-21
74440,Harley Quinn,Harley Quinn,Harley Quinn has finally broken things off once and for all with the Joker and attempts to make it on her own as the criminal Queenpin of Gotham City.,2019-11-29
61852,Henry Danger,Henry Danger,"When 13-year-old Henry Hart lands a job as Danger, the sidekick-in-training to superhero Captain Man, he must learn to navigate a double life balancing the challenges of 8th grade with the crazy adventures of a real-life crime fighter!",2014-07-26
39297,Last Man Standing,Last Man Standing,A married father of three tries to maintain his manliness in a world increasingly dominated by women.,2011-10-11
2098,Batman: The Animated Series,Batman: The Animated Series,"Batman: The Animated Series is an American animated television series based on the DC Comics superhero Batman. The series was widely praised for its thematic complexity, dark tone, artistic quality, and faithfulness to its title character's crime-fighting origins.",1992-09-05
79240,Swamp Thing,Swamp Thing,"CDC researcher Abby Arcane investigates what seems to be a deadly swamp-born virus in a small town in Louisiana but she soon discovers that the swamp holds mystical and terrifying secrets. When unexplainable and chilling horrors emerge from the murky marsh, no one is safe.",2019-05-31
62710,Blindspot,Blindspot,"A vast international plot explodes when a beautiful Jane Doe is discovered naked in Times Square, completely covered in mysterious, intricate tattoos with no memory of who she is or how she got there. But there's one tattoo that is impossible to miss: the name of FBI agent Kurt Weller, emblazoned across her back. ""Jane,"" Agent Weller and the rest of the FBI quickly realize that each mark on her body is a crime to solve, leading them closer to the truth about her identity and the mysteries to be revealed.",2015-09-21
83949,Treadstone,Treadstone,"The Treadstone project, having created super spy Jason Bourne, turns its attention on a new protocol to develop unstoppable superhuman assassins.",2019-10-15
3022,Rugrats,Rugrats,"Rugrats is an American animated television series created by Arlene Klasky, Gábor Csupó, and Paul Germain for Nickelodeon. The show focuses on a group of toddlers, most prominently Tommy, Chuckie, Phil, Lil, and Angelica, and their day-to-day lives, usually involving common life experiences that become adventures in the babies' imaginations. Adults in the series are almost always unaware of what the children are up to; however, this only provides more room for the babies to explore and discover their surroundings.",1991-08-11
