id,name,original_name,overview,first_air_date,origin_country,original_language,vote_average,vote_count,popularity,genre_ids
62650,Chicago Med,Chicago Med,"An emotional thrill ride through the day-to-day chaos of the city's most explosive hospital and the courageous team of doctors who hold it together. They will tackle unique new cases inspired by topical events, forging fiery relationships in the pulse-pounding pandemonium of the emergency room.",2015-11-17,['US'],en,7.8,208,35.415,[18]
60797,Scorpion,Scorpion,"Based on a true story, Scorpion is a high-octane drama about eccentric genius Walter O’Brien and his team of brilliant misfits who comprise the last line of defense against complex, high-tech threats of the modern age. As Homeland Security’s new think tank, O’Brien’s “Scorpion” team includes Toby Curtis, an expert behaviorist who can read anyone; Happy Quinn, a mechanical prodigy; and Sylvester Dodd, a statistics guru.",2014-09-22,['US'],en,7.1,413,33.149,"[10759, 18]"
38472,Marvel's Jessica Jones,Marvel's Jessica Jones,"After a tragic ending to her short-lived super hero stint, Jessica Jones is rebuilding her personal life and career as a detective who gets pulled into cases involving people with extraordinary abilities in New York City.",2015-11-20,['US'],en,7.6,997,31.819,"[10765, 18]"
1447,Psych,Psych,"Thanks to his police officer father's efforts, Shawn Spencer spent his childhood developing a keen eye for detail (and a lasting dislike of his dad). Years later, Shawn's frequent tips to the police lead to him being falsely accused of a crime he solved. Now, Shawn has no choice but to use his abilities to perpetuate his cover story: psychic crime-solving powers, all the while dragging his best friend, his dad, and the police along for the ride.",2006-07-07,['US'],en,7.7,299,34.172,"[35, 18, 9648]"
1417,Glee,Glee,"In this musical comedy, optimistic high school teacher Will Schuester tries to refuel his own passion while reinventing the high school's glee club and challenging a group of outcasts to realize their star potential as they strive to outshine their singing competition while navigating the cruel halls of McKinley High.",2009-05-19,['US'],en,6.3,287,25.396,"[35, 18]"
1438,The Wire,The Wire,"Told from the points of view of both the Baltimore homicide and narcotics detectives and their targets, the series captures a universe in which the national war on drugs has become a permanent, self-sustaining bureaucracy, and distinctions between good and evil are routinely obliterated.",2002-06-02,['US'],en,8.3,921,27.871,"[80, 18]"
67133,MacGyver,MacGyver,20-something Angus MacGyver creates a clandestine organization where he uses his knack for solving problems in unconventional ways to help prevent disasters from happening.,2016-09-23,['US'],en,6.1,234,41.152,"[18, 10759]"
67026,Designated Survivor,Designated Survivor,"Tom Kirkman, a low-level cabinet member is suddenly appointed President of the United States after a catastrophic attack during the State of the Union kills everyone above him in the Presidential line of succession.",2016-09-21,['US'],en,7.2,397,35.182,"[18, 10768]"
1981,Charmed,Charmed,"Three sisters (Prue, Piper and Phoebe) reunite and unlock their powers to become the Charmed Ones, the most powerful good witches of all time, whose prophesied destiny is to protect innocent lives from evil beings such as demons and warlocks. Each sister possesses unique magical powers that grow and evolve, while they attempt to maintain normal lives in modern day San Francisco. ",1998-10-07,['US'],en,7.3,387,39.795,"[35, 18, 9648]"
71446,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.",2017-05-02,['ES'],es,8.2,631,42.481,"[80, 18]"
10545,True Blood,True Blood,"True Blood is an American television drama series created and produced by Alan Ball. It is based on The Southern Vampire Mysteries series of novels by Charlaine Harris, detailing the co-existence of vampires and humans in Bon Temps, a fictional, small town in northwestern Louisiana. The series centers on the adventures of Sookie Stackhouse, a telepathic waitress with an otherworldly quality.",2008-09-07,['US'],en,7.3,661,29.473,"[18, 10765, 10766]"
2692,My Wife and Kids,My Wife and Kids,"My Wife and Kids is an American television family sitcom that ran on ABC from March 28, 2001 until May 17, 2005. Produced by Touchstone Television, it starred Damon Wayans and Tisha Campbell-Martin, and centers on the character of Michael Kyle, a loving husband and modern-day patriarch who rules his household with a unique and distinct parenting style. As he teaches his three children some of life's lessons, he does so with his own brand of humor. Wayans and veteran television writer/producer Don Reo co-created and executive produced the series.",2001-03-28,['US'],en,7.1,126,41.437,"[35, 10751]"
52,That '70s Show,That '70s Show,"Crank up the 8-track and flash back to a time when platform shoes and puka shells were all the rage in this hilarious retro-sitcom. For Eric, Kelso, Jackie, Hyde, Donna and Fez, a group of high school teens who spend most of their time hanging out in Eric’s basement, life in the ‘70s isn’t always so groovy. But between trying to figure out the meaning of life, avoiding their parents, and dealing with out-of-control hormones, they’ve learned one thing for sure: they’ll always get by with a little help from their friends.",1998-08-23,['US'],en,7.6,477,29.949,"[35, 10751]"
71790,S.W.A.T.,S.W.A.T.,Follows a locally born and bred S.W.A.T. lieutenant who is torn between loyalty to the streets and duty to his fellow officers when he's tasked to run a highly-trained unit that's the last stop for solving crimes in Los Angeles.,2017-11-02,['US'],en,7.5,196,37.108,"[80, 18, 10759]"
4087,The X-Files,The X-Files,"The exploits of FBI Special Agents Fox Mulder and Dana Scully who investigate X-Files: marginalized, unsolved cases involving paranormal phenomena. Mulder believes in the existence of aliens and the paranormal while Scully, a skeptic, is assigned to make scientific analyses of Mulder's discoveries that debunk Mulder's work and thus return him to mainstream cases.",1993-09-10,['US'],en,8.1,1073,38.862,"[10765, 9648, 18]"
40075,Gravity Falls,Gravity Falls,"Twin brother and sister Dipper and Mabel Pines are in for an unexpected adventure when they spend the summer helping their great uncle Stan run a tourist trap in the mysterious town of Gravity Falls, Oregon.",2012-06-15,['US'],en,8.3,357,31.795,"[16, 35, 9648, 10765]"
60059,Better Call Saul,Better Call Saul,"Six years before Saul Goodman meets Walter White. We meet him when the man who will become Saul Goodman is known as Jimmy McGill, a small-time lawyer searching for his destiny, and, more immediately, hustling to make ends meet. Working alongside, and, often, against Jimmy, is “fixer” Mike Ehrmantraut. The series tracks Jimmy’s transformation into Saul Goodman, the man who puts “criminal” in “criminal lawyer"".",2015-02-08,['US'],en,8.1,1255,36.654,"[35, 80, 18]"
41956,Death in Paradise,Death in Paradise,"Detective Inspector Richard Poole is transferred to Sainte Marie, an island in the Caribbean. Totally unsuited to the Caribbean way of life, Richard hates the sun, sea and sand and isn't used to the Sainte Marie style of policing. Working with the exotic Camille each week Richard investigates intricate and intriguing murders.",2011-10-25,['GB'],en,7.5,87,31.027,"[35, 80, 18, 9648]"
18347,Community,Community,"Follow the lives of a group of students at what is possibly the world’s worst community college in the fictional locale of Greendale, Colorado.",2009-09-17,['US'],en,7.9,555,27.218,[35]
45,Top Gear,Top Gear,The hosts talk about the latest cars and its specifications. They review the performance of the car and also find out if it is as good as the manufacturers claim. The current hosts are Chris Evans and Matt LeBlanc with The Stig.,2002-10-20,['GB'],en,7.4,356,36.544,[99]
40862,SOKO Köln,SOKO Köln,,2003-10-22,['DE'],de,9.5,2,13.473,[80]
80411,Erkenci Kuş,Erkenci Kuş,,2018-06-26,['TR'],tr,7.0,6,38.792,"[18, 35]"
63351,Narcos,Narcos,A gritty chronicle of the war against Colombia's infamously violent and powerful drug cartels.,2015-08-28,['US'],en,8.0,912,24.024,"[80, 18]"
65733,Doraemon,ドラえもん,"Robotic cat Doraemon is sent back in time from the 22nd century to protect 10-year-old Noby, a lazy and uncoordinated boy who is destined to have a tragic future. Doraemon can create secret gadgets from a pocket on his stomach, but they usually cause more bad than good because of Noby's propensity to misuse them.",2005-04-22,['JP'],ja,0.0,0,5.977,"[16, 35, 10759, 10765]"
66761,Medici: Masters of Florence,Medici: Masters of Florence,"The story of the Medici family of Florence, their ascent from simple merchants to power brokers sparking an economic and cultural revolution. Along the way, they also accrue a long list of powerful enemies.",2016-10-18,"['IT', 'GB']",en,7.7,62,30.08,"[18, 10768]"
39351,Grimm,Grimm,"After Portland homicide detective Nick Burkhardt discovers he's descended from an elite line of criminal profilers known as ""Grimms,"" he increasingly finds his responsibilities as a detective at odds with his new responsibilities as a Grimm.",2011-10-28,['US'],en,7.2,710,35.911,"[18, 14, 9648]"
67136,This Is Us,This Is Us,"Follows the lives and families of three adults living and growing up in the United States of America in present and past times. As their paths cross and their life stories intertwine in curious ways, we find that several of them share the same birthday - and so much more than anyone would expect.",2016-09-20,['US'],en,7.9,386,29.558,"[35, 18]"
96196,True Cooking Master Boy,真・中華一番!,"After the death of Mao's mother -  Pai -  who was called the Goddess of Cuisine,  Mao wants to be the Master Chef of his mother's restaurant. However, before Mao takes his mother's place as Master Chef, he travels to China in order to learn more of the many ways of cooking, in the hopes of becoming a legendary chef just like his mother.",2019-10-11,['JP'],ja,8.0,1,29.189,[16]
688,The West Wing,The West Wing,The West Wing provides a glimpse into presidential politics in the nation's capital as it tells the stories of the members of a fictional presidential administration. These interesting characters have humor and dedication that touches the heart while the politics that they discuss touch on everyday life.,1999-09-22,['US'],en,8.2,212,41.923,[18]
21510,White Collar,White Collar,"Neal Caffrey, a con man, forger and thief, is captured after a three-year game of cat and mouse with the FBI. With only months left serving a four-year sentence, he escapes to look for Kate, his girlfriend. Peter Burke, the FBI agent who initially captured Caffrey, finds and returns him to prison. This time, Caffrey proposes a deal with the FBI, as part of a work-release program. After some hesitation, Burke agrees, and thus begins this unconventional arrangement where Caffrey helps Burke apprehend white collar criminals.",2009-10-23,['US'],en,7.9,333,25.977,"[80, 18]"
30984,Bleach,ブリーチ,"For as long as he can remember, Ichigo Kurosaki has been able to see ghosts. But when he meets Rukia, a Soul Reaper who battles evil spirits known as Hollows, he finds his life is changed forever. Now, with a newfound wealth of spiritual energy, Ichigo discovers his true calling: to protect the living and the dead from evil.",2004-10-05,['JP'],ja,7.8,192,37.579,"[16, 10759, 10765]"
78191,YOU,YOU,"When a brilliant bookstore manager crosses paths with an aspiring writer, he uses the internet and social media to gather the most intimate of details and get close to her. A charming and awkward crush quickly becomes obsession as he quietly and strategically removes every obstacle - and person - in his way.",2018-09-09,['US'],en,7.9,197,31.359,"[80, 18]"
4454,Will & Grace,Will & Grace,"Will Truman and Grace Adler are best friends living in New York, and when Grace's engagement falls apart, she moves in with Will. Together, along with their friends, they go through the trials of dating, sex, relationships and their careers, butting heads at times but ultimately supporting one another while exchanging plenty of witty banter along the way.",1998-09-21,['US'],en,6.8,185,27.248,[35]
4630,The Fairly OddParents,The Fairly OddParents,"The Fairly OddParents is an American animated television series created by Butch Hartman for Nickelodeon. The series revolves around Timmy Turner, a 10-year old boy who is granted two fairy godparents named Cosmo and Wanda. The series started out as cartoon segments that ran from September 4, 1998 to March 23, 2001 on Oh Yeah! Cartoons and was later picked up as a series. The series is produced by Frederator Studios and, as of season 6, Billionfold, Inc. For the first four seasons, it was distributed outside the United States by the Canadian company, Nelvana International.

Having aired for more than 16 years, The Fairly OddParents is the longest-running fantasy TV series in American television history, and currently stands as Nickelodeon's second longest-running animated series (behind SpongeBob SquarePants).",2001-03-30,"['CA', 'US']",en,6.7,175,33.122,"[16, 35, 10762, 10765]"
71789,SEAL Team,SEAL Team,"The lives of the elite Navy Seals as they train, plan and execute the most dangerous, high-stakes missions our country can ask.",2017-09-27,['US'],en,7.2,164,39.191,"[18, 10759, 10768]"
12433,A Case For Two,Ein Fall für zwei,"Ein Fall für zwei is a German television series, which premiered on September 11, 1981 on ZDF. The series, located in Frankfurt am Main, features two main characters who solve crimes: a defense attorney and a private investigator.

Josef Matula, a former German police officer, has gone into private business. His method of investigation is very effective and direct, and he sometimes even resorts to dirty tricks. Claus Theo Gärtner has portrayed the role since the start of the series.

In contrast, the attorney character has changed several times. The first attorney was Dr. Dieter Renz. Dr. Renz retired in episode #60 and was replaced by Dr. Rainer Franck. In episode #149, Dr. Franck took a job as a law school teacher, and was replaced by Dr. Johannes Voss. In episode #182, Dr. Voss was shot dead by an escaping criminal, and was in turn replaced by Dr. Markus Lessing.

Most of the episodes follow a simple pattern. Someone is murdered, and the police arrest the most likely suspect. The suspect, claiming to be innocent, hires the attorney in the series as his lawyer. The attorney does all the paperwork, talks with the police and attends court. Meanwhile, Matula does all the actual research and detective work - ""gets his hands dirty"", so to speak. Matula often gets into fights, and even though he is in his early sixties, he often knocks out the bad guys. In the end, the original suspect usually turns out to be innocent after all, and the real culprit is found.",1981-09-11,['DE'],de,6.3,3,13.505,"[80, 18]"
615,Futurama,Futurama,"The adventures of a late-20th-century New York City pizza delivery boy, Philip J. Fry, who, after being unwittingly cryogenically frozen for one thousand years, finds employment at Planet Express, an interplanetary delivery company in the retro-futuristic 31st century.",1999-03-28,['US'],en,8.2,997,36.312,"[16, 35]"
37854,One Piece,ワンピース,"Years ago, the fearsome pirate king Gol D. Roger was executed, leaving a huge pile of treasure and the famous ""One Piece"" behind. Whoever claims the ""One Piece"" will be named the new pirate king. Monkey D. Luffy, a boy who consumed one of the ""Devil's Fruits"", has it in his head that he'll follow in the footsteps of his idol, the pirate Shanks, and find the One Piece. It helps, of course, that his body has the properties of rubber and he's surrounded by a bevy of skilled fighters and thieves to help him along the way. Monkey D. Luffy brings a bunch of his crew followed by, Roronoa Zoro, Nami, Usopp, Sanji, Tony-Tony Chopper, Nico Robin, Franky, and Brook. They will do anything to get the One Piece and become King of the Pirates!",1999-10-20,['JP'],ja,7.8,304,40.814,"[10759, 35, 16]"
186,Weeds,Weeds,"Weeds is an American dark comedy-drama series created by Jenji Kohan. The central character is Nancy Botwin, a widowed mother of two boys who begins selling cannabis to support her family after her husband dies suddenly of a heart attack. Over the course of the show, she and her family become increasingly entangled in illegal activities.",2005-08-07,['US'],en,7.1,356,22.091,"[35, 80, 18]"
32608,Ancient Aliens,Ancient Aliens,"Did intelligent beings from outer space visit Earth thousands of years ago? From the age of the dinosaurs to ancient Egypt, from early cave drawings to continued mass sightings in the US, each episode gives historic depth to the questions, speculations, provocative controversies, first-hand accounts and grounded theories surrounding this age old debate.",2010-04-20,['US'],en,6.8,129,27.481,"[99, 9648]"
60573,Silicon Valley,Silicon Valley,"In the high-tech gold rush of modern Silicon Valley, the people most qualified to succeed are the least capable of handling success. Partially inspired by Mike Judge’s own experiences as a Silicon Valley engineer in the late ‘80s, Silicon Valley is an American sitcom that centers around six programmers who are living together and trying to make it big in the Silicon Valley.",2014-04-06,['US'],en,8.0,665,33.163,[35]
2225,Who Wants to Be a Millionaire? (US),Who Wants to Be a Millionaire? (US),"Who Wants to Be a Millionaire is an American television quiz show based upon the British program of the same title, which offers a maximum prize of $1,000,000 for correctly answering a series of consecutive multiple choice questions. Originally, as in the UK edition, contestants were required to correctly answer 15 questions of increasing difficulty, but in 2010, the format was modified so that the contestants are now faced with 14 questions of random difficulty. The program follows the same general premise as its original UK counterpart, and is one of many international variants in the Who Wants to Be a Millionaire? franchise.

The original U.S. version aired on ABC from August 16, 1999 to June 27, 2002, and was hosted by Regis Philbin. The current syndicated version of the show began airing on September 16, 2002, and was launched by Meredith Vieira, who remained host for 11 seasons, with her final first-run episodes airing in May 2013. Vieira was succeeded by Cedric the Entertainer beginning with the premiere of season 12 on September 2, 2013.

As the first U.S. network game show to offer a million-dollar top prize, the show made television history by becoming one of the highest-rated game shows in the history of American television. The U.S. Millionaire has gone on to win seven Daytime Emmy Awards, and TV Guide and GSN have ranked it #7 and #5 on their respective lists of the 50 Greatest Game Shows of All Time. In 2013, TV Guide ranked it #6 in its list of the 60 greatest game shows ever.",1999-08-16,['US'],en,6.9,14,7.223,[10767]
1705,Fringe,Fringe,"FBI Special Agent Olivia Dunham, brilliant but formerly institutionalized scientist Walter Bishop and his scheming, reluctant son Peter uncover a deadly mystery involving a series of unbelievable events and realize they may be a part of a larger, more disturbing pattern that blurs the line between science fiction and technology.",2008-09-09,"['US', 'CA']",en,8.1,847,30.547,"[18, 9648, 10765]"
65334,Miraculous: Tales of Ladybug & Cat Noir,"Miraculous, les aventures de Ladybug et Chat Noir","Normal high school kids by day, protectors of Paris by night! Miraculous follows the heroic adventures of Marinette and Adrien as they transform into Ladybug and Cat Noir and set out to capture akumas, creatures responsible for turning the people of Paris into villains. But neither hero knows the other’s true identity – or that they’re classmates!",2015-10-19,['FR'],fr,8.4,71,32.262,"[16, 10751, 10759, 10762]"
5092,Infinite Challenge,무한도전,"Infinite Challenge has been reported as the first ""Real-Variety"" show in Korean television history. The program is largely unscripted, and follows a similar format of challenge-based Reality Television programs, familiar to the audiences in the West, but the challenges are often silly, absurd, or impossible to achieve, so the program takes on the aspect of a satirical comedy variety show, rather than a more standard reality or contest program. In order to achieve its comedic purposes its 6 hosts and staff continuously proclaim, the elements of this show are the 3-Ds, Dirty, Dangerous, and Difficult.",2005-04-23,['KR'],ko,7.8,9,18.052,"[10764, 35]"
30826,La rosa de Guadalupe,La rosa de Guadalupe,Stories about people who get into problems who use the help of Virgin Mary and where a rose appears and their problems are solved.,2008-02-05,['MX'],es,3.6,5,16.182,"[18, 10766]"
13916,Death Note,DEATH NOTE,"Light Yagami is an ace student with great prospects—and he’s bored out of his mind. But all that changes when he finds the Death Note, a notebook dropped by a rogue Shinigami death god. Any human whose name is written in the notebook dies, and Light has vowed to use the power of the Death Note to rid the world of evil. But will Light succeed in his noble goal, or will the Death Note turn him into the very thing he fights against?",2006-10-04,['JP'],ja,8.4,680,34.899,"[16, 9648]"
96567,COBRA,COBRA,"As widespread power outages cause chaos and threaten lives across the country, the COBRA (Cabinet Office Briefing Room) committee comprised of the UK’s leading experts and politicians, gathers to find a way to turn the lights back on.",2020-01-17,['GB'],en,3.1,4,39.668,[18]
3934,Mickey Mouse Clubhouse,Mickey Mouse Clubhouse,"Mickey Mouse Clubhouse is an American animated television series, that premiered in prime time on Disney Channel on May 5, 2006. The program was originally part of the Playhouse Disney daily block intended for preschoolers. On February 14, 2011, it was moved to the Disney Junior block, serving as Playhouse Disney's replacement. It is the only Mickey Mouse program to be aimed at preschoolers. The series was co-developed by Bobs Gannaway, who is also responsible for Jake and the Never Land Pirates.

Production of the show was put on a four-month suspension in the spring of 2009, due to the death of voice artist Wayne Allwine, the longtime voice of Mickey Mouse. Production resumed when Bret Iwan has been cast as the fourth performer of Mickey's voice. On June 23, 2013, Bill Farmer, the voice actor for Goofy and Pluto, confirmed on his official Twitter account that Mickey Mouse Clubhouse would cease production after 7 years of episodes. However, reruns will still continue on the Disney Junior 24/7 service.",2006-05-06,['US'],en,6.1,35,27.043,"[10762, 10751, 16]"
4589,Arrested Development,Arrested Development,"The story of a wealthy family that lost everything, and the one son who had no choice but to keep them all together.",2003-11-02,['US'],en,8.1,588,20.502,[35]
61865,When Calls the Heart,When Calls the Heart,"Elizabeth Thatcher, a young school teacher from a wealthy Eastern family, migrates from the big city to teach school in a small coal mining town in the west.",2014-01-11,['US'],en,8.3,42,33.853,[18]
1855,Star Trek: Voyager,Star Trek: Voyager,"Pulled to the far side of the galaxy, where the Federation is 75 years away at maximum warp speed, a Starfleet ship must cooperate with Maquis rebels to find a way home.",1995-01-16,['US'],en,7.8,401,33.766,"[18, 10759, 10765]"
45790,JoJo's Bizarre Adventure,ジョジョの奇妙な冒険,"Follow the intergenerational feud between the Joestar Family and various forces of evil, the most prominent of which is Dio Brando and his followers.",2012-10-06,['JP'],ja,7.4,78,42.391,"[28, 12, 16, 14, 27]"
61387,NCIS: New Orleans,NCIS: New Orleans,"A drama about the local field office that investigates criminal cases affecting military personnel in The Big Easy, a city known for its music, entertainment and decadence.",2014-09-23,['US'],en,6.9,213,36.291,"[18, 10759]"
1781,Little House on the Prairie,Little House on the Prairie,"Little House on the Prairie is an American Western drama television series, starring Michael Landon, Melissa Gilbert, and Karen Grassle, about a family living on a farm in Walnut Grove, Minnesota, in the 1870s and 1880s.",1974-09-11,['US'],en,7.2,117,26.867,"[18, 37]"
31911,Fullmetal Alchemist: Brotherhood,鋼の錬金術師 FULLMETAL ALCHEMIST,"Edward and Alphonse Elric's reckless disregard for alchemy's fun­damental laws ripped half of Ed's limbs from his body and left Al's soul clinging to a cold suit of armor. To restore what was lost, the brothers scour a war-torn land for the Philosopher's Sto­ne, a fabled relic which grants the ability to perform alchemy in impossible ways.

The Elrics are not alone in their search; the corrupt State Military is also eager to harness the artifact's power. So too are the strange Homunculi and their shadowy creator. The mythical gem lures exotic alchemists from distant kingdoms, scarring some deeply enough to inspire murder. As the Elrics find their course altered by these enemies and allies, their purpose remains unchanged – and their bond unbreakable.",2009-04-05,['JP'],ja,8.2,401,29.24,"[16, 18, 9648, 10759]"
4608,30 Rock,30 Rock,"30 Rock is an American television comedy series that ran on NBC from October 11, 2006, to January 31, 2013, and was created by Tina Fey. The series, which is loosely based on Fey's experiences as head writer for Saturday Night Live, takes place behind the scenes of a fictional live sketch comedy series depicted as airing on NBC. The series' name refers to 30 Rockefeller Plaza in New York City, the address of the GE Building, in which the NBC Studios are located.",2006-10-11,['US'],en,7.2,326,25.996,[35]
4376,JAG,JAG,"JAG is an American legal drama television show with a distinct military theme, created by Donald P. Bellisario, and produced by Belisarius Productions in association with Paramount Network Television. The first season was co-produced with NBC Productions.

Originally conceived as a Top Gun meets A Few Good Men, the pilot episode of JAG first aired on NBC on September 23, 1995; but the series was later canceled on May 22, 1996 after finishing 79th in the ratings, leaving one episode unaired. Rival network CBS picked up the series for a midseason replacement, beginning on January 3, 1997. CBS's decision to air JAG proved to be a good move, as JAG for several seasons climbed in the ratings and was on the air for nine additional seasons. JAG furthermore spawned the hit series NCIS, which in turn spun off another hit, NCIS: Los Angeles.

In total, 227 episodes were produced over 10 seasons and JAG was during its 5th season seen in over 100 countries worldwide. JAG was so popular that it entered syndication early in 1999 and it is still regularly repeated.",1995-09-23,['US'],en,6.8,97,29.443,"[9648, 18]"
74016,The Resident,The Resident,"A tough, brilliant senior resident guides an idealistic young doctor through his first day, pulling back the curtain on what really happens, both good and bad, in modern-day medicine.",2018-01-21,['US'],en,8.0,134,38.319,[18]
61056,How to Get Away with Murder,How to Get Away with Murder,"A sexy, suspense-driven legal thriller about a group of ambitious law students and their brilliant, mysterious criminal defense professor. They become entangled in a murder plot and will shake the entire university and change the course of their lives.",2014-09-25,['US'],en,7.5,500,40.945,"[80, 18, 9648]"
27511,GMTV,GMTV,"GMTV is the name of the national Channel 3 breakfast television contractor/licensee, broadcasting in the United Kingdom from 1 January 1993 to 3 September 2010. It became a wholly owned subsidiary of ITV plc in November 2009. Shortly after, ITV plc announced the programme would end. The final edition of GMTV was broadcast on 3 September 2010.",1993-01-01,['GB'],en,0.0,0,8.51,[10763]
64196,Overlord,オーバーロード,"In the year 2138, virtual reality gaming is booming. Yggdrasil, a popular online game is quietly shut down one day. However, one player named Momonga decides to not log out. Momonga is then transformed into the image of a skeleton as ""the most powerful wizard."" The world continues to change, with non-player characters (NPCs) beginning to feel emotion. Having no parents, friends, or place in society, this ordinary young man Momonga then strives to take over the new world the game has become.",2015-07-07,['JP'],ja,7.4,58,34.473,"[12, 16, 14]"
65820,Van Helsing,Van Helsing,"Vanessa Helsing, the daughter of famous vampire hunter and Dracula nemesis Abraham Van Helsing is resurrected five years in the future to find out that vampires have taken over the world and that she possesses unique power over them. She is humanity’s last hope to lead an offensive to take back what has been lost.",2016-09-23,['US'],en,6.4,250,31.906,"[9648, 10759, 10765]"
33907,Downton Abbey,Downton Abbey,"A chronicle of the lives of the aristocratic Crawley family and their servants in the post-Edwardian era—with great events in history having an effect on their lives and on the British social hierarchy.

",2010-09-26,['GB'],en,8.1,398,20.554,[18]
66788,13 Reasons Why,13 Reasons Why,"After a teenage girl's perplexing suicide, a classmate receives a series of tapes that unravel the mystery of her tragic choice.",2017-03-31,['US'],en,7.2,991,33.805,"[18, 9648]"
49011,Mom,Mom,"Aan irreverent and outrageous take on true family love‐and dysfunction. Newly sober single mom Christy struggles to raise two children in a world full of temptations and pitfalls. Testing her sobriety is her formerly estranged mother, now back in Christy's life and eager to share passive-aggressive insights into her daughter's many mistakes.",2013-09-23,['US'],en,6.9,227,34.781,"[35, 18]"
79696,Manifest,Manifest,"After landing from a turbulent but routine flight, the crew and passengers of Montego Air Flight 828 discover five years have passed in what seemed like a few hours. As their new realities become clear, a deeper mystery unfolds and some of the returned passengers soon realize they may be meant for something greater than they ever thought possible.",2018-09-24,['US'],en,7.5,136,32.658,"[18, 9648]"
35610,InuYasha,戦国お伽草子–犬夜叉,"Kagome Higurashi is a modern day young girl who lives with her family by the old Higure shrine. Unbeknownst to Kagome, she is the reincarnation of priestess Kikyo and posseses the ""Jewel of Four Souls"" (the Shikon jewel). One ill-fated day, Kagome locates an ancient well near her home and is abruptly transported through the well and into a feudal Japan, inhabited by demons. There, she encounters Inuyasha, son of a powerful demon father and a human mother, who is pinned to a tree by an enchanted arrow.",2000-10-16,['JP'],ja,7.4,62,29.199,"[16, 35, 18, 10759, 10765]"
3670,Cops,Cops,"Follow real-life law enforcement officers from various regions and departments of the United States armed with nothing but with cameras to capture their actions, performing their daily duty to serve and protect the public.",1989-03-11,['US'],en,6.5,104,29.74,[10764]
2140,Everybody Loves Raymond,Everybody Loves Raymond,"Everybody Loves Raymond is an American television sitcom starring Ray Romano, Patricia Heaton, Brad Garrett, Doris Roberts, and Peter Boyle. It originally ran on CBS from September 13, 1996, to May 16, 2005. Many of the situations from the show are based on the real-life experiences of Romano, creator/producer Phil Rosenthal and the show's writing staff. The main characters on the show are also loosely based on Romano's and Rosenthal's real-life family members.

The show reruns in syndication on various channels, such as TBS, TV Land, and in most TV markets on local stations. From 2000 to 2007, KingWorld distributed the show for off-network syndication and Warner Bros. Television Distribution handled international distribution. In 2007, CBS Television Distribution took over King World's distribution. CBS only owns American syndication rights; ancillary rights are controlled by HBO and Warner Bros. Television.",1996-09-13,['US'],en,6.4,244,21.899,[35]
14509,In aller Freundschaft,In aller Freundschaft,"German soap opera about the staff of the fictional hospital ""Sachsenklinik"" in the city of Leipzig.",1998-10-26,['DE'],de,0.0,0,13.09,[10766]
873,Columbo,Columbo,"Columbo is a friendly, verbose, disheveled-looking police detective who is consistently underestimated by his suspects. Despite his unprepossessing appearance and apparent absentmindedness, he shrewdly solves all of his cases and secures all evidence needed for indictment. His formidable eye for detail and meticulously dedicated approach often become clear to the killer only late in the storyline.",1971-09-15,['US'],en,8.1,237,30.093,"[80, 18]"
31991,WWE NXT,WWE NXT,Wrestlers will portray heroes or villains as they follow a series of events that build tension and culminate in a wrestling match or series of matches.,2010-02-23,['US'],en,6.5,31,12.285,"[18, 10759]"
4546,Curb Your Enthusiasm,Curb Your Enthusiasm,"The off-kilter, unscripted comic vision of Larry David, who plays himself in a parallel universe in which he can't seem to do anything right, and, by his standards, neither can anyone else.",2000-10-15,['US'],en,8.1,313,36.487,[35]
14929,Heartland,Heartland,"Life is hard on the Flemings' ranch in the Alberta foothills where abused or neglected horses find refuge with a kind, hard-working family. Debts abound and the bank is about to foreclose. Can they keep the ranch running?",2007-10-14,['CA'],en,8.0,129,25.44,[18]
141,Cheers,Cheers,The story about a blue-collar Boston bar run by former sports star Sam Malone and the quirky and wonderful people who worked and drank there.,1982-09-30,['US'],en,7.7,243,22.313,[35]
1404,Chuck,Chuck,"When Buy More computer geek Chuck Bartowski unwittingly downloads a database of government information and deadly fighting skills into his head, he becomes the CIA's most vital secret. This sets Chuck on a path to become a full-fledged spy.",2007-09-24,['US'],en,7.6,397,20.816,"[35, 18, 10759]"
11366,Big Brother,Big Brother,"A British reality television game show in which a number of contestants live in an isolated house for several weeks, trying to avoid being evicted by the public with the aim of winning a large cash prize at the end of the run.",2000-07-14,['GB'],en,2.9,27,15.656,[10764]
